,uniprot,protein,description,pepNum_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(-)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,ctrl_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,LPS_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_1_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_2_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_3_processed_census-out_07142022_EV1-98_16pl_M,fast_turbo(+)_4_processed_census-out_07142022_EV1-98_16pl_M,pepNum_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre-_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_HF_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_1_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_2_processed_census-out_07232022_EV1-100B_10pl_M,eWAT_chow_cre+_3_processed_census-out_07232022_EV1-100B_10pl_M,pepNum_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre-_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,iWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_1_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_2_processed_census-out_07252022_EV1-100C_10pl_M,eWAT_chow_cre+_3_processed_census-out_07252022_EV1-100C_10pl_M,pepNum_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre-_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_HF_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_1_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_2_processed_census-out_07302022_EV1-100A_10pl_M,iWAT_chow_cre+_3_processed_census-out_07302022_EV1-100A_10pl_M,pepNum_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre-_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,iWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_1_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_2_processed_census-out_08032022_EV1-100D_10pl_M,eWAT_HF_cre+_3_processed_census-out_08032022_EV1-100D_10pl_M
3310,Q8BXC6,Commd2,Commd2 COMM domain-containing protein 2,,,,,,,,,,,,,,,,,,1.0,1341.0,2125.0,0.0,1114.0,3040.0,4232.0,2754.0,1200.0,2507.0,3397.0,,,,,,,,,,,,1.0,3455.0,3144.0,2639.0,0.0,6970.0,4530.0,4810.0,3717.0,6409.0,3244.0,1.0,2828.0,2308.5,2614.5,4545.5,5253.5,4409.0,5416.5,5977.5,6068.0,5047.0
3311,O35206,Col15a1,Col15a1 Collagen alpha-1(XV) chain,,,,,,,,,,,,,,,,,,5.0,943.0,1520.0,1780.0,7774.0,19890.0,18265.0,18087.0,22097.0,24030.0,36495.0,4.0,1282.5,0.0,1321.0,3850.0,12046.0,28302.5,7363.0,14080.0,9697.5,18246.0,3.0,2172.0,1868.0,2082.0,1435.0,10730.0,14908.0,19941.0,22414.0,37918.0,14156.0,5.0,2480.0,1883.0,1396.0,3693.0,15291.0,19042.0,36290.0,25341.0,16774.0,21709.0
3312,Q91XX1,Pcdhgc3,"Pcdhgc3 Protocadherin gamma subfamily C, 3",,,,,,,,,,,,,,,,,,4.0,793.0,316.0,951.0,498.5,2448.0,2213.0,2043.0,6181.5,7019.0,16370.0,2.0,1176.0,359.0,532.0,545.5,4473.5,5773.0,1028.5,2720.5,4072.0,4889.0,1.0,1947.0,1583.0,0.0,0.0,1938.0,2817.0,3164.0,9861.0,8067.0,3253.0,,,,,,,,,,,
3313,Q9CZR2,Naalad2,Naalad2 N-acetylated-alpha-linked acidic dipeptidase 2,,,,,,,,,,,,,,,,,,1.0,1003.0,1572.0,1362.0,2170.0,8376.0,7358.0,10532.0,15412.0,8731.0,14257.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2146.5,1897.5,2023.5,2282.0,4244.5,2896.0,5415.5,12815.5,8975.5,16426.0
3314,Q62000,Ogn,Ogn Mimecan,,,,,,,,,,,,,,,,,,3.0,2312.0,3495.0,5199.0,8451.0,11466.0,11345.0,6915.0,19206.0,37165.0,38693.0,2.0,9166.0,3677.0,1996.0,2946.0,11699.0,31057.0,17043.0,6167.0,10333.0,13862.0,4.0,4002.0,3940.0,8636.0,4444.0,11055.0,4877.0,11935.0,12244.0,19531.0,13145.0,4.0,7205.0,7586.5,1026.5,2779.0,21511.0,7638.5,20205.5,5473.0,4589.0,3946.5
3315,P21107,Tpm3,Tpm3 Tropomyosin alpha-3 chain,,,,,,,,,,,,,,,,,,1.0,971.0,1225.0,1403.5,3281.5,7090.5,6137.0,4111.5,9513.5,5612.5,9091.0,1.0,10206.0,4845.0,3148.0,5873.0,13255.0,23604.0,18612.0,23115.0,12445.0,22488.0,,,,,,,,,,,,2.0,5161.0,5206.5,1797.5,3273.0,7566.0,7543.0,13788.5,12171.0,9813.5,6634.5
3316,Q9R0U0,Srsf10,Srsf10 Serine/arginine-rich splicing factor 10,,,,,,,,,,,,,,,,,,2.0,1640.0,2038.0,5762.0,4630.0,5280.0,2375.0,2664.0,6388.0,13959.0,12802.0,2.0,3234.5,1780.0,3990.0,2654.5,6692.5,13014.5,6304.0,4918.5,8245.5,8764.5,,,,,,,,,,,,2.0,2628.0,1807.0,1418.0,2303.0,2526.0,2931.0,3713.0,4948.0,3688.0,1960.0
3317,Q9D1A0,Aaed1,Aaed1 Thioredoxin-like protein AAED1,,,,,,,,,,,,,,,,,,1.0,0.0,1637.0,0.0,1671.0,1611.0,2358.0,1195.0,1181.0,1412.0,1404.0,1.0,732.0,613.0,812.0,1814.0,1278.0,1575.0,689.0,1160.0,1047.0,1947.0,1.0,1451.0,723.0,570.0,0.0,2046.0,1634.5,1985.5,0.0,1777.5,810.0,1.0,2636.0,2392.0,2205.0,3365.0,5171.0,3037.0,6059.0,4105.0,5302.0,2619.0
3318,F8VPN7,Dock9,Dock9 Dedicator of cytokinesis protein 9,,,,,,,,,,,,,,,,,,11.0,2285.0,1690.0,1166.0,3123.0,4036.0,4728.0,2909.0,3509.0,4111.0,4833.0,12.0,2468.5,1080.0,1950.5,2994.5,3074.0,8530.0,5228.5,4579.0,5204.5,7414.0,12.0,4114.0,2969.0,3144.0,1741.5,8330.5,7472.0,8871.5,3216.5,6078.0,6207.0,15.0,4619.5,3670.0,2458.5,4585.5,9662.5,8696.5,8736.5,6021.5,7631.5,4327.5
3319,B2RXC1,Trappc11,Trappc11 Trafficking protein particle complex subunit 11,,,,,,,,,,,,,,,,,,5.0,2020.0,2545.0,1454.0,2518.5,10921.0,10833.5,9877.5,10044.0,6781.5,14364.0,1.0,8929.0,4239.0,7016.0,8499.0,27112.0,45151.0,20357.0,28107.0,15193.0,45819.0,1.0,7930.5,7384.0,9174.0,7050.5,35182.0,21622.5,42123.0,20221.5,30997.0,19403.0,3.0,4656.0,3464.0,3254.0,3869.0,16445.0,11409.0,24502.0,18908.0,17108.0,16098.0
3320,Q924K8,Mta3,Mta3 Metastasis-associated protein MTA3,,,,,,,,,,,,,,,,,,1.0,2203.0,2178.0,1854.0,2597.0,7768.0,6798.0,5744.0,7429.0,7445.0,9659.0,1.0,3501.0,1372.5,2634.0,2983.0,7121.5,12149.5,5499.5,6859.0,5414.0,9916.5,2.0,2783.0,3060.5,3072.0,2102.0,6735.0,5476.5,7265.5,5711.5,8361.0,5044.0,,,,,,,,,,,
3321,Q8BU85,Msrb3,"Msrb3 Methionine-R-sulfoxide reductase B3, mitochondrial",,,,,,,,,,,,,,,,,,2.0,1936.5,2789.5,4436.0,4804.0,27768.0,41498.0,15222.5,23895.5,28350.0,33767.5,1.0,3882.0,2019.0,5532.5,3454.0,14488.5,14815.5,9815.5,14534.5,17203.0,19759.5,1.0,5262.0,4717.0,9429.0,9672.0,51389.0,41387.0,49995.0,31669.0,46860.0,22001.0,1.0,8186.0,7903.0,6512.0,11903.0,63700.0,57824.0,65847.0,57044.0,78488.0,33344.0
3322,D3Z0M9,Ddx23,Ddx23 Protein Ddx23,,,,,,,,,,,,,,,,,,5.0,1424.0,1981.0,1807.0,2762.0,5839.0,4731.0,3329.0,6242.0,8938.0,12104.0,4.0,3454.5,2449.0,4758.5,4085.0,7814.5,18142.0,7728.5,8026.0,10903.5,13002.5,2.0,5613.0,4405.5,6389.5,4752.5,7577.5,8457.5,12151.5,17397.0,27134.5,15611.0,1.0,6679.0,4026.0,3384.0,4770.0,7168.0,7776.0,10625.0,14025.0,10507.0,6401.0
3323,Q8VCB1,Ndc1,Ndc1 Nucleoporin NDC1,,,,,,,,,,,,,,,,,,1.0,1520.5,1139.0,1182.5,1432.0,3681.5,3737.5,2840.0,2229.5,2921.0,4534.0,1.0,821.0,0.0,1667.0,1379.0,3329.0,5607.0,3385.0,3954.0,3088.0,5475.0,1.0,951.0,1497.0,1492.0,0.0,3766.0,1934.0,3570.0,2534.0,3439.0,2379.0,1.0,2610.0,1828.5,2462.0,3893.0,7378.5,3969.5,8240.0,9329.5,6906.5,6679.0
3324,P0DOV2,Ifi204,Ifi204 Interferon-activable protein 204,,,,,,,,,,,,,,,,,,5.0,2846.0,3360.0,2691.0,5598.0,7786.0,9963.0,5552.0,5755.0,9975.0,12065.0,5.0,4011.0,1848.0,2225.0,2632.0,3912.0,7542.0,4358.0,3855.0,5667.0,6418.0,5.0,4016.0,3535.0,7673.0,3386.0,7068.0,4231.0,5503.0,7223.0,9597.0,8474.0,5.0,8012.5,7480.5,6507.5,7669.0,11623.5,9949.5,10884.0,14304.0,14125.5,10064.0
3325,Q8BR92,Palm2,Palm2 Paralemmin-2,,,,,,,,,,,,,,,,,,1.0,832.0,1398.0,1369.0,1601.0,6362.0,8368.0,4614.0,11590.0,8544.0,14984.0,,,,,,,,,,,,1.0,3505.0,2709.0,3683.0,3518.0,19212.0,11791.0,29136.0,9245.0,18589.0,14399.0,1.0,1707.0,1603.0,0.0,1707.0,9941.0,6276.0,14758.0,6830.0,4624.0,5404.0
3326,Q9D8M3,Slc48a1,Slc48a1 Heme transporter HRG1,,,,,,,,,,,,,,,,,,1.0,7592.0,4734.5,0.0,1172.5,6976.0,12716.0,7103.0,629.5,509.0,2162.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2315.5,2414.5,8371.5,5884.5,10784.0,5846.5,4571.0,10131.5,13162.0,7410.0
3327,B2RSU6,Cgnl1,Cgnl1 Cingulin-like protein 1,,,,,,,,,,,,,,,,,,5.0,0.0,1309.0,1218.0,1615.0,4203.0,1871.0,1663.0,4328.0,6092.0,7907.0,4.0,1118.0,911.0,1147.0,1496.0,2708.0,7394.0,3633.0,5021.0,7093.0,10758.0,4.0,1560.0,1589.0,1827.0,1464.0,4282.0,2300.0,5243.0,2442.0,6022.0,4677.0,4.0,2561.0,2063.5,1719.5,2183.5,5710.5,3259.5,7903.0,9419.0,5003.5,4039.5
3328,Q3V3R4,Itga1,Itga1 Integrin alpha-1,,,,,,,,,,,,,,,,,,5.0,678.0,891.0,714.0,1374.0,9986.0,12950.0,8823.0,14470.0,7507.0,12508.0,4.0,2843.5,717.0,1605.0,1921.0,11075.5,9222.5,2640.5,6769.5,3978.0,7499.5,4.0,3125.0,2330.0,2613.0,2908.0,22814.0,18118.0,27435.0,32089.0,27232.0,6469.0,7.0,2030.0,1463.5,0.0,1698.5,10914.5,6926.5,15116.5,5864.0,7046.0,6500.5
3329,Q8VCS3,Fam20b,Fam20b Glycosaminoglycan xylosylkinase,,,,,,,,,,,,,,,,,,1.0,413.5,565.5,507.0,300.5,17130.5,16344.5,13505.0,10807.0,10612.5,19562.0,2.0,1257.5,694.5,726.5,1287.0,17207.5,29819.5,4382.5,12335.0,10915.5,22162.0,3.0,2540.5,2281.5,2151.0,2110.5,21589.5,15170.0,22848.0,15444.0,20711.0,7999.0,3.0,1580.0,1732.0,0.0,1350.0,15869.0,11239.0,25159.0,12764.0,10677.0,10323.0
3330,P03953,Cfd,Cfd Complement factor D,,,,,,,,,,,,,,,,,,1.0,0.0,1034.0,457.0,1086.0,2390.0,2865.0,2596.0,15978.0,25253.0,53092.0,1.0,1048.0,0.0,648.0,0.0,3127.0,11121.0,1901.0,4075.0,4947.0,8106.0,1.0,1338.0,1823.0,5221.0,1306.0,4797.0,3814.0,9304.0,28947.0,79931.0,11331.0,,,,,,,,,,,
3331,Q792Z0,Prss3,Prss3 Protein Prss3,,,,,,,,,,,,,,,,,,1.0,3597.5,1864.0,3509.0,3051.5,2690.5,3001.0,1241.0,4272.0,3373.0,2088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,P63028,Tpt1,Tpt1 Translationally-controlled tumor protein,,,,,,,,,,,,,,,,,,1.0,2283.5,5106.5,3197.0,4814.5,23816.5,15717.5,8938.0,19339.5,8846.5,21113.0,,,,,,,,,,,,,,,,,,,,,,,1.0,13612.0,13228.5,5791.0,16411.5,38578.5,15857.5,32809.5,28941.5,18368.5,14347.5
3333,Q9CRB1,Lgals7,Lgals7 Galectin,,,,,,,,,,,,,,,,,,1.0,1148.0,564.0,2342.0,2877.0,2122.0,2890.0,3463.0,4979.0,6624.0,7819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,Q6ZWV7,Rpl35,Rpl35 60S ribosomal protein L35,,,,,,,,,,,,,,,,,,1.0,7901.0,10685.0,4251.0,9189.0,24599.0,18977.0,16007.0,13838.0,10790.0,23584.0,1.0,13031.0,9798.0,7945.5,13072.0,18983.5,19825.0,10097.5,18386.5,16842.0,28681.5,,,,,,,,,,,,,,,,,,,,,,
3335,E9PXB7,Nedd4l,Nedd4l E3 ubiquitin-protein ligase NEDD4-like,,,,,,,,,,,,,,,,,,4.0,3556.5,4215.5,1358.5,3934.0,17527.0,14263.5,11979.0,7916.5,6283.5,10294.0,1.0,3835.0,2733.0,6324.0,5862.0,14066.0,19423.0,11504.0,17528.0,20463.0,20076.0,6.0,4587.0,3646.0,3222.0,2843.0,15135.0,7639.0,14096.0,4708.0,4717.0,3976.0,8.0,3651.0,3494.0,3256.0,4969.0,11538.0,6258.0,12567.0,12852.0,12432.0,8466.0
3336,Q91XY2,Pcdhga6,"Pcdhga6 Protocadherin gamma subfamily A, 6",,,,,,,,,,,,,,,,,,1.0,0.0,642.0,701.0,894.0,4996.0,3768.0,5647.0,10402.0,11418.0,12689.0,2.0,1272.0,321.0,1222.5,1319.0,31526.5,24288.5,7357.5,23244.5,21664.5,31267.5,2.0,622.0,495.0,0.0,0.0,5593.0,3890.5,5894.5,12969.0,9782.0,3188.5,,,,,,,,,,,
3337,Q8CIT9,Sbsn,Sbsn Suprabasin,,,,,,,,,,,,,,,,,,1.0,2502.0,2269.0,2532.0,2785.0,5657.0,8406.0,4374.0,20219.0,19309.0,27163.0,1.0,871.0,663.0,0.0,0.0,3547.0,2940.0,1908.0,8630.0,2729.0,11690.0,,,,,,,,,,,,,,,,,,,,,,
3338,P47934,Crat,Crat Carnitine O-acetyltransferase,,,,,,,,,,,,,,,,,,3.0,2135.5,3376.0,2057.5,3694.0,7219.5,5125.5,3292.0,2987.5,6200.0,9337.0,5.0,4787.5,2856.5,4160.5,3653.5,5973.0,14651.0,14693.0,4390.5,5543.5,8226.5,2.0,3976.0,2956.0,5311.0,3503.0,17360.0,2942.0,7055.0,5484.0,8472.0,11377.0,5.0,7810.5,5567.5,3679.5,7776.5,29009.5,5058.5,13305.0,10254.5,6755.5,5370.0
3339,P28301,Lox,Lox Protein-lysine 6-oxidase,,,,,,,,,,,,,,,,,,2.0,0.0,1445.0,1173.0,1655.0,11877.0,8893.0,7070.0,5063.0,4425.0,6628.0,1.0,1903.0,2177.0,2136.0,1093.0,27827.0,16544.0,2990.0,6579.0,5695.0,10694.0,3.0,1715.0,1728.0,1670.0,0.0,7898.0,5430.0,9627.0,7256.0,6649.0,2470.0,3.0,2113.0,2092.0,1442.0,1598.0,10367.0,7317.0,12852.0,10650.0,7839.0,8953.0
3340,Q8R3V5,Sh3glb2,Sh3glb2 Endophilin-B2,,,,,,,,,,,,,,,,,,1.0,506.0,1874.5,513.5,1883.5,5811.5,3811.5,2916.5,5660.0,3852.5,6645.0,4.0,3000.0,1671.0,2644.0,3287.0,5162.0,12643.0,6536.5,8582.0,4696.5,11031.5,4.0,3871.0,3607.5,6859.0,3536.5,16841.5,8662.0,20253.0,12893.0,25861.0,13703.5,4.0,4215.5,3061.5,1889.0,3897.5,13421.0,6585.0,15194.5,14757.0,9273.0,8625.0
3341,Q9Z130,Hnrnpdl,Hnrnpdl Heterogeneous nuclear ribonucleoprotein D-like,,,,,,,,,,,,,,,,,,1.0,2324.0,2314.0,3010.0,3745.0,7993.0,8373.0,5770.0,11030.0,12474.0,12694.0,,,,,,,,,,,,2.0,5320.5,7130.5,15875.5,7547.5,11067.5,10129.0,15668.0,21537.0,33540.5,21492.0,,,,,,,,,,,
3342,Q69ZS0,Pdzrn3,Pdzrn3 E3 ubiquitin-protein ligase PDZRN3,,,,,,,,,,,,,,,,,,1.0,1925.0,1979.0,1717.0,1978.0,9277.0,6573.0,7265.0,6649.0,5687.0,11909.0,1.0,659.0,0.0,0.0,0.0,1528.0,2001.0,847.0,1234.0,1279.0,3942.0,1.0,1458.0,0.0,0.0,0.0,1556.0,1438.0,2572.0,1994.0,2162.0,0.0,2.0,2477.0,2642.0,2108.5,3912.5,8768.0,5712.0,12274.5,17421.0,9871.0,12451.5
3343,P56695,Wfs1,Wfs1 Wolframin,,,,,,,,,,,,,,,,,,2.0,1155.5,1288.5,701.0,180.5,15541.5,12024.5,11681.0,7850.5,7963.5,10388.0,1.0,734.0,0.0,775.0,0.0,11109.0,11673.0,2200.0,4279.0,2875.0,5605.0,1.0,0.0,1260.0,0.0,0.0,4085.0,3429.0,5235.0,21687.0,17203.0,7266.0,1.0,1971.0,0.0,0.0,1226.0,2988.0,3479.0,5778.0,7650.0,8968.0,7217.0
3344,Q61508,Ecm1,Ecm1 Extracellular matrix protein 1,,,,,,,,,,,,,,,,,,2.0,2080.0,2603.0,4609.0,13348.0,15412.0,8124.0,5588.0,12483.0,22285.0,36066.0,7.0,1942.0,1587.0,3248.0,4619.0,6823.0,34921.0,6560.0,7174.0,12028.0,14249.0,3.0,1605.0,2732.0,3956.0,2304.0,4991.0,3870.0,6929.0,14731.0,48393.0,13299.0,2.0,1522.0,1783.0,0.0,2452.0,2913.0,2302.0,3008.0,4585.0,4643.0,2883.0
3345,Q8C1F4,Csgalnact2,Csgalnact2 Chondroitin sulfate N-acetylgalactosaminyltransferase 2,,,,,,,,,,,,,,,,,,1.0,0.0,675.0,0.0,950.0,3271.0,3300.0,4579.0,2447.0,2032.0,2495.0,1.0,1448.0,0.0,1172.0,885.0,3576.0,3964.0,683.0,2331.0,2731.0,4304.0,1.0,1179.0,1323.0,1383.0,0.0,4305.0,4287.0,6533.0,4033.0,6289.0,2089.0,2.0,2532.0,2557.0,1820.0,3196.0,6609.0,5977.0,7104.0,7397.0,6621.0,6005.0
3346,Q9D6X6,Prss23,Prss23 Serine protease 23,,,,,,,,,,,,,,,,,,2.0,427.5,975.0,715.5,287.0,2990.5,2932.5,2422.5,1207.0,1986.0,2352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,O54946,Dnajb6,Dnajb6 DnaJ homolog subfamily B member 6,,,,,,,,,,,,,,,,,,1.0,2099.0,3433.0,3723.0,4662.0,6773.0,6714.0,3865.0,7749.0,8953.0,11834.0,2.0,4180.5,2328.0,4989.5,3729.5,4619.0,10378.5,6558.0,5662.5,8403.5,9895.0,2.0,10771.0,7502.0,12710.5,12163.5,12081.5,12619.5,15180.0,17581.5,36516.5,20060.0,,,,,,,,,,,
3348,Q9QYI5,Dnajb2,Dnajb2 DnaJ homolog subfamily B member 2,,,,,,,,,,,,,,,,,,1.0,0.0,829.0,0.0,0.0,1993.0,3379.0,2486.0,4941.0,3583.0,8333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,Q9R257,Hebp1,Hebp1 Heme-binding protein 1,,,,,,,,,,,,,,,,,,1.0,3648.0,7662.0,1609.0,6530.0,22505.0,15621.0,10087.0,16682.0,8343.0,20091.0,1.0,3005.0,6688.0,723.0,2993.0,10913.0,5313.0,4350.0,11272.0,4648.0,13630.0,2.0,27934.0,29087.0,5645.5,17193.0,36170.0,13294.5,27004.0,15748.0,10987.5,7105.0,4.0,8265.0,8558.0,2876.0,5314.0,13262.0,7317.0,12808.0,11241.0,7409.0,6661.0
3350,P07091,S100a4,S100a4 Protein S100-A4,,,,,,,,,,,,,,,,,,1.0,8631.0,12456.0,4963.0,8685.0,103897.0,49463.0,33065.0,66726.0,17008.0,39033.0,1.0,6733.0,7765.0,4625.0,4450.0,22103.0,37709.0,21639.0,35094.0,11517.0,21218.0,,,,,,,,,,,,1.0,9601.0,9347.0,8046.0,11012.0,20153.0,12965.0,27668.0,77035.0,48759.0,32504.0
3351,P70313,Nos3,"Nos3 Nitric oxide synthase, endothelial",,,,,,,,,,,,,,,,,,3.0,1202.0,2186.0,996.0,1523.0,5031.0,6543.0,4911.0,3584.0,3865.0,5454.0,6.0,1651.0,697.0,872.0,1376.5,3220.5,5875.0,3531.0,2245.5,2493.5,2913.5,6.0,2797.0,2826.0,2638.0,979.0,8294.0,4241.5,7027.0,4399.5,6792.5,4365.0,10.0,1831.0,1920.0,0.0,0.0,5050.0,4037.0,7557.0,3667.0,4992.0,2959.0
3352,Q8CD76,Klc1,Klc1 Kinesin light chain 1,,,,,,,,,,,,,,,,,,3.0,1465.0,1111.5,642.0,1179.0,8357.5,6054.0,5548.5,2966.5,2221.0,3578.5,3.0,3183.0,2813.0,1377.0,5675.0,9663.0,14137.0,11110.0,12020.0,4579.0,10658.0,5.0,2907.0,2069.0,3090.0,2304.0,11786.0,5109.0,9688.0,5046.0,4741.0,4831.0,5.0,2942.5,2004.0,3319.5,3879.5,8388.0,5847.5,11534.5,12109.0,10370.5,9854.0
3353,Q9ERR1,Ndel1,Ndel1 Nuclear distribution protein nudE-like 1,,,,,,,,,,,,,,,,,,1.0,0.0,1202.0,0.0,860.0,3019.0,2724.0,1897.0,1490.0,1570.0,2133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,Q9ES56,Trappc4,Trappc4 Trafficking protein particle complex subunit 4,,,,,,,,,,,,,,,,,,1.0,0.0,676.0,0.0,0.0,808.0,1128.0,504.0,1466.0,989.0,1668.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2923.0,2343.0,1772.5,2434.5,6026.0,4085.0,6492.5,4770.0,4486.5,3160.0
3355,P97311,Mcm6,Mcm6 DNA replication licensing factor MCM6,,,,,,,,,,,,,,,,,,2.0,622.5,1335.5,0.0,444.5,3178.0,3368.0,3013.0,381.5,1033.0,1745.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1665.0,1857.0,1712.0,2027.0,2895.0,1862.0,1569.0,4193.0,3828.0,3871.0
3356,Q91WL8,Wwox,Wwox WW domain-containing oxidoreductase,,,,,,,,,,,,,,,,,,1.0,1617.0,1742.0,2804.0,2610.0,11474.0,12507.0,11126.0,10208.0,6940.0,15792.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4504.5,3350.5,2788.5,5339.5,23753.5,15084.0,35735.5,19970.0,18678.5,21817.0
3357,Q9DCV3,Dgat2,Dgat2 Diacylglycerol O-acyltransferase 2,,,,,,,,,,,,,,,,,,3.0,897.0,1179.0,0.0,1097.0,3652.0,2894.0,2796.0,1407.0,1606.0,3169.0,,,,,,,,,,,,1.0,1406.0,0.0,1763.0,0.0,9245.0,1710.0,3975.0,3219.0,4273.0,4817.0,2.0,2623.0,1973.0,2424.0,2644.0,10370.5,4181.5,7342.0,12508.5,8530.0,6923.0
3358,P54923,Adprh,Adprh,,,,,,,,,,,,,,,,,,2.0,2546.5,2392.0,693.0,2693.0,5966.5,6234.0,4165.0,1946.5,6071.5,4236.5,1.0,21836.0,12797.0,12053.0,24110.0,41658.0,59016.0,18824.0,29346.0,43189.0,51715.0,3.0,2405.0,2174.5,2058.0,1623.5,6302.5,3842.0,4846.5,3533.5,3349.0,1070.0,4.0,3493.5,2425.5,2641.0,4309.5,8439.5,5716.5,7839.0,8263.0,8373.0,5658.5
3359,O08992,Sdcbp,Sdcbp Syntenin-1,,,,,,,,,,,,,,,,,,1.0,1504.0,1611.0,842.0,1521.0,6001.0,3881.0,4240.0,3278.0,2098.0,5044.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1709.0,0.0,2298.0,3051.0,6811.0,2877.0,6584.0,13161.0,7116.0,9598.0
3360,O08989,Mras,Mras Ras-related protein M-Ras,,,,,,,,,,,,,,,,,,1.0,0.0,1458.0,0.0,1669.0,0.0,1345.0,952.0,1374.0,1734.0,1607.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2160.0,1828.5,2084.0,2119.0,3834.5,2430.0,4412.0,4253.5,3789.5,3262.5
3361,P61148,Fgf1,Fgf1 Fibroblast growth factor 1,,,,,,,,,,,,,,,,,,1.0,0.0,998.0,0.0,0.0,3003.0,1304.0,1287.0,1262.0,765.0,1290.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3604.0,4709.0,2532.0,4490.0,5333.0,2994.0,7991.0,14320.0,8030.0,6216.0
