,uniprot,protein,iWAT_HF_cre-,iWAT_HF_cre+,iWAT_chow_cre-,iWAT_chow_cre+,eWAT_HF_cre-,eWAT_HF_cre+,eWAT_chow_cre-,eWAT_chow_cre+,ctrl_turbo(-),LPS_turbo(-),fast_turbo(-),ctrl_turbo(+),LPS_turbo(+),fast_turbo(+),description
2334,Q9CWS4,Cpsf3l,4436.75,7317.5,3706.5,6017.75,1088.0,3456.0,1760.5,5386.0,18507.0,22657.5,17918.75,21827.0,23770.5,18166.75,Cpsf3l Integrator complex subunit 11
2335,Q61093,Cybb,1988.5,3309.5,290.0,2593.0,2810.5,6720.5,629.5,1981.5,6620.0,6447.0,5340.75,17002.0,9359.5,8978.5,Cybb Cytochrome b-245 heavy chain
2336,Q8BTW9,Pak4,,,,,,,,,5789.0,6139.0,6047.0,6525.0,6939.0,5564.5,Pak4 Serine/threonine-protein kinase PAK 4
2337,Q61211,Eif2d,550.5,3587.0,409.5,1575.0,1389.5,3923.0,0.0,881.0,22862.5,22393.5,17096.0,30068.0,24295.0,20934.0,Eif2d Eukaryotic translation initiation factor 2D
2338,Q9WUB0,Rbck1,,,,,,,,,2196.5,2416.0,1832.0,2774.0,2323.0,1883.0,Rbck1 RanBP-type and C3HC4-type zinc finger-containing protein 1
2339,Q91VJ4,Stk38,3970.0,13583.0,1014.5,1907.0,2174.75,8684.5,1396.25,3863.5,15479.5,12408.0,9384.5,14128.0,19138.0,12790.5,Stk38 Serine/threonine-protein kinase 38
2340,Q64735,Cr1l,2838.0,36348.75,2170.25,29719.5,2009.75,39056.25,1796.5,27741.5,33642.0,28287.5,18948.0,17017.5,15420.5,11127.75,Cr1l Complement component receptor 1-like protein
2341,Q5SUF2,Luc7l3,5710.0,10958.0,6737.0,27431.0,,,,,13996.5,15765.5,11859.5,17846.0,11360.0,14532.0,Luc7l3 Luc7-like protein 3
2342,B7ZWD6,Cym,,,,,,,,,150820.0,182192.5,133964.5,137390.0,161048.0,135504.0,"Cym Gene model 131, (NCBI)"
2343,Q9EQ80,Nif3l1,,,,,,,,,28425.0,26739.5,19611.0,28552.0,31813.0,28748.0,Nif3l1 NIF3-like protein 1
2344,Q99MB2,Mtfr1,,,,,,,,,15372.0,14414.0,11958.0,10035.0,15267.0,11184.5,Mtfr1 Mitochondrial fission regulator 1
2345,Q8R4R6,Nup35,1791.5,2946.0,1788.0,3823.0,957.5,3283.0,1684.75,4404.5,3147.5,3019.5,3156.5,5011.0,3756.0,4171.0,Nup35 Nucleoporin NUP53
2346,Q3UGX2,Sptb,,,1641.0,5749.0,,,2881.0,6411.0,27174.25,11192.0,6608.75,18284.0,13982.5,7799.75,"Sptb Spectrin beta chain, erythrocytic"
2347,G5E870,Trip12,1162.25,2924.5,675.75,3304.25,3227.5,8805.0,1609.0,7037.5,12763.0,10792.0,9954.0,13746.0,11157.0,7631.5,Trip12 E3 ubiquitin-protein ligase TRIP12
2348,Q9JKF1,Iqgap1,4331.5,9221.5,2798.75,7935.0,4286.5,12785.75,2321.25,4990.75,38539.5,35802.5,28951.5,65687.0,39043.0,38340.5,Iqgap1 Ras GTPase-activating-like protein IQGAP1
2349,Q922B9,Ssfa2,2048.0,6170.0,2372.5,11425.0,2781.5,12697.5,3478.0,9502.5,13177.75,9831.5,7777.0,13488.5,16377.0,9676.75,Ssfa2 Sperm-specific antigen 2 homolog
2350,Q61543,Glg1,1745.25,31848.5,1662.5,26772.0,1435.0,22896.5,1420.75,22085.0,44414.5,41728.5,21898.5,13863.0,8776.0,9913.0,Glg1 Golgi apparatus protein 1
2351,Q6A0A2,Larp4b,1300.5,3395.75,0.0,1672.0,1109.0,3653.5,0.0,1546.0,27147.0,18481.5,14737.0,29781.0,30390.0,21304.0,Larp4b La-related protein 4B
2352,Q8N7N5,Dcaf8,2450.0,6181.0,,,2409.5,7190.0,,,15140.5,13792.25,9365.25,14242.5,19202.0,12126.0,Dcaf8 DDB1- and CUL4-associated factor 8
2353,P50285,Fmo1,3478.0,6108.0,3478.5,8265.5,404.0,3405.0,1580.0,4293.5,13311.25,11306.25,8761.75,10455.0,10597.5,10824.75,Fmo1 Dimethylaniline monooxygenase
2354,Q3TIR3,Ric8a,1855.75,4477.25,375.5,1775.5,1867.0,5703.5,787.0,2164.5,17790.5,16584.75,15565.75,21805.5,23003.5,16778.5,Ric8a Synembryn-A
2355,O35841,Api5,2910.0,7677.0,1728.0,4650.5,,,1010.0,2397.0,40990.75,35862.0,32074.25,64385.5,49626.5,48200.0,Api5 Apoptosis inhibitor 5
2356,Q8R1Q8,Dync1li1,4346.25,10131.5,2951.0,6541.75,3984.75,11550.0,3724.5,7524.5,10042.75,8681.75,5221.0,14721.5,14822.5,11675.25,Dync1li1 Cytoplasmic dynein 1 light intermediate chain 1
2357,Q3UFK8,Frmd8,9119.0,23810.0,6513.0,20798.0,3264.0,9194.5,4433.5,11161.0,14305.5,11644.0,11706.5,17599.0,17787.0,15607.5,Frmd8 FERM domain-containing protein 8
2358,Q921V5,Mgat2,2096.5,15712.0,,,2879.5,12913.0,,,50221.5,63880.5,34031.5,24489.0,9387.0,7541.5,"Mgat2 Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
2359,Q3U5Q7,Cmpk2,3665.5,7985.5,4239.25,8169.5,3132.0,3012.0,1823.25,4337.5,31014.5,30016.0,19393.0,74855.0,29662.0,35938.0,"Cmpk2 UMP-CMP kinase 2, mitochondrial"
2360,Q9JJK5,Herpud1,,,,,,,,,2256.5,2237.0,2794.0,3652.0,2810.0,2897.0,Herpud1 Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein
2361,Q99J10,Ctu1,,,,,,,,,3434.0,3573.5,2181.0,2070.0,3520.0,1491.5,Ctu1 Cytoplasmic tRNA 2-thiolation protein 1
2362,Q8BHN0,Ppm1l,,,,,,,,,81038.0,68367.5,47275.0,47384.0,27815.0,27234.5,Ppm1l Protein phosphatase 1L
2363,Q8BL03,Slc25a29,,,1778.0,2902.0,,,1629.0,5293.0,2501.0,2922.0,2210.5,2092.0,2515.0,1885.5,Slc25a29 Mitochondrial basic amino acids transporter
2364,E9PZJ8,Ascc3,2221.5,4119.75,903.0,1825.0,2299.5,6514.5,1194.25,2815.5,34904.0,34945.5,28933.5,36159.0,41313.0,30089.0,Ascc3 Activating signal cointegrator 1 complex subunit 3
2365,Q6GQT6,Scap,,,,,,,,,13989.5,9308.0,5675.5,9483.0,11099.0,6868.5,Scap Sterol regulatory element-binding protein cleavage-activating protein
2366,Q05D44,Eif5b,,,,,2041.5,7683.0,1954.0,5270.0,58665.5,57967.5,42888.0,58328.0,63407.0,46207.0,Eif5b Eukaryotic translation initiation factor 5B
2367,Q8VI75,Ipo4,,,,,,,,,25413.0,21669.5,21312.0,26944.0,27503.0,21805.0,Ipo4 Importin-4
2368,Q8K2V6,Ipo11,,,,,,,,,79706.5,76955.75,63947.0,77839.5,106813.5,69006.25,Ipo11 Importin-11
2369,Q9D5V5,Cul5,5393.75,8920.5,2867.0,7400.25,4238.75,8126.0,3389.75,9662.0,28688.5,34355.25,25680.25,31267.5,33048.0,27551.0,Cul5 Cullin-5
2370,Q8BKR5,Ppp1r37,2206.0,2821.75,1500.5,1079.0,2526.5,4203.75,2719.5,3803.5,7243.25,6422.25,4811.25,8362.0,7830.5,8032.5,Ppp1r37 Protein phosphatase 1 regulatory subunit 37
2371,Q9QXK7,Cpsf3,3653.0,6018.5,1948.0,2341.5,1221.75,3204.0,1104.75,2188.0,6988.5,7803.5,6398.0,6367.0,8520.0,7441.0,Cpsf3 Cleavage and polyadenylation specificity factor subunit 3
2372,P48025,Syk,4187.0,6942.5,3297.0,3904.0,3969.0,9808.5,2341.5,2924.5,17518.25,15018.5,10695.25,37225.0,22009.5,20010.5,Syk Tyrosine-protein kinase SYK
2373,E9QAS8,Fmr1,1679.0,5299.0,1802.0,3899.0,1496.5,4695.5,3089.0,11603.25,28966.5,26107.5,23449.5,34858.0,26272.0,23586.0,Fmr1 Synaptic functional regulator FMR1
2374,Q8VEH5,Epm2aip1,,,,,,,,,16607.0,14978.0,11175.5,14493.0,18522.0,11609.0,Epm2aip1 EPM2A-interacting protein 1
2375,Q9WTK3,Gpaa1,2259.0,18763.0,1533.5,7996.75,1647.0,21820.0,1321.0,20555.5,31683.0,16228.0,16603.5,12433.0,7099.0,6253.5,Gpaa1 Glycosylphosphatidylinositol anchor attachment 1 protein
2376,Q3TIU4,Pde12,,,469.0,2061.0,1048.5,2666.0,1232.0,2368.5,19464.0,13793.5,14415.0,24974.0,20091.0,20268.5,"Pde12 2',5'-phosphodiesterase 12"
2377,P21619,Lmnb2,1869.75,2894.0,1967.25,17164.5,776.5,1893.5,1649.75,14562.0,9018.0,11028.0,6334.5,16603.0,13940.0,15951.0,Lmnb2 Lamin-B2
2378,Q9JHI4,Slc13a1,,,,,,,,,610.5,1328.5,1086.5,1606.0,1483.0,1414.0,Slc13a1 Solute carrier family 13 member 1
2379,Q9Z1K6,Arih2,,,,,,,,,5505.25,7099.75,5491.25,6292.0,9178.5,5436.25,Arih2 E3 ubiquitin-protein ligase ARIH2
2380,Q8VDB2,Alg12,,,,,,,,,9773.5,10488.0,8799.5,15741.0,13210.0,10936.5,"Alg12 Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase"
2381,P97379,G3bp2,2139.5,8962.0,2158.5,8245.0,,,,,22182.5,23311.5,27789.0,22860.0,27845.0,23889.0,G3bp2 Ras GTPase-activating protein-binding protein 2
2382,Q9DCD0,Pgd,6086.0,15100.0,3894.5,6562.5,3596.0,11660.0,3588.5,11680.0,9446.5,11133.0,5502.5,12791.0,5858.0,9476.5,"Pgd 6-phosphogluconate dehydrogenase, decarboxylating"
2383,O70422,Gtf2h4,,,492.5,1602.0,,,0.0,1486.0,8620.5,9990.5,9040.5,10263.0,10134.0,9161.5,Gtf2h4 General transcription factor IIH subunit 4
2384,P60122,Ruvbl1,2735.0,4534.0,2884.0,5629.75,1469.0,4393.5,1559.0,4090.5,25235.75,23223.5,21191.0,30378.5,32548.0,25854.25,Ruvbl1 RuvB-like 1
2385,Q8K1J6,Trnt1,3679.75,4723.0,3039.0,3590.0,3354.75,6912.75,3413.5,7932.0,81376.5,78607.5,43316.5,33815.0,30459.0,24775.0,"Trnt1 CCA tRNA nucleotidyltransferase 1, mitochondrial"
2386,Q8BH02,Tor4a,1822.0,2590.0,,,710.5,3677.5,752.0,3114.0,17797.0,15334.5,10829.0,21068.0,21391.0,15641.0,Tor4a Torsin-4A
2387,Q99K70,Rragc,7662.25,13474.0,5350.0,7640.0,1336.5,2898.25,1226.0,2200.0,13233.5,16355.5,15706.5,16190.0,18572.0,18443.0,Rragc Ras-related GTP-binding protein C
2388,Q91VN1,Znf24,,,,,,,,,6945.5,7065.0,6225.0,6782.0,6947.0,5574.0,Znf24 Zinc finger protein 24
2389,P70460,Vasp,6185.5,17549.0,5992.0,15745.0,,,,,33472.5,29115.5,20028.5,60486.0,36335.0,39829.0,Vasp Vasodilator-stimulated phosphoprotein
2390,Q91XD2,Lims2,29695.0,51908.0,,,20834.5,23747.0,,,12522.0,12106.0,11283.0,14042.5,13334.5,12226.25,Lims2 LIM and senescent cell antigen-like-containing domain protein 2
2391,Q80UG1,Fads6,,,,,,,,,3315.0,3423.0,2012.0,3516.0,4052.0,2663.0,Fads6 Fatty acid desaturase 6
2392,Q3TA59,Jmjd8,5371.25,12282.5,3906.5,7724.75,857.75,5500.5,2048.5,6460.75,37204.5,40501.5,26398.5,37074.0,42207.0,33071.0,Jmjd8 JmjC domain-containing protein 8
2393,Q5SVR0,Tbc1d9b,2203.5,7741.0,1626.0,4047.0,2465.5,6544.5,2219.0,4075.25,5160.5,4193.0,3413.5,3905.0,3511.0,2581.0,Tbc1d9b TBC1 domain family member 9B
2394,A2AWP8,Arhgef10l,3631.5,6163.5,,,6081.5,11749.0,,,32695.0,24528.5,13961.0,43232.0,40916.0,24668.0,Arhgef10l Rho guanine nucleotide exchange factor 10-like protein
2395,O35286,Dhx15,7610.75,14384.75,5008.75,20377.5,4900.0,13918.0,3812.75,15616.0,18540.0,21255.5,20745.5,22847.0,22816.0,22695.5,Dhx15 Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
2396,Q62318,Trim28,1945.5,3201.0,2082.75,7288.5,1271.5,2941.5,1188.75,4188.0,20424.0,18021.5,14856.5,18822.0,17131.0,15266.5,Trim28 Transcription intermediary factor 1-beta
2397,Q6ZPU9,Kif1bp,2545.0,3942.5,1381.5,2632.0,1505.75,3092.25,2019.5,3172.25,4039.0,3366.5,3280.0,3939.0,4525.0,3459.5,Kif1bp KIF1-binding protein
2398,G5E897,Kdelc2,1795.5,16686.5,955.5,10352.25,1243.0,16072.0,803.5,20055.0,26498.5,23982.5,14050.5,15538.0,10003.0,7864.5,"Kdelc2 KDEL (Lys-Asp-Glu-Leu) containing 2, isoform CRA_b"
2399,Q8R0M8,Slc16a4,,,,,,,,,16904.5,21676.0,18241.5,17049.0,18638.0,18798.0,Slc16a4 Monocarboxylate transporter 5
2400,Q91YD9,Wasl,4310.0,18190.5,2794.0,6757.0,2786.5,11192.0,1738.5,9749.0,57907.5,53879.0,46166.5,60113.0,53580.0,50210.5,Wasl Neural Wiskott-Aldrich syndrome protein
2401,Q9DC28,Csnk1d,,,,,,,,,24576.75,23027.5,21774.75,35259.5,32472.5,32840.75,Csnk1d Casein kinase I isoform delta
2402,P05201,Got1,,,,,,,,,4314.0,2594.75,2469.25,2195.5,1771.5,2591.0,"Got1 Aspartate aminotransferase, cytoplasmic"
2403,P70429,Evl,5405.5,7319.0,,,13336.5,29633.5,2600.25,4898.0,24994.5,22057.5,18792.0,39667.0,28241.0,28948.0,Evl Ena/VASP-like protein
2404,Q8BVQ5,Ppme1,,,,,,,,,55808.5,47128.5,39042.0,70361.0,56678.0,42710.5,Ppme1 Protein phosphatase methylesterase 1
2405,Q07456,Ambp,,,2352.25,10879.0,,,7920.5,13251.0,87334.0,59215.5,38729.0,88089.0,55822.0,50654.0,Ambp Protein AMBP
2406,Q8CAK1,Iba57,4266.0,11463.0,2661.75,6044.75,,,1155.5,2394.0,105666.5,99472.0,69909.5,74278.0,101225.0,83141.0,"Iba57 Putative transferase CAF17 homolog, mitochondrial"
2407,Q91Z92,B3galt6,1688.0,14614.0,,,1120.5,6248.5,1093.5,4820.0,16124.0,12767.5,9453.0,9688.0,8290.0,9561.5,"B3galt6 Beta-1,3-galactosyltransferase 6"
2408,Q8VDK1,Nit1,,,,,,,,,1495.5,1015.5,1063.5,1160.0,958.0,1010.5,Nit1 Nitrilase homolog 1
2409,Q8BGF6,Elmod2,4975.5,11035.0,3032.0,6915.0,1848.25,6205.0,3253.5,8028.0,40305.5,43153.5,29948.5,50724.0,50887.0,39062.0,Elmod2 ELMO domain-containing protein 2
2410,E9Q3Y4,Lrba,1721.75,3323.25,1468.0,3822.75,1370.75,3166.25,2045.75,5207.75,5387.5,6119.0,5709.0,8132.0,6827.0,5387.0,Lrba Lipopolysaccharide-responsive and beige-like anchor protein
2411,B2RRI2,Sbno1,1782.0,3214.5,,,1362.5,2531.75,662.5,981.0,23106.0,24860.0,20342.5,26617.0,28712.0,24389.0,Sbno1 Protein strawberry notch homolog 1
2412,E9QLA5,Inf2,2418.25,5892.75,1277.5,4965.0,2312.25,7093.5,2183.0,6305.0,15875.0,14434.0,12261.75,22761.5,24105.5,17999.75,Inf2 Inverted formin-2
2413,P56399,Usp5,2085.25,14254.0,1761.0,14098.0,1238.5,13995.5,1236.75,14871.0,53700.25,35100.0,23821.0,16939.0,12563.0,8266.25,Usp5 Ubiquitin carboxyl-terminal hydrolase 5
2414,Q9DC29,Abcb6,,,,,,,,,8350.0,9988.0,9619.0,7647.0,9377.0,7334.5,"Abcb6 ATP-binding cassette sub-family B member 6, mitochondrial"
2415,Q99LG0,Usp16,2597.25,5576.0,,,4923.75,7904.5,,,16302.75,18400.25,18355.0,21568.5,19395.5,15949.75,Usp16 Ubiquitin carboxyl-terminal hydrolase 16
2416,P47857,Pfkm,4285.0,13787.25,5812.75,8513.75,3419.0,5127.0,5680.0,7290.25,9101.0,11146.5,10063.5,9194.0,11176.0,9362.0,"Pfkm ATP-dependent 6-phosphofructokinase, muscle type"
2417,Q3UV55,Nr1d1,,,,,,,,,9138.5,7046.75,4610.5,8028.5,9469.5,4469.5,Nr1d1 Nuclear receptor subfamily 1 group D member 1
2418,P27656,Lipc,,,,,,,,,23142.0,21853.5,13803.0,15044.0,20628.0,12223.0,Lipc Hepatic triacylglycerol lipase
2419,Q9Z0K8,Vnn1,3163.0,11754.0,1859.75,19328.5,467.0,2423.0,1495.25,4527.0,40923.5,42704.5,30889.5,28062.0,43227.0,33407.5,Vnn1 Pantetheinase
2420,E9Q6E5,Srsf11,6403.0,11618.0,3515.75,10745.75,7094.5,7573.0,4861.0,8424.0,41149.5,44978.5,43000.5,49083.0,26197.0,45187.0,Srsf11 Protein Srsf11
2421,D3Z742,Mb21d2,,,,,,,,,15106.0,14006.0,11687.0,14747.0,13131.0,13228.5,Mb21d2 Protein MB21D2
2422,Q9JIM1,Slc29a1,4083.0,7440.0,2550.5,11441.0,1311.0,2748.0,1795.0,5745.5,1197.5,1372.0,711.5,720.0,1495.0,937.5,Slc29a1 Equilibrative nucleoside transporter 1
2423,P43883,Plin2,2688.25,6393.5,,,3113.5,11502.25,1151.0,3577.0,22400.5,27826.0,39571.5,19396.0,24929.0,23393.5,Plin2 Perilipin-2
2424,Q3UI43,Babam1,2095.5,5547.0,,,738.0,2060.0,1134.5,3581.0,5745.5,3995.0,3869.0,5045.0,5415.0,3251.0,Babam1 BRISC and BRCA1-A complex member 1
2425,Q8C547,Heatr5b,7618.5,15719.0,,,4469.5,12750.0,,,11590.5,10512.0,10204.5,12101.0,16345.0,10652.0,Heatr5b HEAT repeat-containing protein 5B
2426,Q62230,Siglec1,2396.5,10036.0,1638.5,19302.25,1582.75,20151.5,1057.5,5904.75,10067.5,8129.5,7206.0,31212.0,28449.0,17683.0,Siglec1 Sialoadhesin
2427,Q8JZZ7,Adgrl2,2425.0,9198.0,,,1634.5,6201.75,1097.5,4744.0,19294.0,18752.0,14883.5,21620.0,23608.0,14762.5,Adgrl2 Adhesion G protein-coupled receptor L2
2428,Q7TMC8,Fuk,10445.0,18643.0,2733.5,8239.5,16195.0,29366.0,2667.5,11739.0,10658.0,10562.5,8615.5,10358.0,9732.0,9672.5,Fuk L-fucose kinase
2429,Q8R0S2,Iqsec1,3751.5,10178.5,2884.0,7123.5,2122.0,8954.75,3029.5,8670.0,5422.5,4872.0,3419.0,7680.0,11507.0,5484.0,Iqsec1 IQ motif and SEC7 domain-containing protein 1
2430,Q8BPM2,Map4k5,4833.5,7414.75,2703.0,3851.0,2128.0,4573.75,1016.0,2798.0,27701.25,27695.75,22978.25,30800.5,33796.5,28136.25,Map4k5 Mitogen-activated protein kinase kinase kinase kinase 5
2431,Q9JJY4,Ddx20,,,,,,,,,53600.0,53153.0,40445.0,52273.0,67564.0,41793.0,Ddx20 Probable ATP-dependent RNA helicase DDX20
2432,Q9ET30,Tm9sf3,6093.25,22866.0,2211.0,14053.75,5928.5,22594.25,4653.25,14435.25,37688.0,43623.0,32849.5,64205.0,42397.0,46699.0,Tm9sf3 Transmembrane 9 superfamily member 3
2433,P10852,Slc3a2,11927.5,24205.0,4010.5,11799.25,7111.5,18323.0,5518.5,14714.25,8501.5,6471.0,7317.5,9634.0,8855.0,8361.0,Slc3a2 4F2 cell-surface antigen heavy chain
2434,Q9CQV4,Fam134c,,,,,,,,,9592.0,7830.0,6968.5,10836.0,11580.0,7579.5,Fam134c Protein FAM134C
2435,Q9D8V0,Hm13,1299.0,2095.0,374.5,3970.0,1210.5,2734.0,0.0,2877.5,1064.0,568.5,413.5,847.0,724.0,350.5,Hm13 Minor histocompatibility antigen H13
2436,Q8BVN4,Mterf4,,,,,,,,,2845.0,2535.5,1341.0,2736.0,3157.0,2484.5,"Mterf4 Transcription termination factor 4, mitochondrial"
2437,Q9CRD0,Ociad1,1261.5,3421.5,1373.5,3871.0,220.75,3815.0,937.0,3730.0,17541.0,14285.5,12420.0,12526.0,13846.0,10720.5,Ociad1 OCIA domain-containing protein 1
2438,Q9QZQ1,Afdn,3248.0,9020.75,2054.0,16806.5,1550.0,5058.75,1869.0,7227.25,17629.5,15128.0,12350.5,19368.0,15440.0,14806.5,Afdn Afadin
2439,Q9QY81,Nup210,1796.5,11798.0,1280.75,4561.0,1343.0,21538.75,735.25,10763.25,71373.5,65107.0,51109.0,42558.0,29797.0,17619.0,Nup210 Nuclear pore membrane glycoprotein 210
2440,A2AT37,Upf2,6493.5,12835.0,,,5586.25,12159.25,1993.0,4143.5,13727.0,12039.5,11745.0,16858.0,18572.0,15784.0,Upf2 UPF2 regulator of nonsense transcripts homolog (Yeast)
2441,Q8BWJ3,Phka2,5777.5,10699.75,3167.0,5939.75,2760.0,8046.0,2412.75,6982.0,19050.75,16782.25,16068.25,16844.5,20151.0,13177.5,"Phka2 Phosphorylase b kinase regulatory subunit alpha, liver isoform"
2442,Q8C863,Itch,1399.75,3633.25,617.5,2898.0,1596.75,5642.0,558.5,2813.0,3160.5,2875.0,2905.0,4429.0,3816.0,3288.0,Itch E3 ubiquitin-protein ligase Itchy
2443,P06801,Me1,3233.0,7558.0,3185.0,4632.75,1994.75,5719.5,2305.0,4286.5,75616.0,55220.5,34446.0,42532.0,44938.0,50301.5,Me1 NADP-dependent malic enzyme
2444,Q8BNV1,Trmt2a,,,,,,,,,1425.5,1296.5,505.0,1441.0,2232.0,1143.5,Trmt2a tRNA (uracil-5-)-methyltransferase homolog A
2445,Q5U4E2,Repin1,,,,,,,,,9327.5,8096.5,7037.0,7157.0,9489.0,7115.5,Repin1 Replication initiator 1
2446,Q6PD26,Pigs,1828.0,15497.0,1145.0,7058.0,1258.0,8625.0,1038.5,9007.0,59713.25,44316.0,34614.25,32424.5,18085.5,15732.25,Pigs GPI transamidase component PIG-S
2447,Q8BKH7,Mapkap1,,,,,,,,,19631.5,23437.0,18424.5,23439.0,33680.0,23849.5,Mapkap1 Target of rapamycin complex 2 subunit MAPKAP1
2448,Q3UHG7,Lchn,,,,,,,,,11718.0,11833.0,9392.5,12718.0,14405.0,12385.0,Lchn Protein LCHN
2449,P70375,F7,,,,,,,,,57677.0,51480.5,49061.0,32991.0,33685.0,19508.0,F7 Coagulation factor VII
2450,Q80YW0,Cyth4,2120.75,3666.5,1891.5,3038.0,4140.5,11805.0,460.0,1983.5,20794.0,18381.5,14087.0,52500.0,28776.0,24322.0,Cyth4 Cytohesin-4
2451,Q9D8Z1,Ascc1,4429.0,7689.0,,,4551.5,9376.75,2463.75,4739.5,26047.0,23158.0,19251.0,26407.0,27461.0,23086.5,Ascc1 Activating signal cointegrator 1 complex subunit 1
2452,Q61526,Erbb3,,,,,,,,,41754.0,41793.5,30911.0,29919.0,36567.0,21335.0,Erbb3 Receptor tyrosine-protein kinase erbB-3
2453,O35382,Exoc4,4649.75,12482.75,2941.25,9555.75,2225.25,7960.0,2778.25,7344.25,13716.0,15467.5,12996.5,18077.0,18282.0,14674.0,Exoc4 Exocyst complex component 4
2454,Q9QYC0,Add1,4920.5,9812.0,3671.5,11783.5,5198.75,11231.5,3708.5,8589.75,7194.0,6869.5,4721.0,10390.0,9017.0,7426.0,Add1 Alpha-adducin
2455,Q8CHY3,Dym,2402.5,6416.0,1338.5,3743.5,2507.0,6413.0,1655.0,4837.0,14321.75,16792.25,15573.75,16788.5,20041.0,16976.75,Dym Dymeclin
2456,Q8BH24,Tm9sf4,1852.5,19738.75,1319.25,12430.0,941.5,18597.25,1143.5,13636.0,35472.5,27740.5,20984.5,23447.0,19184.0,15235.0,Tm9sf4 Transmembrane 9 superfamily member 4
2457,Q91YM4,Tbrg4,3135.25,6312.75,1599.25,4363.5,1533.5,2715.75,1200.25,2103.25,20659.0,21433.5,20708.0,21349.0,27806.0,17366.0,Tbrg4 Protein TBRG4
2458,Q91WU4,Tmco4,,,,,,,,,7484.75,5996.75,5183.75,8568.0,8776.5,6647.5,Tmco4 Transmembrane and coiled-coil domain-containing protein 4
2459,Q99J45,Nrbp1,4585.5,14775.0,,,3070.5,12683.0,,,14646.25,13875.5,12280.0,13571.5,17595.0,11127.5,Nrbp1 Nuclear receptor-binding protein
2460,Q64505,Cyp7a1,,,,,,,,,8306.0,16233.5,20361.0,31923.0,11862.0,14473.5,Cyp7a1 Cholesterol 7-alpha-monooxygenase
2461,Q8BJY1,Psmd5,3844.0,12009.0,3195.75,6621.25,1899.75,7803.0,2376.0,6102.25,51312.0,46746.5,38326.5,53581.0,61308.0,51199.0,Psmd5 26S proteasome non-ATPase regulatory subunit 5
2462,Q3U7K7,Trim21,,,,,,,,,3775.5,2424.0,4100.5,3973.0,3818.0,3128.0,Trim21 E3 ubiquitin-protein ligase TRIM21
2463,Q8BVW3,Trim14,2910.5,6050.5,,,2539.25,8490.25,2758.5,6716.5,62686.5,50441.5,37185.5,68135.0,79888.0,61088.0,Trim14 Tripartite motif-containing protein 14
2464,O08586,Pten,4337.5,5671.0,4832.25,4797.5,3647.5,8099.0,5525.75,9538.75,7051.0,7016.0,5481.75,6556.0,8804.5,6569.75,"Pten Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"
2465,Q60634,Flot2,2252.5,10459.0,1481.75,15814.5,1520.75,20436.75,1647.0,17495.5,10839.5,13041.5,10155.5,14220.0,15133.0,12639.5,Flot2 Flotillin-2
2466,O88544,Cops4,1872.0,6006.5,1085.0,4839.5,1697.5,6274.0,1362.25,5080.5,12245.5,11397.0,9070.0,11142.0,12223.0,10638.0,Cops4 COP9 signalosome complex subunit 4
2467,Q8C025,Chpt1,7734.0,21836.0,3417.75,20749.25,5968.0,14391.75,5356.75,18871.25,30615.25,30609.75,23542.5,29207.5,35914.0,27100.25,Chpt1 Cholinephosphotransferase 1
2468,Q8CFA2,Amt,,,,,,,,,14509.0,13512.5,9581.5,10434.0,12900.0,8005.0,"Amt Aminomethyltransferase, mitochondrial"
2469,Q8R2Y0,Abhd6,7077.75,16729.0,5550.0,11022.0,7998.75,20004.0,,,38217.0,43707.0,33296.0,34126.0,45371.0,33793.5,Abhd6 Monoacylglycerol lipase ABHD6
2470,Q9QWG7,Sult1b1,,,,,,,,,12751.25,9263.25,8840.25,4877.5,11418.0,5205.75,Sult1b1 Sulfotransferase family cytosolic 1B member 1
2471,Q3UL36,Arglu1,6479.75,9283.0,3195.25,15430.5,8132.25,15175.25,6565.75,21951.25,16360.0,9108.25,4831.75,23384.5,27444.0,11207.75,Arglu1 Arginine and glutamate-rich protein 1
2472,Q80XM9,Pqlc1,,,,,,,,,7100.5,8195.5,5065.5,6344.0,9084.0,7134.0,Pqlc1 PQ-loop repeat-containing protein 1
2473,Q99NH2,Pard3,,,1028.0,7035.0,,,3129.5,9292.0,17005.5,14571.75,12095.25,14688.0,21294.0,12327.75,Pard3 Partitioning defective 3 homolog
2474,Q3UPF5,Zc3hav1,3359.0,8890.0,1045.25,2211.0,2376.25,5442.75,664.75,4031.5,25654.5,20186.0,12746.5,23491.0,28532.0,15277.5,Zc3hav1 Zinc finger CCCH-type antiviral protein 1
2475,Q01237,Hmgcr,,,,,,,,,14353.5,16343.5,8571.0,62360.0,18495.0,11798.25,Hmgcr 3-hydroxy-3-methylglutaryl-coenzyme A reductase
2476,Q80YV4,Pank4,,,,,,,,,50674.0,45146.0,32744.5,43656.5,55083.0,33938.25,Pank4 Pantothenate kinase 4
