,uniprot,protein,iWAT_HF_cre-,iWAT_HF_cre+,iWAT_chow_cre-,iWAT_chow_cre+,eWAT_HF_cre-,eWAT_HF_cre+,eWAT_chow_cre-,eWAT_chow_cre+,ctrl_turbo(-),LPS_turbo(-),fast_turbo(-),ctrl_turbo(+),LPS_turbo(+),fast_turbo(+),description
3650,Q8K4I3,Arhgef6,4149.25,13153.5,2007.0,5715.5,2416.75,9509.0,947.5,2367.5,,,,,,,Arhgef6 Rho guanine nucleotide exchange factor 6
3651,O35405,Pld3,,,,,1943.75,5165.5,961.25,2393.0,,,,,,,Pld3 Phospholipase D3
3652,Q99K23,Ufsp2,4389.5,11861.0,4903.5,7962.0,1639.5,5632.0,1206.0,3001.0,,,,,,,Ufsp2 Ufm1-specific protease 2
3653,Q8R2R9,Ap3m2,6290.0,11769.25,2053.5,2958.0,4848.75,9634.25,1477.0,3817.5,,,,,,,Ap3m2 AP-3 complex subunit mu-2
3654,D3Z660,Serpina16,,,,,4105.5,1823.0,1232.0,2304.0,,,,,,,Serpina16 Protein Serpina16
3655,P28656,Nap1l1,2590.0,9506.0,,,632.0,9191.5,847.5,3971.0,,,,,,,Nap1l1 Nucleosome assembly protein 1-like 1
3656,Q99J36,Thumpd1,,,,,1698.0,4311.0,2889.5,8195.0,,,,,,,Thumpd1 THUMP domain-containing protein 1
3657,Q8BVI5,Stx16,1479.5,3859.0,,,370.5,2147.5,0.0,1351.0,,,,,,,Stx16 Syntaxin-16
3658,Q9JL62,Gltp,1897.5,5944.5,964.0,2278.0,1923.0,10469.5,862.5,5138.0,,,,,,,Gltp Glycolipid transfer protein
3659,Q9Z0Y1,Dctn3,3422.5,11401.0,2569.5,8255.0,1009.0,16816.5,1642.5,6960.0,,,,,,,Dctn3 Dynactin subunit 3
3660,A2ASQ1,Agrn,869.5,3556.0,0.0,4376.75,436.0,3958.5,1334.75,6109.25,,,,,,,Agrn Agrin
3661,Q9WTZ2,Mbtps1,1666.25,18527.75,2149.25,16080.75,1372.0,8514.25,1433.5,10162.25,,,,,,,Mbtps1 Membrane-bound transcription factor site-1 protease
3662,E9PV14,Epb41l1,5076.25,13272.5,3614.0,8111.25,3251.5,8765.0,2876.0,6242.25,,,,,,,Epb41l1 Band 4.1-like protein 1
3663,Q5KU39,Vps41,2267.25,6145.0,,,2926.5,9610.0,2213.5,4976.0,,,,,,,Vps41 Vacuolar protein sorting-associated protein 41 homolog
3664,Q9Z1P7,Kank3,1616.5,4321.5,0.0,6274.5,828.0,3069.5,778.5,4365.5,,,,,,,Kank3 KN motif and ankyrin repeat domain-containing protein 3
3665,Q9D2N9,Vps33a,1719.25,3231.0,,,2504.25,7249.75,3830.5,9086.0,,,,,,,Vps33a Vacuolar protein sorting-associated protein 33A
3666,Q64429,Cyp1b1,2896.0,6016.0,2435.0,3199.0,6982.0,15569.5,3290.0,6341.0,,,,,,,Cyp1b1 Cytochrome P450 1B1
3667,Q9DC11,Plxdc2,4875.75,14536.25,3645.25,22768.0,2114.0,7126.5,1155.25,8594.0,,,,,,,Plxdc2 Plexin domain-containing protein 2
3668,Q61271,Acvr1b,,,,,812.5,2200.0,862.5,3484.0,,,,,,,Acvr1b Activin receptor type-1B
3669,Q8CBW3,Abi1,1803.0,7880.5,1769.5,6939.0,1463.0,8570.5,2402.0,7808.5,,,,,,,Abi1 Abl interactor 1
3670,Q920V1,B3galnt1,2320.5,19294.5,,,1809.5,12826.0,1414.0,11771.0,,,,,,,"B3galnt1 UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1"
3671,Q8CBR6,Tsku,,,,,426.0,3698.0,1145.0,3226.0,,,,,,,Tsku Tsukushin
3672,Q8BX17,Gemin5,2545.0,6729.0,580.0,4407.0,1145.75,7290.25,1543.0,5741.0,,,,,,,Gemin5 Gem-associated protein 5
3673,O54988,Slk,4002.5,6183.75,1718.5,5329.5,4399.0,9271.0,4409.0,9449.0,,,,,,,Slk STE20-like serine/threonine-protein kinase
3674,Q921K8,Tcaf2,575.5,0.0,2008.25,6348.0,357.0,3032.5,2117.0,6196.0,,,,,,,Tcaf2 TRPM8 channel-associated factor 2
3675,P55284,Cdh5,3829.25,7391.25,544.5,7236.0,3133.75,6254.0,2038.5,3284.5,,,,,,,Cdh5 Cadherin-5
3676,Q9JLM8,Dclk1,2172.0,3509.0,798.0,3354.0,2666.25,8660.75,566.5,1504.0,,,,,,,Dclk1 Serine/threonine-protein kinase DCLK1
3677,Q9Z2I0,Letm1,5696.0,9336.0,4623.0,12803.5,2467.25,7575.0,3790.5,8990.5,,,,,,,"Letm1 LETM1 and EF-hand domain-containing protein 1, mitochondrial"
3678,Q64213,Sf1,2282.75,5540.25,1507.0,7909.0,1277.75,3639.5,1538.5,5983.75,,,,,,,Sf1 Splicing factor 1
3679,P46061,Rangap1,1797.0,3998.5,1641.25,5881.75,900.0,4374.0,1157.75,6602.5,,,,,,,Rangap1 Ran GTPase-activating protein 1
3680,Q60864,Stip1,2980.5,11559.25,1683.75,5368.75,1556.5,12342.0,1690.75,6302.0,,,,,,,Stip1 Stress-induced-phosphoprotein 1
3681,P32037,Slc2a3,905.5,1680.0,,,2526.5,1584.75,2984.0,2433.0,,,,,,,"Slc2a3 Solute carrier family 2, facilitated glucose transporter member 3"
3682,E9Q9B3,Spryd3,1374.5,8383.0,2358.25,9661.5,1323.75,7624.75,2573.0,20412.75,,,,,,,Spryd3 Protein Spryd3
3683,Q8VEB4,Pla2g15,1046.0,17904.0,986.5,24533.0,454.5,8201.0,1558.5,12802.0,,,,,,,Pla2g15 Group XV phospholipase A2
3684,Q9CYI0,Protein,4104.0,10001.0,,,3402.5,6850.0,4987.0,8076.0,,,,,,,Protein Njmu-R1
3685,Q9JMG2,C1galt1c1,2828.5,25236.0,915.5,9531.0,2710.0,22328.5,1445.5,16361.5,,,,,,,C1galt1c1 C1GALT1-specific chaperone 1
3686,Q91Z49,Fyttd1,1605.0,2255.0,,,3185.0,6208.0,4654.5,9022.0,,,,,,,Fyttd1 UAP56-interacting factor
3687,P22366,Myd88,12165.0,27194.0,,,8961.0,25672.5,6249.5,16381.0,,,,,,,Myd88 Myeloid differentiation primary response protein MyD88
3688,Q8BGZ2,Fam168a,,,,,303.5,1956.0,0.0,1458.0,,,,,,,Fam168a Protein FAM168A
3689,P62746,Rhob,6817.75,12578.25,7245.0,12939.5,4167.5,8561.5,3964.25,13869.25,,,,,,,Rhob Rho-related GTP-binding protein RhoB
3690,E9Q317,Sap18b,,,,,3201.0,7747.0,5582.0,14171.0,,,,,,,Sap18b Histone deacetylase complex subunit SAP18
3691,Q6NWV3,Ift122,1516.0,3004.0,363.0,783.0,1535.75,5413.25,1483.5,4841.5,,,,,,,Ift122 Intraflagellar transport protein 122 homolog
3692,Q8CI71,Vps50,3743.0,9225.5,907.0,4716.0,3503.0,13334.5,1729.5,4000.0,,,,,,,Vps50 Syndetin
3693,Q9WTX6,Cul1,2317.5,10368.0,1792.25,7984.5,2113.0,5669.5,1443.25,5345.75,,,,,,,Cul1 Cullin-1
3694,Q80YD1,Supv3l1,2814.5,8064.0,1733.5,9357.0,2413.5,3918.0,2612.75,5729.25,,,,,,,"Supv3l1 ATP-dependent RNA helicase SUPV3L1, mitochondrial"
3695,Q80VP1,Epn1,,,,,787.0,2889.0,728.0,4408.0,,,,,,,Epn1 Epsin-1
3696,Q8VCX5,Micu1,1938.5,2884.0,868.5,3043.0,530.0,2361.0,428.0,1734.0,,,,,,,"Micu1 Calcium uptake protein 1, mitochondrial"
3697,P49442,Inpp1,6892.0,12098.5,3756.0,7753.0,3477.0,5610.0,2464.0,5507.0,,,,,,,Inpp1 Inositol polyphosphate 1-phosphatase
3698,Q3UFY7,Nt5c3b,1858.5,4303.0,1318.5,2954.5,1918.5,5329.5,2072.0,3332.5,,,,,,,Nt5c3b 7-methylguanosine phosphate-specific 5'-nucleotidase
3699,Q69ZN6,Gnptab,1892.5,16209.75,1450.5,12725.75,1340.0,10274.25,1358.25,10592.5,,,,,,,Gnptab N-acetylglucosamine-1-phosphotransferase subunits alpha/beta
3700,Q8K1X4,Nckap1l,6989.0,12422.0,2224.5,3987.0,10245.5,34521.25,1356.0,3117.5,,,,,,,Nckap1l NCK associated protein 1 like
3701,Q9ESL4,Zak,3874.5,10978.25,4390.0,7477.0,1830.0,6359.5,2523.5,5645.0,,,,,,,Zak Mitogen-activated protein kinase kinase kinase MLT
3702,O08739,Ampd3,1328.5,3656.25,1504.5,2400.5,1525.0,6940.0,2100.5,7879.5,,,,,,,Ampd3 AMP deaminase 3
3703,O35598,Adam10,2406.75,19230.25,1539.75,11504.0,2366.25,16617.75,1250.0,13220.5,,,,,,,Adam10 Disintegrin and metalloproteinase domain-containing protein 10
3704,Q9CR25,Dph2,,,,,904.0,2535.0,298.5,985.0,,,,,,,Dph2 Diphthamide biosynthesis protein 2
3705,Q8R2Z5,Vwa1,,,532.75,4278.5,1794.5,10374.0,3862.75,16807.0,,,,,,,Vwa1 von Willebrand factor A domain-containing protein 1
3706,Q62465,Vat1,11171.0,16816.5,8516.0,12360.5,5526.5,9692.75,2087.5,5795.0,,,,,,,Vat1 Synaptic vesicle membrane protein VAT-1 homolog
3707,Q69ZP3,Pnkd,624.5,1338.0,0.0,0.0,3522.5,10156.0,1995.5,3788.0,,,,,,,Pnkd Probable hydrolase PNKD
3708,Q8VC70,Rbms2,5490.75,22481.5,6000.5,19341.0,2993.5,10344.25,3704.5,16650.0,,,,,,,"Rbms2 RNA-binding motif, single-stranded-interacting protein 2"
3709,Q9JHL1,Slc9a3r2,1699.0,3200.25,1964.75,7962.0,2283.5,4397.5,2239.25,6633.5,,,,,,,Slc9a3r2 Na(+)/H(+) exchange regulatory cofactor NHE-RF2
3710,Q1ERP8,Cd300lg,2678.0,3964.0,1895.5,3264.0,0.0,2654.0,1317.0,5035.5,,,,,,,Cd300lg CMRF35-like molecule 9
3711,Q9CQC8,Spg21,1268.0,3479.5,1570.75,2969.5,669.0,3271.0,882.5,2802.0,,,,,,,Spg21 Maspardin
3712,Q9WUD1,Stub1,1948.0,4915.5,2065.5,6404.0,1780.0,7270.5,1487.0,11283.0,,,,,,,Stub1 STIP1 homology and U box-containing protein 1
3713,P70406,Ucp2,2401.5,3519.0,,,2861.5,4530.0,0.0,795.0,,,,,,,Ucp2 Mitochondrial uncoupling protein 2
3714,Q6QD59,Bnip1,2904.25,8699.5,2396.0,9096.0,1232.5,7719.5,2004.25,7070.0,,,,,,,Bnip1 Vesicle transport protein SEC20
3715,Q9JIW9,Ralb,11346.5,20308.0,6179.0,9301.5,2018.0,4602.5,2756.25,9607.0,,,,,,,Ralb Ras-related protein Ral-B
3716,Q80U93,Nup214,1962.25,7163.5,1579.0,6529.5,1480.25,6424.75,1367.0,6512.75,,,,,,,Nup214 Nuclear pore complex protein Nup214
3717,E9PYG6,Rasa1,2244.5,4756.5,0.0,1717.0,2928.25,7962.5,784.0,2021.0,,,,,,,Rasa1 Protein Rasa1
3718,A2A8Z1,Osbpl9,2485.0,6626.5,1280.5,7205.0,2214.75,10568.5,1988.5,11197.5,,,,,,,Osbpl9 Oxysterol-binding protein-related protein 9
3719,P35991,Btk,2292.25,7302.5,,,2911.0,8538.25,670.0,3389.0,,,,,,,Btk Tyrosine-protein kinase BTK
3720,Q8R4C2,Rufy2,884.0,4189.0,,,1338.0,4952.75,1455.0,4663.0,,,,,,,Rufy2 RUN and FYVE domain-containing protein 2
3721,Q8BH66,Atl1,4743.25,8589.0,,,2206.75,5115.75,2478.5,4199.0,,,,,,,Atl1 Atlastin-1
3722,Q8BQ46,Taf15,,,,,1396.0,3923.0,1706.0,5256.0,,,,,,,"Taf15 TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
3723,Q8C398,Pigw,1675.0,20941.0,1185.5,11399.5,846.0,19570.75,763.0,28011.0,,,,,,,Pigw Phosphatidylinositol-glycan biosynthesis class W protein
3724,P46660,Ina,4188.5,6589.0,,,3603.0,10026.0,2654.5,6992.0,,,,,,,Ina Alpha-internexin
3725,Q99LI9,Clp1,,,,,723.0,2728.0,971.0,3489.0,,,,,,,Clp1 Polyribonucleotide 5'-hydroxyl-kinase Clp1
3726,Q8BGT0,Ostm1,2322.5,6269.0,2524.0,4087.0,1543.5,7085.0,1914.0,5928.0,,,,,,,Ostm1 Osteopetrosis-associated transmembrane protein 1
3727,Q4FK66,Prpf38a,1016.0,1792.0,1432.0,2210.0,1803.5,3404.0,1274.5,3594.0,,,,,,,Prpf38a Pre-mRNA-splicing factor 38A
3728,O78196,H2-Eb1,8643.75,13967.0,2646.75,4627.25,4409.5,10288.25,897.5,1420.75,,,,,,,"H2-Eb1 H-2 class II histocompatibility antigen, I-A beta chain"
3729,Q08AT1,Rasl12,3971.5,5854.0,1545.5,0.0,2993.5,3776.5,627.0,2071.0,,,,,,,Rasl12 Ras-like protein family member 12
3730,P97372,Psme2,6902.5,19617.0,7907.0,19362.5,3199.5,10406.0,3769.0,14371.0,,,,,,,Psme2 Proteasome activator complex subunit 2
3731,F8VQ75,Kif13a,3821.0,6360.5,2922.75,4802.5,1995.75,4567.0,2917.5,7560.25,,,,,,,Kif13a Kinesin-like protein KIF13A
3732,B1AYL1,Scn7a,2212.5,11185.5,1360.5,14427.75,1226.5,5214.5,762.5,7063.5,,,,,,,Scn7a Sodium channel protein
3733,Q6P549,Inppl1,6080.5,11364.5,5009.5,12753.5,4973.0,13128.5,3049.5,7075.5,,,,,,,"Inppl1 Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"
3734,G5E8J3,Wdr11,1925.0,6776.5,1710.5,6709.0,1296.5,5669.75,685.0,6885.5,,,,,,,"Wdr11 Bromodomain and WD repeat domain containing 2, isoform CRA_a"
3735,P37889,Fbln2,4378.5,9706.5,2257.25,6725.0,2398.5,9413.0,1134.25,3363.5,,,,,,,Fbln2 Fibulin-2
3736,Q01149,Col1a2,1455.0,3083.25,1865.75,4488.0,611.0,5628.75,867.75,7960.75,,,,,,,Col1a2 Collagen alpha-2(I) chain
3737,Q99P72,Rtn4,3476.75,11924.5,1687.0,4997.5,2592.5,11007.75,1220.5,3887.0,,,,,,,Rtn4 Reticulon-4
3738,Q8C3F2,Fam120c,2682.75,6074.25,2157.5,5557.0,2014.25,5013.25,2662.5,7349.75,,,,,,,Fam120c Constitutive coactivator of PPAR-gamma-like protein 2
3739,P70261,Pald1,1717.5,6683.5,1941.0,6668.5,2000.5,7673.75,2478.75,8092.0,,,,,,,Pald1 Paladin
3740,H3BKQ3,Evi5l,3560.25,7871.5,2863.0,6801.5,2021.5,5520.5,2590.0,5513.5,,,,,,,Evi5l Protein Evi5l
3741,O70496,Clcn7,1741.25,5762.5,1496.25,4064.0,2942.5,11247.0,1757.5,5228.0,,,,,,,Clcn7 H(+)/Cl(-) exchange transporter 7
3742,Q91XZ8,Pcdhb22,,,809.5,10016.0,459.0,2053.0,475.0,8677.5,,,,,,,Pcdhb22 Protein Pcdhb22
3743,Q6X6Z7,Tekt3,,,,,847.0,684.0,899.0,2511.0,,,,,,,Tekt3 Tektin-3
3744,P17809,Slc2a1,3994.75,7087.0,4097.75,8890.25,3905.0,6723.25,2205.25,4536.5,,,,,,,"Slc2a1 Solute carrier family 2, facilitated glucose transporter member 1"
3745,Q80Z24,Negr1,1692.75,14632.0,908.0,17647.0,1227.5,10037.25,2087.0,27675.25,,,,,,,Negr1 Neuronal growth regulator 1
3746,Q99JW4,Lims1,27221.0,52243.0,13627.0,21087.0,16225.0,48684.0,14992.5,27452.5,,,,,,,Lims1 LIM and senescent cell antigen-like-containing domain protein 1
3747,Q5XJF6,Rpl10a,20054.25,21864.0,,,7004.5,9672.25,2320.5,8459.0,,,,,,,Rpl10a Ribosomal protein
3748,P55937,Golga3,1647.5,8570.0,802.0,6315.0,1440.0,7198.0,1304.25,5606.25,,,,,,,Golga3 Golgin subfamily A member 3
3749,Q62130,Ptpn14,2820.5,6048.0,2206.5,7029.0,2494.5,5357.5,2824.0,7359.0,,,,,,,Ptpn14 Tyrosine-protein phosphatase non-receptor type 14
3750,Q8CDG3,Vcpip1,3073.75,11736.0,,,1946.75,10355.0,1153.5,4589.0,,,,,,,Vcpip1 Deubiquitinating protein VCIP135
3751,Q05895,Thbs3,6140.25,11054.25,5380.25,8323.75,2766.0,7965.0,2985.25,6060.75,,,,,,,Thbs3 Thrombospondin-3
3752,Q61024,Asns,2633.25,7519.75,2962.75,6647.5,1082.5,4281.25,2098.25,5157.75,,,,,,,Asns Asparagine synthetase
3753,Q505F5,Lrrc47,2985.0,4904.0,4440.5,11943.5,902.25,3374.25,3333.5,8219.25,,,,,,,Lrrc47 Leucine-rich repeat-containing protein 47
3754,Q812F8,Mgat4b,1371.75,12419.5,420.25,12680.0,1134.0,7226.25,772.0,7557.75,,,,,,,"Mgat4b Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B"
3755,Q9D554,Sf3a3,,,594.0,3535.0,841.5,2404.0,1123.5,4017.5,,,,,,,Sf3a3 Splicing factor 3A subunit 3
3756,Q9CXY1,Tmem175,2260.0,8020.0,,,1421.0,4497.5,0.0,2921.0,,,,,,,Tmem175 Endosomal/lysomomal potassium channel TMEM175
3757,Q7TPC1,Cdsn,4539.25,12194.0,5280.5,7870.0,814.75,5410.25,2760.75,6831.0,,,,,,,Cdsn Corneodesmosin
3758,Q9D2Y6,Fbxo25,,,,,1245.0,15704.0,2651.5,19418.0,,,,,,,Fbxo25 F-box only protein 25
3759,Q8C0L0,Tmx4,,,3468.0,30860.0,1162.0,8790.0,3436.5,24594.5,,,,,,,Tmx4 Thioredoxin-related transmembrane protein 4
3760,Q9ERN0,Scamp2,3290.0,5378.75,2542.5,9396.75,3648.5,11724.75,3213.0,13499.25,,,,,,,Scamp2 Secretory carrier-associated membrane protein 2
3761,Q8K2A1,Gulp1,,,8140.0,13371.0,4792.5,14434.0,7751.0,18251.0,,,,,,,Gulp1 PTB domain-containing engulfment adapter protein 1
3762,P84309,Adcy5,3097.0,8976.25,0.0,2946.0,3747.0,19649.5,3759.5,21143.0,,,,,,,Adcy5 Adenylate cyclase type 5
3763,Q6NXJ0,Wwc2,,,612.0,3877.0,594.5,4948.0,1192.5,5522.0,,,,,,,Wwc2 Protein WWC2
3764,Q8CB44,Gramd4,,,,,840.0,9280.0,0.0,5007.0,,,,,,,Gramd4 GRAM domain-containing protein 4
3765,Q3UHH8,Gxylt1,2460.75,28379.0,1756.5,25656.0,1702.75,19321.0,2118.0,22407.0,,,,,,,Gxylt1 Glucoside xylosyltransferase 1
3766,Q9D1B9,Mrpl28,3670.5,6762.0,1506.0,4495.5,1430.5,4561.0,1288.0,3193.5,,,,,,,"Mrpl28 39S ribosomal protein L28, mitochondrial"
3767,Q6PDY2,Ado,2771.0,6445.5,4116.75,8494.0,1003.5,6761.0,2447.25,6898.0,,,,,,,Ado 2-aminoethanethiol dioxygenase
3768,Q8C761,Wdr60,931.5,1641.5,,,978.25,2317.75,742.0,2839.0,,,,,,,Wdr60 WD repeat-containing protein 60
3769,Q60760,Grb10,,,309.0,0.0,817.0,1694.0,601.5,1159.5,,,,,,,Grb10 Growth factor receptor-bound protein 10
3770,Q6A028,Swap70,2013.0,9274.0,800.0,4409.0,1325.25,5624.0,835.5,5795.0,,,,,,,Swap70 Switch-associated protein 70
3771,Q62312,Tgfbr2,,,,,1327.5,4740.0,1392.5,4865.0,,,,,,,Tgfbr2 TGF-beta receptor type-2
3772,Q62523,Zyx,2605.25,8666.5,1939.5,4394.0,447.5,3161.0,847.5,3153.0,,,,,,,Zyx Zyxin
3773,Q8BSK8,Rps6kb1,3791.0,12489.5,2857.5,7846.0,2219.0,6563.0,2432.5,4193.0,,,,,,,Rps6kb1 Ribosomal protein S6 kinase beta-1
3774,Q9JI44,Dmap1,,,,,710.0,2115.0,336.0,2562.0,,,,,,,Dmap1 DNA methyltransferase 1-associated protein 1
3775,Q8BS35,Agmo,2479.0,3898.5,0.0,1968.0,1896.5,2702.0,1630.5,3055.0,,,,,,,Agmo Alkylglycerol monooxygenase
3776,P32067,Ssb,4714.5,6545.0,1028.0,3237.0,2034.0,2440.5,772.0,2858.5,,,,,,,Ssb Lupus La protein homolog
3777,F7BWT7,Tspan15,4626.5,13816.0,3853.0,7474.0,1322.5,11244.0,1401.5,5620.0,,,,,,,Tspan15 Tetraspanin-15
3778,Q8BK75,Elp6,4878.0,6160.0,,,1711.0,5858.0,1337.5,4385.0,,,,,,,Elp6 Elongator complex protein 6
3779,O09117,Sypl1,2941.75,4930.75,1723.25,11774.25,0.0,2414.25,1666.0,11101.0,,,,,,,Sypl1 Synaptophysin-like protein 1
3780,Q8K2U2,Alkbh6,4327.5,6397.0,4490.5,4472.0,1974.0,6639.0,3049.0,5632.0,,,,,,,Alkbh6 Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6
3781,O35099,Map3k5,1991.25,5207.5,1671.25,3798.25,1396.5,6058.5,1439.75,3883.5,,,,,,,Map3k5 Mitogen-activated protein kinase kinase kinase 5
3782,P58069,Rasa2,3748.5,8105.0,3309.5,3740.0,2608.25,5018.0,2972.5,5444.0,,,,,,,Rasa2 Ras GTPase-activating protein 2
3783,Q3ZK22,Vezt,787.5,5430.5,,,1131.0,6113.0,250.5,2318.0,,,,,,,Vezt Vezatin
3784,Q8BYH7,Tbc1d17,,,2474.5,6886.0,2453.5,8527.0,2735.0,7572.5,,,,,,,Tbc1d17 TBC1 domain family member 17
3785,Q8BMQ8,Mon1b,,,,,341.0,1461.0,0.0,839.0,,,,,,,Mon1b Vacuolar fusion protein MON1 homolog B
3786,Q99KR8,Fuca2,2392.5,28899.0,2363.0,15521.5,902.75,10161.5,267.0,9624.0,,,,,,,Fuca2 Plasma alpha-L-fucosidase
3787,Q9JKC7,Ap4m1,9075.0,17183.0,6754.5,10973.0,3534.0,8633.0,2919.5,8879.0,,,,,,,Ap4m1 AP-4 complex subunit mu-1
3788,Q8C4X2,Csnk1g3,,,,,1920.0,5012.0,3333.5,7026.0,,,,,,,Csnk1g3 Casein kinase I isoform gamma-3
3789,Q91XU3,Pip4k2c,,,,,1983.5,5083.0,1909.5,4914.0,,,,,,,Pip4k2c Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma
3790,Q9D1E8,Agpat5,1727.5,4336.0,1413.5,1773.0,2143.75,4256.25,1184.75,2995.0,,,,,,,Agpat5 1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon
3791,Q93092,Taldo1,8402.5,13619.5,13580.5,20446.25,2410.0,8960.5,3412.0,18024.5,,,,,,,Taldo1 Transaldolase
3792,Q64674,Srm,3170.0,5687.5,3888.0,5576.0,2912.5,5215.0,3412.5,7783.0,,,,,,,Srm Spermidine synthase
3793,Q9D883,U2af1,14012.0,20874.5,14891.75,45419.75,12396.25,24572.0,16303.25,37494.75,,,,,,,U2af1 Splicing factor U2AF 35 kDa subunit
3794,Q3U0J8,Tbc1d2b,2082.75,4353.5,968.25,3672.75,621.5,3467.25,564.25,1943.75,,,,,,,Tbc1d2b TBC1 domain family member 2B
3795,A2AAY5,Sh3pxd2b,3658.5,10686.75,2838.5,8498.75,3741.25,13011.0,2283.5,7782.25,,,,,,,Sh3pxd2b SH3 and PX domain-containing protein 2B
3796,Q08509,Eps8,6048.5,13548.0,1209.75,4063.5,3245.25,6136.75,1623.0,4209.5,,,,,,,Eps8 Epidermal growth factor receptor kinase substrate 8
3797,Q61333,Tnfaip2,699.5,1479.0,,,1679.0,6158.0,809.0,1500.0,,,,,,,Tnfaip2 Tumor necrosis factor alpha-induced protein 2
3798,Q8K0Q5,Arhgap18,1692.25,3815.25,963.5,2558.25,1660.0,4362.5,1241.5,1972.0,,,,,,,Arhgap18 Rho GTPase-activating protein 18
3799,Q6PDG8,Mon1a,2659.0,4724.0,681.5,2084.0,982.0,2890.0,333.0,1907.0,,,,,,,Mon1a Vacuolar fusion protein MON1 homolog A
3800,P33435,Mmp13,,,,,548.0,12450.0,568.5,5933.0,,,,,,,Mmp13 Collagenase 3
3801,O54941,Smarce1,,,,,585.0,2987.0,2083.0,5886.0,,,,,,,Smarce1 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
3802,Q8R1G6,Pdlim2,,,576.5,1374.0,998.5,1876.0,320.5,1892.0,,,,,,,Pdlim2 PDZ and LIM domain protein 2
3803,E9Q137,Tex264,2804.5,5179.5,2024.75,5293.5,2247.5,6018.5,1691.5,4596.25,,,,,,,Tex264 Protein Tex264
3804,Q6PGL7,Fam21,3212.75,10398.5,2505.5,5300.0,2386.0,10439.75,2435.0,6243.0,,,,,,,Fam21 WASH complex subunit FAM21
3805,P06795,Abcb1b,,,,,951.0,2538.0,740.5,2882.0,,,,,,,Abcb1b Multidrug resistance protein 1B
3806,Q7TT23,Uncharacterized,2243.75,4593.0,1485.25,1578.0,2836.75,6025.0,2738.75,4807.0,,,,,,,Uncharacterized protein C20orf194 homolog
3807,P52633,Stat6,3071.0,10190.5,2598.0,6048.75,3161.0,11539.0,3410.5,7449.75,,,,,,,Stat6 Signal transducer and transcription activator 6
3808,Q99J87,Dhx58,,,,,538.5,1503.0,0.0,1425.0,,,,,,,Dhx58 Probable ATP-dependent RNA helicase DHX58
3809,Q9Z273,Tulp1,9028.0,4156.0,13975.0,10167.0,5975.0,7250.5,12779.75,18910.25,,,,,,,Tulp1 Tubby-related protein 1
3810,Q9JJE7,Fads3,3198.5,6879.5,775.0,973.0,2536.5,3979.25,1078.0,2063.0,,,,,,,Fads3 Fatty acid desaturase 3
3811,Q9CY18,Snx7,831.0,4526.0,1495.0,3395.0,609.5,3831.0,860.5,3011.0,,,,,,,Snx7 Sorting nexin-7
3812,Q3UMW7,Mapkapk3,2603.5,7516.0,,,1218.0,5113.5,1107.0,3036.0,,,,,,,Mapkapk3 MAP kinase-activated protein kinase 3
3813,G3X987,Gimap9,3957.5,6873.0,4217.0,2924.0,1052.0,2017.0,1044.0,3010.0,,,,,,,"Gimap9 GTPase, IMAP family member 9, isoform CRA_a"
3814,Q9CXW3,Cacybp,6303.0,11184.0,9647.5,14707.0,4518.0,11923.0,3826.5,9057.0,,,,,,,Cacybp Calcyclin-binding protein
3815,Q8CGB3,Uaca,2409.25,7289.5,1404.5,8522.75,1451.0,7388.25,1293.5,5806.25,,,,,,,Uaca Uveal autoantigen with coiled-coil domains and ankyrin repeats
3816,O89001,Cpd,1596.5,8953.0,492.0,6142.5,1198.0,10757.0,412.0,5238.0,,,,,,,Cpd Carboxypeptidase D
3817,Q9Z1E4,Gys1,2471.5,6121.75,2242.5,7866.75,1977.0,4201.0,2303.0,6100.0,,,,,,,Gys1 Glycogen
3818,Q8R4H9,Slc30a5,2276.5,14135.0,1866.5,13962.0,2432.75,19407.0,1961.0,13509.0,,,,,,,Slc30a5 Zinc transporter 5
3819,Q61183,Papola,7648.5,18057.0,,,5581.5,12042.5,1712.0,3634.0,,,,,,,Papola Poly(A) polymerase alpha
3820,P13504,Il1r1,915.5,4532.0,,,0.0,3697.5,660.5,4184.0,,,,,,,Il1r1 Interleukin-1 receptor type 1
3821,Q9WVG6,Carm1,1799.0,5106.0,2574.5,6139.5,855.75,4632.0,2191.75,5228.0,,,,,,,Carm1 Histone-arginine methyltransferase CARM1
3822,Q3UV70,Pdp1,4039.75,7822.5,2975.75,6224.5,2334.5,4906.0,2368.0,5675.5,,,,,,,Pdp1
3823,Q8BT60,Cpne3,,,,,2059.5,6321.5,2120.75,7767.0,,,,,,,Cpne3 Copine-3
3824,Q8VE88,Fam114a2,1282.75,5023.0,1592.5,3542.0,1016.25,4436.5,775.75,2566.5,,,,,,,Fam114a2 Protein FAM114A2
