uniprot_id,description,pep_num,annotation,ctrl_turbo(+)_1,ctrl_turbo(+)_2,ctrl_turbo(+)_3,fast_turbo(+)_1,fast_turbo(+)_2,fast_turbo(+)_3,LPS_turbo(+)_1,LPS_turbo(+)_2,LPS_turbo(+)_3,LPS_turbo(+)_4,ctrl_turbo(-)_1,ctrl_turbo(-)_2,fast_turbo(-)_1,fast_turbo(-)_2,LPS_turbo(-)_1,LPS_turbo(-)_2
Q8BH59,Slc25a12 Calcium-binding mitochondrial carrier protein Aralar1,14,FP,1535376.0,1513252.0,2008796.0,1049640.0,1231679.0,1862185.0,2623600.0,1805224.0,3465927.0,3067050.0,1228841.0,1559493.0,2638268.0,1899679.0,1605842.0,1967416.0
Q91YH5,Atl3 Atlastin-3,14,TP,2252278.0,2249040.0,2778249.0,1925995.0,1340661.0,2120058.0,2213009.0,1889172.0,3742319.0,3189107.0,2637488.0,2854704.0,2564774.0,2071252.0,1553191.0,1781410.0
Q9D665,Sdr42e1 Short-chain dehydrogenase/reductase family 42E member 1,10,,566061.0,865049.0,853579.0,1136789.0,759000.0,1855783.0,930591.0,649964.0,1322979.0,1119028.0,975833.0,1027046.0,1955984.0,994150.0,488386.0,582460.0
Q9CXS4,Cenpv Centromere protein V,6,FP,221674.0,190532.0,478418.0,175414.0,184170.0,238681.0,711864.0,540392.0,994486.0,878584.0,171388.0,259452.0,575391.0,721636.0,298596.0,611542.0
P62717,Rpl18a 60S ribosomal protein L18a,6,,702525.0,630223.0,1494850.0,397751.0,660582.0,730512.0,796749.0,572025.0,1412941.0,1093126.0,595287.0,496219.0,1130103.0,792739.0,587528.0,620625.0
Q9CQM8,Rpl21 60S ribosomal protein L21,3,,1000683.0,854240.0,2305444.0,508948.0,1062102.0,1108882.0,1421811.0,1131481.0,2311085.0,1953331.0,759559.0,902125.0,1862487.0,1450912.0,967956.0,1252445.0
Q571F8,"Gls2 Glutaminase liver isoform, mitochondrial",16,FP,3358767.0,1824481.0,2856585.0,1393502.0,1536600.0,2147731.0,1927376.0,1315593.0,2028788.0,1882702.0,1614030.0,2087933.0,2369768.0,1745472.0,1074196.0,1449549.0
Q9ET01,"Pygl Glycogen phosphorylase, liver form",19,,1880977.0,2178597.0,2576745.0,1168660.0,1291732.0,2005335.0,1514116.0,1396272.0,2371563.0,2008599.0,1357458.0,1459013.0,3353566.0,1374069.0,986487.0,1310020.0
P61222,Abce1 ATP-binding cassette sub-family E member 1,18,FP,2118963.0,2171840.0,2270409.0,1460788.0,1457531.0,2560755.0,2519633.0,1667357.0,3221008.0,3049132.0,1456974.0,2399047.0,2599093.0,1799391.0,1704771.0,1648596.0
Q9D0F3,Lman1 Protein ERGIC-53,16,TP,2849741.0,3249148.0,4540603.0,1311126.0,1572357.0,2210406.0,1590286.0,1053626.0,3080082.0,2918888.0,569670.0,836021.0,793826.0,578672.0,420831.0,558528.0
Q9CQR4,Acot13 Acyl-coenzyme A thioesterase 13,4,FP,675502.0,666241.0,874539.0,392128.0,485171.0,697270.0,688395.0,495233.0,904790.0,818210.0,466694.0,602726.0,982824.0,751390.0,374864.0,417946.0
Q9CQ69,Uqcrq Cytochrome b-c1 complex subunit 8,4,FP,458861.0,392156.0,635736.0,370770.0,328329.0,519645.0,360750.0,309526.0,512290.0,395905.0,365690.0,396185.0,652237.0,315179.0,231502.0,347329.0
Q3TNA1,Xylb Xylulose kinase,12,,1745981.0,1782955.0,1795238.0,1165438.0,1008400.0,1609576.0,1494601.0,1231823.0,2083719.0,1838847.0,1692992.0,1927915.0,1807626.0,1387841.0,989104.0,1083678.0
Q3UED7,Gm4951 Interferon-gamma-inducible GTPase Ifgga2 protein,8,,227688.0,229369.0,272335.0,184397.0,105494.0,181462.0,223503.0,171282.0,331870.0,296478.0,186114.0,278952.0,226208.0,210203.0,152243.0,159217.0
Q99JB2,"Stoml2 Stomatin-like protein 2, mitochondrial",7,FP,328842.0,340469.0,487224.0,201016.0,232383.0,337062.0,409643.0,276395.0,487797.0,432203.0,258521.0,415161.0,510668.0,388985.0,256867.0,318449.0
P62918,Rpl8 60S ribosomal protein L8,7,,1622366.0,1342254.0,2511276.0,903609.0,1020446.0,1364882.0,2177742.0,2303628.0,3115221.0,3574535.0,1047496.0,1219399.0,1747807.0,1386565.0,1693343.0,2096069.0
Q8BU31,Rap2c Ras-related protein Rap-2c,2,,40263.0,41735.0,41174.0,31980.0,31965.0,52268.0,47788.0,39425.0,70789.0,75834.0,36433.0,51228.0,50597.0,41658.0,35205.0,35393.0
Q922Q1,Marc2 Mitochondrial amidoxime reducing component 2,11,FP,887582.0,933480.0,976908.0,861498.0,815393.0,1271373.0,523603.0,567038.0,768258.0,797730.0,740098.0,946193.0,1329318.0,941693.0,526052.0,537279.0
Q8C2Q3,Rbm14 RNA-binding protein 14,12,FP,644441.0,591603.0,728875.0,263689.0,413118.0,462649.0,940584.0,832118.0,1745459.0,1494328.0,473389.0,789097.0,700188.0,884779.0,684402.0,687440.0
P08752,Gnai2 Guanine nucleotide-binding protein G(i) subunit alpha-2,7,,639024.0,533765.0,444398.0,343770.0,314601.0,505796.0,945092.0,676228.0,1527410.0,1625416.0,366691.0,664215.0,555076.0,446970.0,523686.0,561513.0
Q9CQQ7,"Atp5f1 ATP synthase F(0) complex subunit B1, mitochondrial",11,FP,2884647.0,3507931.0,4152710.0,2534321.0,2111283.0,3252016.0,2937072.0,2455030.0,3733943.0,3555436.0,2375158.0,3397614.0,3624877.0,2911601.0,1763066.0,2378103.0
Q9D3D9,"Atp5d ATP synthase subunit delta, mitochondrial",3,FP,73462.0,65016.0,75399.0,52117.0,48928.0,80800.0,51930.0,52079.0,73537.0,71793.0,47545.0,60070.0,97216.0,70071.0,47207.0,51891.0
Q9D892,Itpa Inosine triphosphate pyrophosphatase,5,,452755.0,542039.0,645187.0,344681.0,333795.0,465187.0,530941.0,458442.0,861834.0,717195.0,455248.0,570880.0,638342.0,522559.0,343738.0,422442.0
Q9QXT0,Cnpy2 Protein canopy homolog 2,5,TP,476442.0,681489.0,586791.0,219237.0,224139.0,273498.0,126631.0,72521.0,379277.0,325781.0,25592.0,55503.0,62103.0,42041.0,30811.0,35615.0
P50295,Nat2 Arylamine N-acetyltransferase 2,6,,570017.0,903305.0,903841.0,578011.0,428983.0,839248.0,738048.0,551126.0,1058843.0,953341.0,991336.0,1124268.0,906903.0,714989.0,518800.0,504807.0
Q9D8Y1,Tmem126a Transmembrane protein 126A,4,FP,71603.0,64279.0,71978.0,36879.0,47572.0,45682.0,69327.0,57052.0,86809.0,72714.0,51559.0,73463.0,62888.0,60797.0,49911.0,61305.0
Q9D6K5,Synj2bp Synaptojanin-2-binding protein,3,FP,109388.0,110156.0,155196.0,81054.0,80717.0,113216.0,120635.0,90146.0,210343.0,177986.0,82945.0,128421.0,143832.0,93352.0,78670.0,89864.0
Q8VDD5,Myh9 Myosin-9,51,,8538597.0,8364350.0,6022767.0,2585176.0,2288520.0,5407341.0,6596214.0,6465330.0,15247999.0,16177318.0,2870516.0,6377391.0,7019940.0,3408679.0,6105382.0,5259729.0
Q5RKN9,"Capza1 Capping protein (Actin filament) muscle Z-line, alpha 1",7,,386352.0,332106.0,312099.0,203212.0,204747.0,283539.0,707732.0,564027.0,1106255.0,1029685.0,239009.0,443808.0,512034.0,423056.0,440071.0,456728.0
Q8CG50,Rab43 Ras-related protein Rab-43,5,,159076.0,216436.0,278841.0,121675.0,90758.0,163887.0,182665.0,139513.0,325970.0,273902.0,192991.0,257399.0,250466.0,179183.0,137233.0,131937.0
P34927,Asgr1 Asialoglycoprotein receptor 1,7,,363537.0,496512.0,517469.0,203090.0,195411.0,260057.0,150099.0,100790.0,396976.0,319293.0,71398.0,94717.0,110206.0,104094.0,47479.0,64867.0
Q9DCT8,Crip2 Cysteine-rich protein 2,4,,252200.0,217767.0,184263.0,129150.0,156648.0,157348.0,195215.0,161182.0,277723.0,258112.0,113038.0,140922.0,199036.0,163844.0,93572.0,120031.0
Q9DB77,"Uqcrc2 Cytochrome b-c1 complex subunit 2, mitochondrial",14,FP,2142902.0,1629061.0,2492703.0,1654416.0,1184157.0,2314649.0,1707685.0,1626375.0,2431827.0,1687818.0,1628407.0,1719766.0,3360842.0,1613099.0,1178094.0,1565695.0
P09411,Pgk1 Phosphoglycerate kinase 1,7,,781857.0,468553.0,762721.0,349349.0,296891.0,454780.0,517012.0,693219.0,779473.0,806511.0,414521.0,495149.0,832645.0,563764.0,439017.0,688798.0
P55302,Lrpap1 Alpha-2-macroglobulin receptor-associated protein,13,TP,4000040.0,5132369.0,4837675.0,1557391.0,1591874.0,2354723.0,1230867.0,820775.0,4420636.0,3947942.0,140149.0,300906.0,241382.0,197986.0,126947.0,138474.0
Q71KU9,Fgl1 Fibrinogen-like protein 1,7,TP,163505.0,144268.0,212477.0,126615.0,177400.0,193006.0,1188587.0,731752.0,1648444.0,1463398.0,103981.0,190752.0,202750.0,272981.0,610077.0,598971.0
E9Q6D8,C6 Protein C6,25,TP,5296817.0,6342219.0,6962966.0,1522071.0,1581516.0,2264212.0,1977715.0,1543525.0,4641480.0,3222846.0,613564.0,835577.0,422979.0,350452.0,321768.0,339194.0
Q8CGC7,Eprs Bifunctional glutamate/proline--tRNA ligase,40,,2944167.0,2884455.0,3814562.0,1874386.0,1907927.0,3065984.0,3545937.0,2901053.0,4879503.0,4549790.0,2476050.0,3575892.0,4285483.0,2851273.0,2216815.0,3015591.0
P97742,"Cpt1a Carnitine O-palmitoyltransferase 1, liver isoform",21,FP,3237152.0,3689898.0,4387543.0,2848136.0,2576448.0,3875597.0,3300268.0,2763437.0,5239596.0,4736730.0,2215134.0,3234015.0,3906297.0,3123640.0,1942636.0,2365467.0
P34884,Mif Macrophage migration inhibitory factor,1,TP,47110.0,44579.0,49857.0,26463.0,30935.0,48613.0,38587.0,32157.0,38684.0,40937.0,36933.0,51433.0,43662.0,30409.0,21143.0,38966.0
Q8VCC1,Hpgd 15-hydroxyprostaglandin dehydrogenase,8,,1725641.0,2888463.0,3069164.0,1185751.0,1272778.0,1359040.0,1173021.0,811868.0,2100409.0,1716094.0,2094739.0,2744979.0,1855121.0,1757733.0,931525.0,779597.0
P63242,Eif5a Eukaryotic translation initiation factor 5A-1,3,TP,213903.0,180816.0,256705.0,126934.0,108846.0,204996.0,257019.0,195836.0,381780.0,315054.0,157480.0,229356.0,284603.0,151551.0,170229.0,176079.0
P33267,Cyp2f2 Cytochrome P450 2F2,14,TP,1125064.0,994908.0,1326349.0,615954.0,546170.0,946331.0,783659.0,503892.0,858402.0,727058.0,887076.0,1326359.0,1087371.0,870868.0,637862.0,716933.0
P62071,Rras2 Ras-related protein R-Ras2,4,,112804.0,108709.0,135534.0,75950.0,89632.0,128178.0,130128.0,102113.0,172175.0,152843.0,99667.0,130762.0,150966.0,108723.0,84957.0,101927.0
Q9CQX2,Cyb5b Cytochrome b5 type B,3,FP,161229.0,128353.0,204680.0,75433.0,97443.0,104691.0,138939.0,125592.0,190582.0,185094.0,102013.0,169975.0,142715.0,140492.0,81411.0,138293.0
Q8C0C7,Farsa Phenylalanine--tRNA ligase alpha subunit,15,,2599245.0,2710851.0,5114734.0,1838753.0,2095962.0,3273273.0,4234575.0,2897582.0,5620739.0,5016259.0,2340887.0,3348109.0,4687497.0,3508952.0,2557427.0,3569766.0
Q64737,Gart Trifunctional purine biosynthetic protein adenosine-3,21,,1630065.0,1664298.0,1958081.0,946257.0,900400.0,1327699.0,1532063.0,1267303.0,2268833.0,2036665.0,1388481.0,1817739.0,1741321.0,1275710.0,958252.0,1210911.0
Q9DC69,Ndufa9 NADH dehydrogenase,11,FP,806896.0,879370.0,1028235.0,701587.0,493326.0,738339.0,612712.0,560926.0,957598.0,769302.0,748120.0,909285.0,1061102.0,852376.0,449920.0,538869.0
Q91VA6,Poldip2 Polymerase delta-interacting protein 2,8,FP,506709.0,576615.0,753057.0,302210.0,402386.0,533622.0,524046.0,373203.0,768491.0,645160.0,410958.0,599709.0,669134.0,530389.0,332381.0,359697.0
Q8VEM8,"Slc25a3 Phosphate carrier protein, mitochondrial",10,FP,1853521.0,2381073.0,1685216.0,2361801.0,1040020.0,2075643.0,1552770.0,1378281.0,1978826.0,1918310.0,2165877.0,2794523.0,2200819.0,1535022.0,1065348.0,1325806.0
P47911,Rpl6 60S ribosomal protein L6,2,TP,71042.0,66572.0,81647.0,45491.0,47323.0,109397.0,100390.0,79082.0,139761.0,163689.0,57810.0,81374.0,106971.0,50585.0,79455.0,80785.0
P47877,Igfbp2 Insulin-like growth factor-binding protein 2,7,TP,238338.0,482391.0,276323.0,297299.0,175708.0,144260.0,81850.0,105127.0,185695.0,274717.0,17819.0,38315.0,32924.0,30646.0,15700.0,19805.0
Q00623,Apoa1 Apolipoprotein A-I,10,TP,3195970.0,1812537.0,2063362.0,868385.0,819734.0,1431631.0,934804.0,977843.0,3101076.0,2997998.0,109834.0,221634.0,306975.0,172035.0,128332.0,149485.0
P62331,Arf6 ADP-ribosylation factor 6,5,,867094.0,1314777.0,1351018.0,851022.0,1036848.0,1780899.0,1466424.0,983136.0,1958651.0,1690565.0,1038114.0,1448110.0,2034450.0,1269585.0,840215.0,951496.0
Q9EPK6,Sil1 Nucleotide exchange factor SIL1,11,TP,2938037.0,5840821.0,5140178.0,1804153.0,1757551.0,2412157.0,2226529.0,1520892.0,4918941.0,5132028.0,321231.0,631908.0,370342.0,315726.0,248550.0,278375.0
P22599,Serpina1b Alpha-1-antitrypsin 1-2,3,TP,397715.0,535922.0,456708.0,253856.0,248431.0,305549.0,363701.0,308765.0,851830.0,843540.0,27849.0,69588.0,56173.0,41123.0,22507.0,46462.0
O35593,Psmd14 26S proteasome non-ATPase regulatory subunit 14,7,,867813.0,984895.0,1003897.0,585342.0,522123.0,846524.0,958463.0,748188.0,1173291.0,1212959.0,762239.0,1047345.0,937937.0,675519.0,609461.0,728327.0
E9QAZ2,Gm10020 Ribosomal protein L15,7,,1587527.0,1543886.0,3288960.0,494356.0,1250295.0,1194502.0,2222886.0,1836977.0,3732639.0,3467332.0,945651.0,1096371.0,2201909.0,1675267.0,1378290.0,1773221.0
P41216,Acsl1 Long-chain-fatty-acid--CoA ligase 1,19,TP,2185431.0,2399174.0,2145843.0,2200720.0,1197923.0,2643540.0,1831713.0,1853121.0,2216860.0,2067790.0,1835712.0,3230697.0,4353126.0,1936139.0,1104450.0,1798383.0
Q91ZW2,Pofut1 GDP-fucose protein O-fucosyltransferase 1,10,TP,3583506.0,5389108.0,5441666.0,1967101.0,2012468.0,3427550.0,1414366.0,744282.0,4464389.0,3881687.0,175029.0,368070.0,240375.0,204581.0,119169.0,158283.0
Q8CC88,Vwa8 von Willebrand factor A domain-containing protein 8,53,FP,6160594.0,6152940.0,6691393.0,6888531.0,3374049.0,6681349.0,4741921.0,4248561.0,7118748.0,6494492.0,6570931.0,9064611.0,7713906.0,5538269.0,3157538.0,3597239.0
Q64FW2,"Retsat All-trans-retinol 13,14-reductase",14,TP,636240.0,1259481.0,969300.0,4987034.0,1061061.0,3391636.0,935439.0,1153477.0,1593586.0,1572259.0,1133710.0,1758337.0,4706567.0,4195090.0,586794.0,732911.0
Q9CZS1,"Aldh1b1 Aldehyde dehydrogenase X, mitochondrial",15,FP,8522520.0,3182915.0,6574774.0,1953565.0,3363105.0,4702443.0,5196001.0,2850899.0,5593665.0,5206729.0,2716169.0,3352697.0,6258159.0,4078840.0,2986238.0,3971757.0
P80318,Cct3 T-complex protein 1 subunit gamma,15,,954152.0,1204577.0,1625977.0,698212.0,592497.0,832937.0,1070619.0,919287.0,1583929.0,1399660.0,911101.0,1381062.0,1304266.0,1028123.0,604972.0,935435.0
Q9DBF1,Aldh7a1 Alpha-aminoadipic semialdehyde dehydrogenase,12,FP,1080325.0,741994.0,953697.0,602848.0,435345.0,744722.0,625085.0,707133.0,872861.0,849835.0,683888.0,847820.0,1271964.0,779321.0,552620.0,719692.0
Q9DBL1,"Acadsb Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",10,FP,1369772.0,1298830.0,1849863.0,944751.0,922265.0,1617523.0,1126925.0,814578.0,1323659.0,1114460.0,1212162.0,1563239.0,1837183.0,1135604.0,724935.0,794022.0
Q9JHS4,"Clpx ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",19,FP,1799212.0,2182216.0,1917252.0,1488486.0,1196411.0,2090682.0,1592726.0,1132584.0,2394509.0,2083347.0,1830212.0,2540645.0,2061884.0,1529136.0,1047893.0,961371.0
P62983,Rps27a Ubiquitin-40S ribosomal protein S27a,1,FP,158937.0,229149.0,179454.0,57878.0,112972.0,155787.0,161645.0,150319.0,188079.0,221665.0,114541.0,132956.0,258911.0,125227.0,122105.0,159132.0
Q9CXY9,Pigk GPI-anchor transamidase,10,TP,822921.0,1329026.0,1294702.0,462612.0,570175.0,672403.0,470933.0,341541.0,1091770.0,941607.0,181596.0,300350.0,295714.0,251485.0,187129.0,253893.0
Q91YP3,Dera Deoxyribose-phosphate aldolase,7,FP,121910.0,151902.0,127789.0,129151.0,65548.0,116629.0,80581.0,87268.0,108954.0,111415.0,143045.0,150215.0,148883.0,80023.0,43492.0,80806.0
Q91X77,Cyp2c50 Cytochrome P450 2C50,3,TP,188238.0,377347.0,393110.0,215725.0,184995.0,272069.0,203440.0,199705.0,308326.0,294795.0,270065.0,390595.0,335668.0,242373.0,124475.0,161743.0
Q00898,Serpina1e Alpha-1-antitrypsin 1-5,4,TP,290531.0,257837.0,392812.0,76934.0,89748.0,142173.0,243021.0,145507.0,528639.0,419537.0,64371.0,86790.0,75306.0,49333.0,48574.0,68376.0
Q99LB2,Dhrs4 Dehydrogenase/reductase SDR family member 4,8,,540927.0,490802.0,534126.0,448232.0,271352.0,533521.0,390721.0,351298.0,595877.0,465952.0,357766.0,534288.0,652675.0,471003.0,305295.0,360372.0
Q921F2,Tardbp TAR DNA-binding protein 43,9,FP,769686.0,737536.0,856520.0,438732.0,639302.0,704560.0,949773.0,813573.0,1548172.0,1247288.0,573432.0,938417.0,1036978.0,967085.0,689766.0,863357.0
Q9DBG6,Rpn2 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,16,TP,2937459.0,4102705.0,3624652.0,3277004.0,1697043.0,4173840.0,3605161.0,3021498.0,5341145.0,4979671.0,3186551.0,4230457.0,3975446.0,2001273.0,1921926.0,2690935.0
Q9Z0V7,Timm17b Mitochondrial import inner membrane translocase subunit Tim17-B,3,FP,222432.0,172957.0,327556.0,100915.0,171575.0,188687.0,288182.0,200428.0,373409.0,297404.0,150749.0,225596.0,244495.0,249002.0,165430.0,173035.0
F6YVP7,Gm10260 Protein Gm10260,8,,480666.0,482114.0,754508.0,376692.0,344524.0,721212.0,631669.0,495480.0,953314.0,816410.0,381195.0,503867.0,840999.0,570964.0,470625.0,538161.0
Q61586,"Gpam Glycerol-3-phosphate acyltransferase 1, mitochondrial",17,FP,2299712.0,2380889.0,2346015.0,1997314.0,1310206.0,2104889.0,1608559.0,1387724.0,2642594.0,2226113.0,2719346.0,3121804.0,1992609.0,1667798.0,1174244.0,1230857.0
Q9JHW4,Eefsec Selenocysteine-specific elongation factor,13,FP,2355448.0,2607224.0,3257015.0,1885033.0,1620262.0,2685789.0,2506178.0,1948384.0,3652640.0,3168650.0,2347531.0,2774108.0,3285707.0,2480552.0,1584918.0,2023752.0
A2AQ07,Tubb1 Tubulin beta-1 chain,5,,126256.0,277721.0,90363.0,122076.0,57708.0,128418.0,181529.0,228863.0,222762.0,164395.0,126179.0,160022.0,145269.0,78455.0,147980.0,168871.0
Q9WUR2,"Eci2 Enoyl-CoA delta isomerase 2, mitochondrial",8,FP,714581.0,1159866.0,1060183.0,682591.0,659204.0,963955.0,952724.0,709220.0,1323699.0,1058590.0,628227.0,942416.0,1283076.0,1096039.0,491130.0,590291.0
Q68FD5,Cltc Clathrin heavy chain 1,44,,2574100.0,2875615.0,3029763.0,1793028.0,1540665.0,2607338.0,3126582.0,3367487.0,4970247.0,5656412.0,2242179.0,5315229.0,5085535.0,2524800.0,2071333.0,3587981.0
Q9D0I9,"Rars Arginine--tRNA ligase, cytoplasmic",19,,1387400.0,1410230.0,1791804.0,1051001.0,982899.0,1423577.0,1719765.0,1267638.0,2497947.0,2057880.0,1312795.0,1578745.0,2077112.0,1530471.0,1093154.0,1437963.0
P11714,Cyp2d9 Cytochrome P450 2D9,7,TP,521102.0,880820.0,943338.0,628392.0,446111.0,882695.0,875313.0,715579.0,1210721.0,1182975.0,746505.0,1319318.0,1097061.0,753208.0,608089.0,712889.0
P56654,Cyp2c37 Cytochrome P450 2C37,3,TP,36507.0,95717.0,90809.0,54084.0,74959.0,68094.0,45643.0,35874.0,52137.0,53493.0,44624.0,62987.0,115680.0,90555.0,30965.0,34107.0
Q9CXA2,L3hypdh Trans-L-3-hydroxyproline dehydratase,8,,470681.0,523854.0,677888.0,252454.0,389134.0,368665.0,595138.0,414867.0,866139.0,765581.0,409969.0,613679.0,584090.0,564058.0,374004.0,436495.0
Q9DAS9,Gng12 Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,2,,43061.0,39617.0,37127.0,22264.0,28475.0,53084.0,161622.0,124219.0,174777.0,288068.0,19048.0,98579.0,59565.0,52803.0,80910.0,80106.0
P19096,Fasn Fatty acid synthase,57,,7094716.0,7797822.0,8856712.0,2979661.0,2563110.0,3732758.0,4387363.0,4120497.0,6308782.0,5313371.0,7074729.0,9767453.0,6298999.0,3810261.0,2345601.0,4250409.0
P54071,Idh2 Isocitrate dehydrogenase,13,FP,1781555.0,1469112.0,1531455.0,1054260.0,944312.0,1562078.0,1446452.0,1434202.0,2243264.0,2055191.0,1404482.0,1579122.0,1982427.0,1435252.0,869373.0,968358.0
Q8K0Z7,Taco1 Translational activator of cytochrome c oxidase 1,5,FP,996483.0,962964.0,1045888.0,759921.0,726605.0,968696.0,1012283.0,768903.0,1294549.0,1169280.0,733336.0,1049546.0,1150214.0,967739.0,728583.0,859343.0
P62301,Rps13 40S ribosomal protein S13,6,,1509664.0,1354335.0,1910663.0,1179880.0,1181647.0,1754767.0,2081992.0,1561884.0,2703297.0,2461348.0,1170761.0,1587574.0,2241489.0,1801901.0,1152321.0,1729315.0
Q8BWQ1,Ugt2a3 UDP-glucuronosyltransferase 2A3,11,,7003828.0,9861886.0,11120084.0,2674408.0,3670389.0,4787908.0,1764548.0,1233980.0,3839613.0,3027662.0,943972.0,1408206.0,1423530.0,1038976.0,588016.0,759657.0
P41105,Rpl28 60S ribosomal protein L28,7,,364845.0,274445.0,631727.0,197845.0,267112.0,297672.0,273041.0,294166.0,629654.0,487080.0,226383.0,299741.0,483671.0,343413.0,272620.0,326324.0
P56395,Cyb5a Cytochrome b5,3,TP,575889.0,344369.0,323027.0,319159.0,153976.0,292143.0,207546.0,324173.0,312349.0,376979.0,241141.0,237611.0,463129.0,238449.0,273239.0,265965.0
Q8VHE0,Sec63 Translocation protein SEC63 homolog,23,TP,2854641.0,3958971.0,4365370.0,1759656.0,2031885.0,3268189.0,2792725.0,1925885.0,4972846.0,4664660.0,1303957.0,2148074.0,2055052.0,1736439.0,1425886.0,1646485.0
Q9CX34,Sugt1 Protein SGT1 homolog,7,FP,328055.0,346834.0,452159.0,180431.0,204378.0,284258.0,437758.0,338120.0,699171.0,589022.0,307455.0,433903.0,412554.0,330371.0,286387.0,317402.0
Q9DBP5,Cmpk1 UMP-CMP kinase,4,FP,124092.0,142159.0,164139.0,87861.0,84948.0,121109.0,128461.0,90409.0,188079.0,156417.0,89493.0,134395.0,134989.0,106179.0,81586.0,87134.0
Q61425,"Hadh Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",6,FP,107659.0,129468.0,92064.0,108757.0,74434.0,127465.0,100169.0,102777.0,124434.0,111956.0,88411.0,125065.0,179902.0,103756.0,70887.0,87331.0
P47963,Rpl13 60S ribosomal protein L13,1,,387268.0,320726.0,469885.0,169294.0,271419.0,429629.0,519373.0,389665.0,568581.0,555725.0,262601.0,386554.0,494451.0,284094.0,278906.0,450236.0
Q9JJU9,Crybb3 Beta-crystallin B3,6,,176249.0,116251.0,188976.0,141030.0,117504.0,126452.0,1330596.0,587375.0,1265291.0,1104912.0,123317.0,185599.0,209779.0,149669.0,1061861.0,1408228.0
Q8VDN2,Atp1a1 Sodium/potassium-transporting ATPase subunit alpha-1,17,,2482866.0,2058743.0,2170343.0,1284464.0,1787816.0,2383884.0,2072658.0,1643410.0,3193894.0,2878333.0,1372272.0,2137235.0,3133254.0,2111868.0,1393144.0,1593445.0
Q3THK7,Gmps GMP synthase,14,,749439.0,790028.0,896399.0,558658.0,601309.0,941253.0,913525.0,611510.0,1243202.0,1090573.0,615295.0,864509.0,1061206.0,751954.0,508165.0,590009.0
Q9Z0N1,"Eif2s3x Eukaryotic translation initiation factor 2 subunit 3, X-linked",1,,238313.0,227291.0,252062.0,190101.0,153527.0,244596.0,246744.0,214860.0,341145.0,315537.0,177048.0,263215.0,293478.0,232368.0,171893.0,245306.0
P01901,"H2-K1 H-2 class I histocompatibility antigen, K-B alpha chain",4,,549076.0,643115.0,808570.0,354133.0,351316.0,445245.0,666152.0,531699.0,1303919.0,1148085.0,264833.0,386225.0,340132.0,237501.0,280193.0,348217.0
Q9CQ45,Nenf Neudesin,4,TP,365296.0,474067.0,475932.0,184089.0,158733.0,263657.0,174968.0,109415.0,497681.0,449063.0,28862.0,68415.0,54526.0,32920.0,27018.0,26272.0
Q9EPS3,Glce D-glucuronyl C5-epimerase,17,,2901161.0,3530691.0,3931962.0,752154.0,1120097.0,1572148.0,784217.0,541061.0,3046693.0,3057555.0,179752.0,372066.0,363304.0,272812.0,166595.0,223217.0
P80315,Cct4 T-complex protein 1 subunit delta,12,,1559025.0,1681096.0,2259105.0,1313868.0,883963.0,1234406.0,1572320.0,1421115.0,2340969.0,2105325.0,1508880.0,2102388.0,1888916.0,1514115.0,877295.0,1508563.0
Q8JZU2,"Slc25a1 Tricarboxylate transport protein, mitochondrial",10,FP,1497945.0,1879331.0,2231323.0,973397.0,1167244.0,1552066.0,1703166.0,1262406.0,1960958.0,1779531.0,1664319.0,1954347.0,2063964.0,1486019.0,1138789.0,1387164.0
P61255,Rpl26 60S ribosomal protein L26,7,,830819.0,771405.0,1130826.0,442474.0,672896.0,775506.0,986846.0,902102.0,1572605.0,1259754.0,531672.0,762148.0,1261429.0,978744.0,684733.0,921474.0
P45591,Cfl2 Cofilin-2,3,FP,376998.0,378192.0,516558.0,244315.0,274663.0,406909.0,393442.0,264781.0,526703.0,456286.0,303103.0,409888.0,560546.0,413620.0,235777.0,275616.0
P50247,Ahcy Adenosylhomocysteinase,13,,1485182.0,1026686.0,907937.0,735486.0,564578.0,1062441.0,981218.0,1186184.0,1410724.0,1420525.0,794913.0,852319.0,1686512.0,903187.0,757029.0,1075485.0
O09172,Gclm Glutamate--cysteine ligase regulatory subunit,7,,2088298.0,2065207.0,2357323.0,2060373.0,1150659.0,2095280.0,2204519.0,1825437.0,3304821.0,2855150.0,2470994.0,2263332.0,2321874.0,1998191.0,1783636.0,1888230.0
O88428,Papss2 Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,13,,969764.0,959733.0,827579.0,472236.0,528538.0,706463.0,618383.0,502641.0,807302.0,875123.0,745293.0,947514.0,744322.0,513391.0,454858.0,471498.0
Q80X73,Pelo Protein pelota homolog,10,FP,515249.0,624625.0,630294.0,400691.0,316827.0,474759.0,534957.0,420005.0,854585.0,746668.0,484301.0,747412.0,606206.0,487839.0,366372.0,406411.0
