ID #,Uniprot Accession,Entrez ID,Protein Names,Gene Names,Log2 SILAC Ratio (Mito/Negative Control) Rep1,Rep1 Unique Quantified Peptide Count,Log2 SILAC Ratio (Mito/Negative Control) Rep2,Rep2 Unique Quantified Peptide Count,GOCC annotation,MitoCarta FDR,mito,evidence for mito,matrix,IMS,OMM,False-positive,Note
4876,Q9BX68,84681,"HINT-3;Histidine triad nucleotide-binding protein 2, mitochondrial;HIT-17kDa;PKCI-1-related HIT protein",HINT2,3.019048868,6,2.863575053,7,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
4230,Q8NCN5;A8MT40;E7EMA7,55066,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial;Putative uncharacterized protein ENSP00000381190",KIAA1990;PDPR,3.014169187,31,2.702747394,30,mitochondrion | mitochondrial matrix | cytoplasm,0,1,GOCC; MitoCarta,1,0,0,0,-
5419,Q9UFN0,25934,Protein NipSnap homolog 3A;Protein NipSnap homolog 4;Target for Salmonella secreted protein C,HSPC299;NIPSNAP3A;NIPSNAP4,3.013511045,14,2.967923705,12,cytosol | cytoplasm,0.07,1,MitoCarta,0,0,0,0,-
2689,P36957;B7Z5W8;Q86SW4,1743,"2-oxoglutarate dehydrogenase complex component E2;Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex;Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial;E2K;cDNA FLJ55034, highly similar to Dihydrolipoyllysine-residue succinyltransferase component of 2- oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61);Full-length cDNA 5-PRIME end of clone CS0DJ009YL13 of T cells (Jurkat cell line) of Homo sapiens (human)",DLST;DLTS,3.012852602,21,2.774330792,24,-,-,1,MitoCarta,1,0,0,0,-
2871,P51398;E7EM60;B4DP59,7818,"28S ribosomal protein S29, mitochondrial;Death-associated protein 3;Ionizing radiation resistance conferring protein;cDNA FLJ57409, highly similar to Mitochondrial 28S ribosomal protein S29;Death associated protein 3, isoform CRA_d",DAP3;MRPS29;hCG_17177,3.010097996,24,2.765812577,27,mitochondrion | small ribosomal subunit | ribosome | mitochondrial ribosome,0.029,1,GOCC; MitoCarta,1,0,0,0,-
5134,Q9NP92,10884,"28S ribosomal protein S30, mitochondrial;Programmed cell death protein 9",BM-047;MRPS30;PDCD9,2.999430328,20,2.882230624,20,mitochondrion | ribosome,0.01,1,GOCC; MitoCarta,1,0,0,0,-
1796,O14561,4706,"Acyl carrier protein, mitochondrial;CI-SDAP;NADH-ubiquinone oxidoreductase 9.6 kDa subunit",NDUFAB1,2.990905904,6,3.048638886,7,mitochondrion | respiratory chain | mitochondrial membrane | mitochondrial respiratory chain complex I | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
3126,P82673;P82673-2,60488,"28S ribosomal protein S28, mitochondrial;28S ribosomal protein S35, mitochondrial",HDCMD11P;MDS023;MRPS28;MRPS35;PSEC0213,2.990738722,18,2.797523091,19,mitochondrion | ribosome | mitochondrial small ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
5443,Q9UHN1,11232,"DNA polymerase gamma accessory 55 kDa subunit;DNA polymerase subunit gamma-2, mitochondrial;Mitochondrial DNA polymerase accessory subunit;MtPolB;PolG-beta",MTPOLB;POLG2,2.985953897,8,2.740068165,12,mitochondrial nucleoid | mitochondrion | mitochondrial chromosome | cytoplasm,0.274,1,GOCC; MitoCarta,1,0,0,0,-
1930,O43676;C9JKQ2,4709,Complex I-B12;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3;NADH-ubiquinone oxidoreductase B12 subunit;Putative uncharacterized protein NDUFB3,NDUFB3,2.981489724,5,3.041410618,5,mitochondrion | respiratory chain | integral to membrane | mitochondrial inner membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
4512,Q96DV4;B3KN96,64978,"39S ribosomal protein L38, mitochondrial;cDNA FLJ13996 fis, clone Y79AA1002211, highly similar to Homo sapiens mitochondrial ribosomal protein L38 (MRPL38), nuclear gene encoding mitochondrial protein, mRNA",HSPC262;MRPL38,2.9799264,18,2.768511975,18,mitochondrion | ribosome,0.029,1,GOCC; MitoCarta,1,0,0,0,-
2738,P42704,10128,"130 kDa leucine-rich protein;GP130;Leucine-rich PPR motif-containing protein, mitochondrial",LRP130;LRPPRC,2.976070986,29,2.870351446,30,nucleoplasm | condensed nuclear chromosome | mitochondrion | nuclear inner membrane | perinuclear region of cytoplasm | cytoplasm | mitochondrial nucleoid | nucleus | cytoskeleton | membrane | nuclear outer membrane,0,1,GOCC; MitoCarta,1,0,0,0,-
4536,Q96EY7,55037,"Pentatricopeptide repeat-containing protein 3, mitochondrial;Transformation-related gene 15 protein",PTCD3;TRG15,2.973873614,38,2.839549601,39,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
3394,Q14197,3396,"Digestion substraction 1;Immature colon carcinoma transcript 1 protein;Peptidyl-tRNA hydrolase ICT1, mitochondrial",DS1;ICT1,2.971503465,9,2.827531007,10,mitochondrion | mitochondrial large ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
1074,E7ETU7;H0Y9G6;P09001;D6RC14;E9PF06,11222,"39S ribosomal protein L3, mitochondrial",MRL3;MRPL3;RPML3,2.968474653,16,2.892723888,19,mitochondrion | ribosome | intracellular | mitochondrial large ribosomal subunit,0.029,1,GOCC; MitoCarta,1,0,0,0,-
2356,P10515;E9PEJ4;H0YDD4;F5H7M3;E7ESJ9,1737,"70 kDa mitochondrial autoantigen of primary biliary cirrhosis;Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex;Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;M2 antigen complex 70 kDa subunit;Pyruvate dehydrogenase complex component E2",DLAT;DLTA,2.958251018,28,2.610848706,30,mitochondrion | mitochondrial pyruvate dehydrogenase complex,0,1,GOCC; MitoCarta,1,0,0,0,-
3125,P82664,55173,"28S ribosomal protein S10, mitochondrial",MRPS10;MSTP040,2.956491097,9,2.813774289,10,mitochondrion | ribosome | intracellular,0.02,1,GOCC; MitoCarta,1,0,0,0,-
2047,O75489,4722,"Complex I-30kD;NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial;NADH-ubiquinone oxidoreductase 30 kDa subunit",NDUFS3,2.955390055,20,2.721960049,19,mitochondrion | respiratory chain | mitochondrial inner membrane | mitochondrial membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
316,Q6YP21;B3KQ13,56267,"Cysteine-S-conjugate beta-lyase 2;Kynurenine aminotransferase III;Kynurenine--glyoxylate transaminase;Kynurenine--oxoglutarate transaminase 3;Kynurenine--oxoglutarate transaminase III;cDNA FLJ32614 fis, clone STOMA2000121, highly similar to Homo sapiens kynurenine aminotransferase III (KAT3), transcript variant 2, mRNA",CCBL2;KAT3;RBMXL1,2.954973887,19,2.671034117,20,mitochondrion,0.029,1,GOCC; MitoCarta,0,0,0,0,-
2379,Q5T4U5;P11310-2;P11310;B7Z9I1;B4DJE7,34,"Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain;Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain, isoform CRA_a;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;cDNA, FLJ78845, highly similar to Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (EC 1.3.99.3);cDNA FLJ52595, highly similar to Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (EC 1.3.99.3)",ACADM;hCG_22915;RP4-682C21.1-002,2.953209961,17,2.950467744,21,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
4411,Q92665,10240,"28S ribosomal protein S31, mitochondrial;Imogen 38",IMOGN38;MRPS31,2.949306968,21,2.856337855,21,mitochondrion | ribosome,0.053,1,GOCC; MitoCarta,1,0,0,0,-
1397,G3V1M7;F5H2A9;P49748;P49748-2;F5GYP4,37,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADVL;VLCAD,2.946255779,27,2.985612192,32,mitochondrial nucleoid | mitochondrion | mitochondrial inner membrane | membrane,0,1,GOCC; MitoCarta,1,0,0,0,-
4893,Q9BYD1;E5RJI7,28998,"39S ribosomal protein L13, mitochondrial",MRPL13,2.944653784,15,2.891294303,18,mitochondrion | ribosome | intracellular | mitochondrial large ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
5349,Q9P0M9;D6RAN8,51264,"39S ribosomal protein L27, mitochondrial",HSPC250;MRPL27,2.940653361,8,2.79405673,8,mitochondrion | ribosome | intracellular | mitochondrial large ribosomal subunit,0.114,1,GOCC; MitoCarta,1,0,0,0,-
3619,Q4G0N4;Q4G0N4-2;B7Z8V7;Q4G0N4-3,133686,UPF0465 protein C5orf33;cDNA FLJ55867,C5orf33,2.940628632,18,2.666862564,21,mitochondrion,0.15,1,GOCC,0,0,0,0,-
4361,Q8WW59;B4DUC9,283377,"SPRY domain-containing protein 4;cDNA FLJ53756, highly similar to SPRY domain-containing protein 4",SPRYD4,2.939985544,8,2.885544244,8,mitochondrion | nucleus,0.074,1,GOCC; MitoCarta,0,0,0,0,-
325,O15382;B3KSI3;O15382-2,587,"Branched-chain-amino-acid aminotransferase, mitochondrial;Placental protein 18;Branched-chain-amino-acid aminotransferase",BCAT2;BCATM;BCT2;ECA40,2.931848018,8,2.575462581,11,mitochondrion | nucleus | cytoplasm,0,1,GOCC; MitoCarta,1,0,0,0,-
1593,Q96E29;Q96E29-2;G3V130;E5RIK9;E5RIY4,51001,"mTERF domain-containing protein 1, mitochondrial",CGI-12;MTERFD1,2.931126329,17,2.62646219,17,mitochondrion | nucleus,0.053,1,GOCC; MitoCarta,0,0,0,0,-
4974,Q9H1K1;Q9H1K1-2;B3KQ30;B4DNC9;F5H5N2;B1P7G3,23479,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial;NifU-like N-terminal domain-containing protein;NifU-like protein;cDNA FLJ32689 fis, clone TESTI2000207, highly similar to NifU-like N-terminal domain-containing protein, mitochondrial;cDNA FLJ51257, highly similar to NifU-like N-terminal domain-containing protein, mitochondrial;ICSU;ISCU",ISCU;NIFUN,2.929806445,9,2.538652203,11,cytosol | mitochondrion | nucleus | cytoplasm,0,1,GOCC; MitoCarta,0,0,0,0,-
4097,Q8IWL3;B0QYH2,150274,"DnaJ homolog subfamily C member 20;Hsc20;Iron-sulfur cluster co-chaperone protein HscB, mitochondrial;HscB iron-sulfur cluster co-chaperone homolog (E. coli);J-type co-chaperone HSC20, isoform CRA_c;Putative uncharacterized protein HSCB",DNAJC20;HSC20;HSCB;hCG_40981;RP3-366L4.2;RP3-366L4.3-003,2.929407752,11,2.599640649,12,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
600,P38646;B7Z4V2;F5H3L8,3313,"75 kDa glucose-regulated protein;Heat shock 70 kDa protein 9;Mortalin;Peptide-binding protein 74;Stress-70 protein, mitochondrial;cDNA FLJ51907, highly similar to Stress-70 protein, mitochondrial",GRP75;HSPA9;HSPA9B,2.92898402,63,2.850033721,61,mitochondrial nucleoid | mitochondrion | cell surface | cytoplasm,0,1,GOCC; MitoCarta,1,0,0,0,-
3559,Q16836-2;Q16836;E9PF18,3033,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase;Short-chain 3-hydroxyacyl-CoA dehydrogenase",HAD;HADH;HADHSC;SCHAD,2.924364755,14,2.923241652,17,mitochondrion | mitochondrial matrix | cytoplasm,0,1,GOCC; MitoCarta,1,0,0,0,-
3552,Q16718;Q5H9R2;F8WAS3;C9IZN5,4698,Complex I subunit B13;Complex I-13kD-B;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5;NADH-ubiquinone oxidoreductase 13 kDa-B subunit;Putative uncharacterized protein DKFZp781K1356;Putative uncharacterized protein NDUFA5,NDUFA5;DKFZp781K1356,2.922888468,8,2.774633411,10,mitochondrion | respiratory chain | mitochondrial inner membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
47,A4D154;Q96EH3,115416,"cDNA FLJ45842 fis, clone NTONG2009468;cDNA, FLJ92099;Chromosome 7 open reading frame 30;Uncharacterized protein C7orf30",C7orf30;hCG_37983;tcag7.1243,2.918299844,7,2.838916678,7,-,-,1,literature (PubMed: 22238375),1,0,0,0,-
1931,O43678;D6RJD6,4695,Complex I-B8;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2;NADH-ubiquinone oxidoreductase B8 subunit,NDUFA2,2.915861691,5,2.748219334,8,mitochondrion | respiratory chain | mitochondrial inner membrane | mitochondrial membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
2506,P21912,6390,"Iron-sulfur subunit of complex II;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDH;SDH1;SDHB,2.914452219,17,2.837867221,16,mitochondrial respiratory chain complex II | mitochondrion | mitochondrial inner membrane | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
2124,O95139;Q5VYT2,4712,"Complex I-B17;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6;NADH-ubiquinone oxidoreductase B17 subunit;NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 6, 17kDa;NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 6, 17kDa, isoform CRA_b",NDUFB6;hCG_30272;RP11-205M20.6-002,2.904090709,5,2.83259029,7,mitochondrion | respiratory chain | integral to membrane | mitochondrial inner membrane | mitochondrial membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
2812,P49406,9801,"39S ribosomal protein L15, mitochondrial;39S ribosomal protein L19, mitochondrial",KIAA0104;MRPL15;MRPL19,2.898398193,21,2.871890321,23,nuclear membrane | mitochondrion | ribosome | nucleus | intracellular,0.028,1,GOCC; MitoCarta,1,0,0,0,-
3542,Q16540;A8MYK1;A8MVT4;A6NJD9;A6NGQ5,6150,"39S ribosomal protein L23, mitochondrial;L23 mitochondrial-related protein;Ribosomal protein L23-like;Putative uncharacterized protein MRPL23",L23MRP;MRPL23;RPL23L,2.895696564,7,2.819725373,9,mitochondrion | ribosome | intracellular | mitochondrial large ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
5271,Q9NX14-2;Q9NX14,54539,"Complex I-ESSS;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial;NADH-ubiquinone oxidoreductase ESSS subunit;Neuronal protein 17.3",NDUFB11;UNQ111/PRO1064,2.895211775,4,3.084002609,4,mitochondrion | respiratory chain | integral to membrane | mitochondrial inner membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
5458,Q9UII2;Q9UII2-2;Q9UII2-3,93974,"ATPase inhibitor, mitochondrial;Inhibitor of F(1)F(o)-ATPase",ATPI;ATPIF1,2.893628696,4,3.080044428,5,mitochondrion | cell surface | mitochondrial proton-transporting ATP synthase complex,0,1,GOCC; MitoCarta,0,0,0,0,-
2270,P05091;E7EUE5;F8VXI5;F8W0A9,217,"Aldehyde dehydrogenase, mitochondrial;ALDH class 2;ALDH-E2;ALDHI",ALDH2;ALDM,2.878631251,28,2.74573251,29,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
4524,Q96EL2;A6NI76,64951,"28S ribosomal protein S24, mitochondrial;bMRP-47;Putative uncharacterized protein MRPS24",HSPC335;MRPS24,2.878579621,10,2.826017055,12,mitochondrion | ribosome | mitochondrial large ribosomal subunit | mitochondrial small ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
5260,Q9NWU1;Q9NWU1-2;C9JQQ2,54995,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial;Beta-ketoacyl-ACP synthase;Putative uncharacterized protein OXSM",OXSM,2.876668013,12,3.029541324,15,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
2083,O75947;O75947-2;F5H608,10476,"ATP synthase subunit d, mitochondrial",ATP5H;My032,2.872629821,11,2.787567569,11,"mitochondrion | mitochondrial inner membrane | membrane | mitochondrial proton-transporting ATP synthase complex | mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",0,1,GOCC; MitoCarta,0,0,0,0,-
3996,Q7Z7F7-2;Q7Z7F7,128308,"39S ribosomal protein L55, mitochondrial",MRPL55;UNQ5835/PRO19675,2.870294943,6,2.895004802,6,mitochondrion | ribosome | mitochondrial large ribosomal subunit,0,1,GOCC; MitoCarta,1,0,0,0,-
4506,Q96DA6;C9JBV1;F2Z3A7;G5E9V2,131118,"DnaJ homolog subfamily C member 19;Mitochondrial import inner membrane translocase subunit TIM14;DnaJ (Hsp40) homolog, subfamily C, member 19, isoform CRA_a;Putative uncharacterized protein DNAJC19",DNAJC19;TIM14;TIMM14;hCG_17532,2.869411893,6,2.356149876,5,mitochondrion | integral to membrane | mitochondrial inner membrane | membrane,-,1,GOCC,0,0,0,0,-
621,P34897;B7Z9F1;Q8N1A5;B4DLV4;H0YIZ0,6472,"Glycine hydroxymethyltransferase;Serine hydroxymethyltransferase, mitochondrial;Serine methylase;Serine hydroxymethyltransferase;cDNA FLJ58585, highly similar to Serine hydroxymethyltransferase, mitochondrial (EC 2.1.2.1);Serine hydroxymethyltransferase 2 (Mitochondrial), isoform CRA_h",SHMT2;hCG_41231,2.868398318,29,2.79793254,28,mitochondrial nucleoid | mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
62,A4D1U3;Q04837;E7EUY5;C9K0U8,6742,"cDNA, FLJ93504, Homo sapiens single-stranded DNA binding protein 1 (SSBP1), mRNA;Single-stranded DNA binding protein 1;Single-stranded DNA binding protein 1, isoform CRA_a;PWP1-interacting protein 17;Single-stranded DNA-binding protein, mitochondrial;Putative uncharacterized protein SSBP1",hCG_2014251;SSBP1;tcag7.401;SSBP,2.867201902,19,2.820751472,22,mitochondrial nucleoid | mitochondrion,0,1,GOCC; MitoCarta,1,0,0,0,-
2634,P31937;Q546Z2,11112,"3-hydroxyisobutyrate dehydrogenase, mitochondrial;3-hydroxyisobutyrate dehydrogenase;3-hydroxyisobutyrate dehydrogenase;3-hydroxyisobutyrate dehydrogenase, isoform CRA_a;cDNA, FLJ96784, Homo sapiens 3-hydroxyisobutyrate dehydrogenase (HIBADH), mRNA;NS5ATP1",HIBADH;hCG_39034;NS5ATP1;tcag7.211,2.86498852,13,2.873904297,13,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
3547,Q16595;C9JAX1,2395,"Frataxin intermediate form;Frataxin(56-210);Frataxin(81-210);Frataxin, mitochondrial;Friedreich ataxia protein;Putative uncharacterized protein FXN",FRDA;FXN;X25,2.86496246,5,2.738052253,6,cytosol | mitochondrion | mitochondrial matrix | cytoplasm,0,1,GOCC; MitoCarta,1,0,0,0,-
3719,Q5T440;G5EA38,200205,"Putative transferase C1orf69, mitochondrial",C1orf69,2.860159389,18,2.49441607,15,mitochondrion | cytoplasm,0,1,GOCC; MitoCarta,0,0,0,0,-
1348,Q9Y3B8;F5GYG5;H0YGR4;Q9Y3B8-2;H0YG54;H0YG83;F5GX07;H0YH58,25996,"Oligoribonuclease, mitochondrial;RNA exonuclease 2 homolog;Small fragment nuclease",CGI-114;REXO2;SFN;SMFN,2.859060791,6,2.793832808,8,mitochondrion | nucleus | intracellular,0,1,GOCC; MitoCarta,0,0,0,0,-
2616,P30405;H0Y548;Q2YDB7,10105,"Cyclophilin F;Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Rotamase F;Peptidyl-prolyl cis-trans isomerase",CYP3;PPIF;hCG_22611,2.857175531,6,2.978700711,8,mitochondrion | mitochondrial inner membrane | mitochondrial matrix | membrane fraction,0,1,GOCC; MitoCarta,1,0,0,0,-
4793,Q9BSH5,81932,Haloacid dehalogenase-like hydrolase domain-containing protein 3,C9orf158;HDHD3,2.851005052,10,2.957148911,10,mitochondrion,0.888,1,GOCC,0,0,0,0,-
2608,P30042;P30042-2,8209,"ES1 protein homolog, mitochondrial;Protein GT335;Protein KNP-I",C21orf33;HES1;KNPI,2.850715574,16,2.495999847,16,mitochondrion,0,1,GOCC; MitoCarta,0,0,0,0,-
2532,P23378,2731,"Glycine cleavage system P protein;Glycine decarboxylase;Glycine dehydrogenase [decarboxylating], mitochondrial",GCSP;GLDC,2.84639281,44,2.726777261,46,mitochondrion,0,1,GOCC; MitoCarta,1,0,0,0,-
5230,Q9NVH6-8;Q9NVH6;Q9NVH6-7;Q9NVH6-5;Q9NVH6-6;Q9NVH6-3;Q9NVH6-2;Q9NVH6-4,55217,"Epsilon-trimethyllysine 2-oxoglutarate dioxygenase;Epsilon-trimethyllysine hydroxylase;TML hydroxylase;TML-alpha-ketoglutarate dioxygenase;Trimethyllysine dioxygenase, mitochondrial",TMLH;TMLHE,2.845706302,16,2.677724066,18,mitochondrion | mitochondrial matrix,-,1,GOCC,1,0,0,0,-
2035,O75380;D6RBT3,4726,"Complex I-13kD-A;NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial;NADH-ubiquinone oxidoreductase 13 kDa-A subunit",NDUFS6,2.844860922,5,2.643110579,6,mitochondrion | respiratory chain | mitochondrial inner membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
4905,Q9BZE1;E9PB99,51253,"39S ribosomal protein L2, mitochondrial;39S ribosomal protein L37, mitochondrial",HSPC235;MRPL2;MRPL37;RPML2,2.83895588,29,2.728652795,34,mitochondrion | ribosome | mitochondrial ribosome,0.029,1,GOCC; MitoCarta,1,0,0,0,-
5122,Q9HD23;B4DQL2;Q9HD23-2;F5GWH3,57380,"Magnesium transporter MRS2 homolog, mitochondrial;MRS2-like protein;cDNA FLJ52725, highly similar to Magnesium transporter MRS2L, mitochondrial",HPT;MRS2;MRS2L,2.837522317,12,2.91624694,13,mitochondrion | integral to membrane | mitochondrial inner membrane | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
820,Q9NP80;C9JZI4;Q9NP80-2;C9JN30,50640,"Calcium-independent phospholipase A2-gamma;Intracellular membrane-associated calcium-independent phospholipase A2 gamma;iPLA2-2;Patatin-like phospholipase domain-containing protein 8;PNPLA-gamma;Intracellular membrane-associated calcium-independent phospholipase A2 gamma, isoform CRA_b;Putative uncharacterized protein PNPLA8",BM-043;IPLA22;IPLA2G;PNPLA8;hCG_17116;IPLA2(GAMMA),2.835821433,17,2.464317497,22,Golgi apparatus | endoplasmic reticulum | intracellular | Golgi membrane | perinuclear region of cytoplasm | cytoplasm | integral to membrane | peroxisomal membrane | endoplasmic reticulum membrane | membrane | membrane fraction,0.15,1,literature (PubMed: 17047165),0,0,0,0,-
280,P35914;B1AK13;B4DUP4;F5GYT9,3155,"3-hydroxy-3-methylglutarate-CoA lyase;Hydroxymethylglutaryl-CoA lyase, mitochondrial;3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase;3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (Hydroxymethylglutaricaciduria), isoform CRA_b;cDNA FLJ16378 fis, clone TKIDN2016399, highly similar to Hydroxymethylglutaryl-CoA lyase, mitochondrial (EC 4.1.3.4);cDNA FLJ53101, highly similar to Hydroxymethylglutaryl-CoA lyase, mitochondrial (EC 4.1.3.4)",HMGCL;hCG_37683;RP5-886K2.8-001,2.833559341,14,2.790600724,17,mitochondrion | mitochondrial inner membrane | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
5739,Q9Y6M9;E9PH64;E9PF49;E7EWZ0,4715,Complex I-B22;LYR motif-containing protein 3;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9;NADH-ubiquinone oxidoreductase B22 subunit,LYRM3;NDUFB9;UQOR22,2.833266341,13,2.758984547,13,mitochondrion | respiratory chain | mitochondrial inner membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
793,O75414;C9JQB1;C9J9V6,10201,Inhibitor of p53-induced apoptosis-alpha;nm23-H6;Nucleoside diphosphate kinase 6;Nucleoside diphosphate kinase,NME6,2.832466946,8,2.655384695,9,mitochondrion,0.053,1,GOCC; MitoCarta,0,0,0,0,-
14,A2A274;Q99798;F5H2A5;B4DW08;B4DEC3,50,"Aconitase 2, mitochondrial;Aconitate hydratase, mitochondrial;Citrate hydro-lyase;cDNA FLJ50886, highly similar to Aconitate hydratase, mitochondrial(EC 4.2.1.3);cDNA FLJ60429, highly similar to Aconitate hydratase, mitochondrial (EC 4.2.1.3)",ACO2;RP3-347H13.8-002,2.832440292,43,2.6984075,43,mitochondrion | nucleus,0,1,GOCC; MitoCarta,1,0,0,0,-
2713,P40926;E9PDB2;G3XAL0,4191,"Malate dehydrogenase, mitochondrial",MDH2,2.830786773,22,2.814455131,24,mitochondrion | mitochondrial inner membrane | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
2131,O95182,4701,Complex I-B14.5a;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7;NADH-ubiquinone oxidoreductase subunit B14.5a,NDUFA7,2.829959302,8,2.932628496,8,mitochondrion | respiratory chain | mitochondrial inner membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
4473,Q96AB3-2;Q96AB3;Q96AB3-3,79763,"Isochorismatase domain-containing protein 2, mitochondrial",ISOC2,2.828302936,7,2.939038267,6,mitochondrion | nucleus | cytoplasm,0.029,1,GOCC; MitoCarta,0,0,0,0,-
1139,O00330;E9PB14,8050,"Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex;E3-binding protein;Lipoyl-containing pyruvate dehydrogenase complex component X;proX;Pyruvate dehydrogenase protein X component, mitochondrial",PDHX;PDX1,2.828249473,27,2.50211205,27,mitochondrion | mitochondrial matrix,0,1,GOCC; MitoCarta,1,0,0,0,-
5451,Q9UI09;F8VRD8,55967,13 kDa differentiation-associated protein;Complex I-B17.2;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12;NADH-ubiquinone oxidoreductase subunit B17.2,DAP13;NDUFA12,2.827233302,16,2.616726219,17,mitochondrion | respiratory chain | mitochondrial inner membrane | mitochondrial respiratory chain complex I | membrane,0,1,GOCC; MitoCarta,0,0,0,0,-
4769,Q9BQP7;Q5QPE8;Q5QPE7,92667,Uncharacterized protein C20orf72;Chromosome 20 open reading frame 72,C20orf72;RP11-504H3.1-002;RP11-504H3.1-003,2.826778467,23,2.73578098,17,mitochondrion,0.208,1,GOCC; MitoCarta,0,0,0,0,-
2596,P28331;B4DUC1;E7ENF3;B4DPG1;B4DJ81,4719,"Complex I-75kD;NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;cDNA FLJ53201, highly similar to NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.5.3);cDNA FLJ55879, highly similar to NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.5.3);cDNA FLJ60586, highly similar to NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.5.3)",NDUFS1,2.825091653,48,2.674930224,48,mitochondrion | respiratory chain | mitochondrial inner membrane | mitochondrial respiratory chain complex I | membrane | mitochondrial intermembrane space,0,1,GOCC; MitoCarta,1,0,0,0,part of complex I and juts into matrix
