uniprot,description,pep_num,tag_126.127726,tag_127.124761,tag_127.131081,tag_128.128116,tag_128.134436,tag_129.131471,tag_129.13779,tag_130.134825,tag_130.141145,tag_131.13818,tag_131.1445,tag_132.141535,tag_132.147855,tag_133.14489,tag_133.15121,tag_134.148245
Q4PJX1,Odr4 Protein odr-4 homolog,3,33146.0,34947.0,35435.0,29054.0,20343.0,44410.0,37378.0,40438.0,56592.0,65457.0,34269.0,50686.0,54575.0,43239.0,29656.0,36685.0
Q3T9E4,Tgtp2 T-cell-specific guanine nucleotide triphosphate-binding protein 2,2,16863.0,17764.0,14592.0,11481.0,8502.0,13932.0,54345.0,49496.0,76268.0,68748.0,20900.0,24794.0,15885.0,19522.0,29347.0,38766.0
Q78JE5,Fbxo22 F-box only protein 22,3,24274.0,28637.0,29518.0,21455.0,17185.0,21774.0,26053.0,19552.0,43733.0,38000.0,20705.0,26149.0,36371.0,25031.0,21837.0,26405.0
P70441,Slc9a3r1 Na(+)/H(+) exchange regulatory cofactor NHE-RF1,2,24793.0,24716.0,19062.5,12456.5,9886.0,14955.0,12658.5,14061.5,24097.0,24918.5,10171.5,10373.0,17942.5,10123.5,9891.0,14390.5
Q61792,Lasp1 LIM and SH3 domain protein 1,2,6644.0,8252.0,9292.0,9731.0,4391.0,10475.0,8175.0,7547.0,10331.0,10049.0,4041.0,5675.0,13033.0,5714.0,3531.0,9017.0
Q9CXE7,Tmed5 Transmembrane emp24 domain-containing protein 5,2,29590.0,45062.0,39517.0,21950.0,15319.0,24067.0,11777.0,10065.0,33497.0,33559.0,4132.0,8596.0,6334.0,5653.0,3560.0,6010.0
E9QNL4,Chuk Inhibitor of nuclear factor kappa-B kinase subunit alpha,4,16979.0,26782.0,25073.0,15540.0,9528.0,23368.0,22860.0,15454.0,39497.0,34009.0,22854.0,28192.0,27066.0,23764.0,15191.0,14173.0
Q8BXJ9,Tmem62 Transmembrane protein 62,3,22547.0,16785.5,21956.0,15854.0,10264.0,21977.0,25869.5,22610.0,37770.5,30732.5,15686.0,18437.0,25246.5,18476.0,14091.5,28367.0
Q60710,Samhd1 Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,3,5662.0,5179.0,6591.0,5277.0,3505.0,7065.0,9029.0,8351.0,11625.0,14267.0,5504.0,5358.0,6295.0,3361.0,4570.0,8093.0
Q9DBS5,Klc4 Kinesin light chain 4,2,21271.5,22365.0,25200.0,14507.0,14285.0,19989.5,17930.5,18742.5,25807.0,19769.0,15917.5,26020.5,29719.5,18154.5,12891.5,21736.5
Q8R0F3,Sumf1 Sulfatase-modifying factor 1,2,14738.0,17972.0,21106.0,11927.0,8778.0,12444.0,7267.0,5643.0,25642.0,17073.0,2501.0,3663.0,4173.0,3536.0,2357.0,2553.0
Q60866,Pter Phosphotriesterase-related protein,2,24662.0,20791.0,22384.5,9697.5,7985.0,11060.0,12381.0,14248.5,19289.0,20125.0,10266.5,11883.0,16074.5,9551.0,8460.5,12968.0
Q9Z204,Hnrnpc Heterogeneous nuclear ribonucleoproteins C1/C2,2,16688.0,21950.0,23882.5,23737.5,13828.5,29659.5,17347.0,18460.5,20628.5,21345.5,18023.0,17626.0,35303.0,13351.0,10162.0,18600.5
A2ADA5,Pusl1 tRNA pseudouridine synthase-like 1,2,30678.0,40935.0,39193.0,27491.0,24971.0,35575.0,35340.0,20306.0,46523.0,46641.0,29259.0,33743.0,44826.0,34818.0,20243.0,24112.0
O70435,Psma3 Proteasome subunit alpha type-3,2,8623.0,5572.0,4748.0,5533.0,1833.0,5363.0,5732.0,9086.0,10035.0,6663.0,4609.0,9840.0,9020.0,5948.0,4075.0,8249.0
Q9QXZ6,Slco1a1 Solute carrier organic anion transporter family member 1A1,2,83277.0,168760.5,110204.0,86518.5,66985.0,118077.0,23763.5,27495.0,116464.5,85809.5,19821.5,31351.5,26462.5,11596.0,8584.5,11453.0
Q9JJD0,Thap11 THAP domain-containing protein 11,2,46523.5,47396.0,57904.0,50283.0,38749.5,51053.5,48869.5,39874.0,66017.5,54643.5,46900.5,56384.0,62939.0,46524.5,26100.0,40471.0
E9Q557,Dsp Desmoplakin,15,16647.5,34749.0,34972.0,27725.0,13804.5,21569.0,19940.0,25550.0,42608.0,36659.5,16557.0,71366.5,93572.0,40858.5,20061.0,25609.5
A2ACM0,Rptor Regulatory-associated protein of mTOR,8,15435.0,14890.5,14269.5,11575.5,8933.5,15154.5,13645.5,10549.0,20643.0,15500.5,16311.5,21933.5,15713.0,12845.0,8369.0,10647.5
Q9DC61,Pmpca Mitochondrial-processing peptidase subunit alpha,2,13084.0,8120.0,6925.0,10503.0,4547.0,8338.0,8939.0,9422.0,7279.0,5941.0,10429.0,9757.0,12105.0,6181.0,6582.0,9422.0
P49182,Serpind1 Heparin cofactor 2,3,7778.0,10769.5,12576.5,4538.5,4306.0,6356.0,9453.5,7468.5,13506.0,14675.5,4960.5,6134.0,4282.0,6023.0,3005.5,4804.0
P49935,Ctsh Pro-cathepsin H,2,69837.0,134733.0,120698.0,55260.0,66167.0,97726.0,65981.0,47616.0,83590.0,89714.0,29908.0,57144.0,57969.0,66215.0,39871.0,43711.0
A2APT9,Klhdc7a Kelch domain-containing protein 7A,3,9400.5,9991.0,9465.5,13833.0,7034.5,9338.0,11111.5,10352.0,12682.5,12351.5,13797.5,20060.0,11716.5,10333.0,9231.0,10896.0
Q04736,Yes1 Tyrosine-protein kinase Yes,2,6345.0,8822.0,8420.0,5042.0,4523.0,6762.0,9394.0,4891.0,14624.0,19095.0,4770.0,7624.0,9182.0,6920.0,4391.0,4403.0
Q9CPX6,Atg3 Ubiquitin-like-conjugating enzyme ATG3,2,67038.0,67481.0,64171.0,40983.0,34366.0,42403.0,54038.0,44781.0,80971.0,76456.0,49267.0,63859.0,56918.0,43615.0,32347.0,43226.0
Q642K5,Fau Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (Fox derived),2,79882.0,73653.0,138608.0,35286.0,50412.0,74551.0,90125.0,75185.0,140340.0,130049.0,52511.0,56632.0,149001.0,97001.0,81593.0,80739.0
Q3UJD6,Usp19 Ubiquitin carboxyl-terminal hydrolase 19,5,11392.0,9007.0,13335.0,9396.0,7927.0,9870.0,11303.0,10067.5,16128.5,15446.5,9283.0,13082.0,14946.0,11425.5,6183.0,10553.0
Q6P5B5,Fxr2 Fragile X mental retardation syndrome-related protein 2,3,14016.0,16718.0,15823.0,13361.0,12739.0,15751.0,15443.0,13070.0,20746.0,17798.0,16365.0,20323.0,20094.0,12263.0,9839.0,13707.0
P43006,Slc1a2 Excitatory amino acid transporter 2,2,8248.0,12461.5,12152.0,14740.0,11088.5,22911.0,10604.5,8585.0,16086.0,13781.5,11903.5,12387.0,25859.5,18125.0,5780.0,7190.5
Q9CZU6,"Cs Citrate synthase, mitochondrial",2,37383.5,39449.5,32622.5,25499.5,15509.5,25023.5,27869.0,23845.5,38537.0,38933.0,32365.0,28598.5,39348.5,24987.0,19258.0,20269.0
Q8BHT7,Rgp1 RAB6A-GEF complex partner protein 2,2,11628.5,10181.0,15737.5,13575.0,10279.5,16561.5,16574.0,15115.5,25334.5,20723.5,11838.5,15377.0,17207.0,14561.0,10835.5,14324.0
Q7TPD2,Fam185a Protein FAM185A,2,21063.0,21729.0,40456.0,12071.0,13719.0,20701.0,22193.0,16157.0,34444.0,27696.0,19028.0,22701.0,25502.0,21205.0,13310.0,14602.0
Q9QYJ3,Dnajb1 DnaJ homolog subfamily B member 1,2,18476.0,21155.0,28403.5,12059.5,13144.5,17591.0,30353.5,21450.0,41807.0,35086.0,14924.5,23322.5,30527.5,23996.5,17599.5,21653.5
Q9EQQ2,Yipf5 Protein YIPF5,2,47691.0,53618.0,65901.0,28534.0,25054.0,36536.0,48501.0,43454.0,98770.0,82955.0,47119.0,61869.0,51987.0,38118.0,36407.0,45963.0
O70303,Cideb Cell death activator CIDE-B,2,26581.0,40398.0,41063.0,20483.0,13378.5,25039.5,22866.0,13215.0,36356.0,30101.0,28631.5,36579.0,34423.0,21904.5,17278.5,16979.5
E9Q7G0,Numa1 Protein Numa1,12,23683.0,25847.5,31441.5,13359.0,15665.0,20539.0,26436.0,23921.0,44641.0,36607.5,18547.0,29193.0,32520.5,28248.5,16161.5,20758.0
Q6NZR5,Skiv2l Superkiller viralicidic activity 2-like (S. cerevisiae),7,8018.5,11444.0,12743.0,8298.0,7478.0,9168.5,10786.0,6627.0,14608.5,12381.0,7821.0,10139.0,14307.5,11663.5,7357.5,9081.0
P43247,Msh2 DNA mismatch repair protein Msh2,4,13964.5,13881.5,12502.5,12901.0,8819.0,12235.0,12961.5,12485.5,22924.0,19280.0,11521.0,17274.0,16778.0,12493.0,9478.0,10690.0
Q921G9,"Tjp3 Tight junction protein 3, isoform CRA_b",5,3048.0,3922.5,2712.5,1711.0,1786.5,2586.0,2242.0,2617.0,4677.0,2814.5,2994.0,3357.0,2785.5,2867.5,1425.0,1924.5
Q62351,Tfrc Transferrin receptor protein 1,4,25831.0,13900.0,19932.0,10486.0,11240.0,14807.0,29913.0,29071.0,58571.0,49964.0,11299.0,20832.0,26354.0,19880.0,15793.0,18827.0
Q9D6Y9,"Gbe1 1,4-alpha-glucan-branching enzyme",4,25798.0,20185.5,24418.0,17198.0,11635.5,16227.0,11287.0,17955.5,21083.0,22492.0,16132.5,18259.5,22162.5,15431.5,10865.0,13560.0
Q9D0E1,Hnrnpm Heterogeneous nuclear ribonucleoprotein M,4,35213.5,32522.5,39291.0,32612.0,27894.5,37564.5,45098.5,35607.0,71583.5,65306.0,23356.0,46963.5,47903.0,41987.5,25351.5,34463.5
Q8CBE3,Wdr37 WD repeat-containing protein 37,4,16649.0,17188.0,19905.0,14320.5,9374.0,18494.5,16698.0,15750.5,29196.5,24786.0,16951.0,21083.0,20963.0,16633.5,10706.5,14408.0
O88533,Ddc Aromatic-L-amino-acid decarboxylase,2,11078.0,6742.5,6702.0,9130.5,4961.5,7040.0,6305.5,6843.0,9993.0,8090.0,8874.5,8344.0,11992.0,10500.0,5515.0,7039.5
P97785,Gfra1 GDNF family receptor alpha-1,3,4442.0,4595.0,6601.0,4180.0,3766.0,5439.0,3674.0,3082.0,10124.0,7633.0,2139.0,1636.0,1587.0,2365.0,759.0,1511.0
Q9JI99,Sgpp1 Sphingosine-1-phosphate phosphatase 1,2,11618.0,8389.5,10494.0,7319.0,5634.0,7051.5,10500.5,6233.5,14681.5,13001.0,9770.5,11088.5,9149.0,6391.0,7077.0,6745.0
Q9CZ57,Nsun4 5-methylcytosine rRNA methyltransferase NSUN4,2,25590.0,22285.5,26020.5,19284.0,16339.0,24845.5,24049.0,17981.5,36512.0,28269.5,19828.5,32879.0,27189.5,21478.0,16591.5,22706.0
Q9D0M1,Prpsap1 Phosphoribosyl pyrophosphate synthase-associated protein 1,2,57445.5,48831.0,43339.0,28116.5,30985.5,30896.5,46299.0,39808.5,51258.5,50180.0,35064.0,46159.5,53110.0,42476.0,27695.5,45390.5
O55125,Nipsnap1 Protein NipSnap homolog 1,2,44947.0,33394.5,36800.0,33386.5,29318.0,37817.0,33133.0,32101.5,38275.0,33318.5,30224.5,38206.5,59420.0,33549.5,26577.0,35789.5
Q8C407,Yipf4 Protein YIPF4,2,41836.5,46493.5,50165.0,29255.0,28178.0,41113.0,62248.5,45973.5,94246.0,85602.5,40019.0,52336.5,53704.5,37243.0,36236.5,38477.5
Q8R0J2,Mpdu1 Mannose-P-dolichol utilization defect 1 protein,2,68032.0,67339.0,68386.0,44219.0,42011.0,49402.0,70130.0,46394.0,93737.0,68525.0,51511.0,73613.0,72608.0,56083.0,27748.0,51563.0
B1ASP2,Jak1 Tyrosine-protein kinase,6,20231.0,26250.0,28848.0,16350.5,13511.0,22711.0,20329.0,21198.5,49666.0,45690.0,24014.0,29454.0,26885.0,22887.0,17882.0,18659.0
Q6ZQB6,Ppip5k2 Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,3,21366.0,25327.0,22032.0,23020.0,15584.0,23999.0,29065.0,21009.0,41025.0,36501.0,19350.0,25655.0,30819.0,22026.0,17392.0,23131.0
Q91YR7,Prpf6 Pre-mRNA-processing factor 6,5,11299.0,11878.5,15379.0,11740.5,7643.0,14509.5,15411.0,10470.5,23125.0,20865.5,11392.0,13593.5,20025.0,12318.5,8240.0,11727.0
P40142,Tkt Transketolase,2,33194.5,32487.0,30006.0,29279.0,11906.0,21795.5,15292.5,29416.5,26022.5,31720.0,18500.0,23945.0,31236.0,17418.5,12903.0,21071.5
F7C846,Mtx1 Metaxin-1,4,8214.0,10794.0,11184.0,9561.0,5149.0,9069.0,8096.0,8402.0,10735.0,10845.0,6043.0,12851.0,13484.0,10226.0,4841.0,6740.0
Q8BP48,Metap1 Methionine aminopeptidase 1,2,8940.0,11464.0,11243.0,6795.0,6590.0,7971.0,13597.0,8135.0,18531.0,15272.0,6299.0,6946.0,10443.0,7934.0,5649.0,8691.0
Q9JJ06,C1galt1 Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,2,29136.5,50682.0,39830.5,13402.0,15851.0,23147.0,20667.5,13504.0,32864.0,34377.5,8731.0,11721.0,12721.0,10145.0,8230.5,11188.5
P40336,Vps26a Vacuolar protein sorting-associated protein 26A,2,17782.5,19973.5,20719.0,13123.5,11263.0,16566.5,21821.5,15553.5,30437.5,27742.5,13451.5,20823.5,24792.0,17169.5,11447.5,19326.0
P23589,"Ca5a Carbonic anhydrase 5A, mitochondrial",2,27030.0,25037.5,26398.5,15820.5,13520.5,17454.5,15874.5,14960.0,28132.5,23318.0,11325.5,21147.0,20838.5,18416.0,9335.5,13202.0
Q497J1,Tmem86b Lysoplasmalogenase,2,17967.0,17088.0,22795.0,10144.0,12194.0,18532.0,33537.0,21958.0,38171.0,27958.0,16544.0,18055.0,22373.0,16427.0,13253.0,25283.0
Q8BX90,Fndc3a Fibronectin type-III domain-containing protein 3A,5,7021.0,4800.0,6539.0,5061.0,3751.0,8199.0,8256.0,7848.0,13401.0,10680.0,6188.0,9336.0,7232.0,6837.0,5992.0,9486.0
B9EJ86,Osbpl8 Oxysterol-binding protein-related protein 8,4,21150.0,23267.0,27264.0,13272.0,14195.0,21088.5,19911.5,19133.0,32526.5,25389.0,22595.0,27106.5,27472.5,20723.0,12877.5,14851.0
O35239,Ptpn9 Tyrosine-protein phosphatase non-receptor type 9,4,21794.0,25175.0,24325.0,23505.0,14313.0,27576.0,33064.0,28569.0,40765.0,36972.0,25770.0,32898.0,24952.0,21786.0,17586.0,21433.0
Q922P9,Glyr1 Putative oxidoreductase GLYR1,2,12548.5,13578.5,13293.0,6952.0,9418.5,14072.5,12552.5,10042.5,19789.0,16100.0,11593.5,17569.5,13536.0,14409.0,8376.0,11423.5
Q3V384,Lace1 Lactation elevated protein 1,3,59805.5,53449.0,49812.5,51335.0,36847.0,61311.5,42530.5,33273.0,57702.0,52705.5,47988.0,61645.0,55551.5,39496.0,31788.0,32849.0
P16294,F9 Coagulation factor IX,3,12652.0,13848.0,14952.0,9705.0,6404.0,12784.0,8074.0,6084.0,20928.0,13324.0,3152.0,5323.0,6391.0,5873.0,2859.0,4081.0
Q6GQS1,Slc25a23 Calcium-binding mitochondrial carrier protein SCaMC-3,2,8972.0,9077.0,11544.0,7002.0,6954.0,8765.0,11218.0,8974.0,14437.0,9508.0,8645.0,14405.0,12617.0,9145.0,6348.0,9909.0
Q9JII5,Dazap1 DAZ-associated protein 1,2,42535.0,33659.0,51211.0,16326.0,43210.0,38088.0,65257.0,46130.0,87037.0,64971.0,29095.0,43734.0,68408.0,62505.0,36647.0,50418.0
P52623,Uck1 Uridine-cytidine kinase 1,2,24427.5,41906.5,27117.5,30905.5,15712.5,35687.5,23685.5,15035.5,41488.5,28987.0,31313.5,61361.0,31292.5,30653.0,16909.0,15020.0
Q5I012,Slc38a10 Putative sodium-coupled neutral amino acid transporter 10,5,11247.0,12340.0,22314.0,8206.0,6714.0,12430.0,8466.0,6226.0,30428.0,18938.0,6654.0,7064.0,8952.0,7015.0,5081.0,5194.0
Q9D0R2,"Tars Threonine--tRNA ligase, cytoplasmic",3,37360.5,34911.0,27962.0,29792.5,13857.5,36116.5,27631.5,35122.5,38058.5,33980.5,26132.5,43711.0,50005.5,25253.0,19348.0,42409.0
G3X9Q6,Larp4 La-related protein 4,3,3806.0,3341.0,4089.0,3779.0,2149.0,3329.0,4625.0,2950.0,8360.0,6826.0,4054.0,6417.0,3247.0,4669.0,3115.0,2993.0
Q9D0F9,Pgm1 Phosphoglucomutase-1,2,24540.0,24486.0,19722.0,20304.0,10764.0,23762.0,13439.0,21022.0,22038.0,22450.0,15306.0,22440.0,27980.0,14709.0,11758.0,20828.0
Q8R0G7,Spns1 Protein spinster homolog 1,2,3007.5,3892.0,4170.0,3797.0,2932.5,5454.0,4050.0,4649.5,7348.5,4740.0,4151.5,5696.0,4815.5,4499.5,2911.0,4515.0
Q61646,Hp Haptoglobin,2,7194.0,7276.0,6692.0,3469.0,4633.0,5722.0,15818.0,11394.0,33031.0,27246.0,2171.0,4341.0,3974.0,2868.0,4069.0,7329.0
Q9DB05,Napa Alpha-soluble NSF attachment protein,2,83032.0,83937.0,110806.0,48963.0,43700.0,73108.0,98929.0,74741.0,146726.0,139459.0,53577.0,74328.0,88464.0,72581.0,59142.0,56656.0
Q80U95,Ube3c Ubiquitin-protein ligase E3C,5,27411.0,22489.0,17464.0,25427.0,14911.0,21442.0,30068.0,20151.0,34094.0,32564.0,29183.0,33069.0,24738.0,16738.0,17684.0,22053.0
Q02788,Col6a2 Collagen alpha-2(VI) chain,6,6565.0,9551.0,5356.0,8169.0,4090.0,9417.0,10805.0,29477.0,28117.0,32870.0,7051.0,51275.0,21441.0,9798.0,113953.0,30864.0
Q9DCD2,Xab2 Pre-mRNA-splicing factor SYF1,5,16789.0,17745.0,15765.0,8895.0,9235.0,10010.0,11675.0,8260.0,27710.0,25683.0,3079.0,5472.0,6757.0,4094.0,3203.0,5716.0
Q8BZW8,Nhlrc2 NHL repeat-containing protein 2,2,26608.0,31110.0,42545.0,10389.0,19532.0,21401.0,24705.0,24597.0,41604.0,37259.0,17230.0,28697.0,35670.0,30111.0,18373.0,21089.0
Q8R2Y3,Dolk Dolichol kinase,2,7162.0,5977.0,11253.0,6755.0,7158.0,8359.0,6342.0,8140.0,12634.0,10269.0,4999.0,9145.0,10759.0,9754.0,3831.0,9727.0
Q8CIM3,"D2hgdh D-2-hydroxyglutarate dehydrogenase, mitochondrial",2,9738.5,10296.0,8441.5,9396.0,6543.0,9808.5,9116.0,7350.0,10675.0,7610.5,11518.5,14745.0,10173.5,9207.5,6652.0,7754.5
P54823,Ddx6 Probable ATP-dependent RNA helicase DDX6,3,22930.0,22804.0,37059.0,18220.0,21175.0,24295.0,35230.0,30567.0,37740.0,35428.0,22304.0,30619.0,37975.0,26414.0,23303.0,39724.0
Q60854,Serpinb6 Serpin B6,2,39471.5,52360.5,66505.0,18500.0,23370.0,31554.0,62353.0,50344.5,73734.0,74075.0,32325.0,42716.0,42988.0,37780.0,34161.5,42712.5
Q5XJY4,"Parl Presenilins-associated rhomboid-like protein, mitochondrial",2,12327.0,15501.0,19350.0,11092.0,13750.0,12391.0,13926.0,9850.0,20466.0,17997.0,13401.0,18695.0,16477.0,13389.0,8179.0,11451.0
E9Q3H6,Coq10a Protein Coq10a,2,21745.0,17617.5,20187.5,11682.5,12434.5,14308.0,19375.0,14304.5,18787.5,20727.5,13950.0,21510.5,18766.5,13845.5,11679.5,14591.0
Q9R1Z8,Sorbs3 Vinexin,4,12197.0,9629.0,11368.0,8133.0,9511.0,14091.0,13537.0,11100.0,19724.0,19075.0,7676.0,10949.0,14748.0,13822.0,6154.0,7806.0
Q9WUM4,Coro1c Coronin-1C,2,23866.0,27219.0,17221.0,16429.0,12457.0,15582.0,23249.0,19451.0,35452.0,34003.0,9289.0,18667.0,26033.0,13211.0,13678.0,17115.0
Q06180,Ptpn2 Tyrosine-protein phosphatase non-receptor type 2,2,4721.0,6082.0,7571.0,3073.0,5401.5,5380.0,12427.0,8964.0,14153.0,13770.0,5768.0,7051.0,11195.5,8431.0,5266.0,10371.5
Q8VEH6,Cbwd1 COBW domain-containing protein 1,2,30869.0,36920.0,34380.5,24891.0,22407.0,32461.0,34035.5,25887.5,48136.5,44382.5,34502.5,38451.0,36995.0,28006.5,23094.0,23998.5
Q8BX10,"Pgam5 Serine/threonine-protein phosphatase PGAM5, mitochondrial",2,4382.0,5330.5,4687.5,6476.5,2842.0,4900.5,4815.0,3497.5,8308.5,6084.5,5386.0,6713.0,6170.5,4543.0,3181.5,2751.0
Q99J56,Derl1 Derlin-1,2,43210.5,60743.5,59026.0,24025.5,23623.5,36447.0,47567.5,43084.0,67081.0,70002.5,46862.0,56939.5,37140.5,35599.0,31118.5,38517.0
Q9ERU9,Ranbp2 E3 SUMO-protein ligase RanBP2,14,35085.0,36723.0,38964.0,30512.0,22843.0,35816.0,34655.0,28717.0,61384.0,60935.0,27513.0,36678.0,39171.0,34304.0,19565.0,24021.0
F8VPK0,Ttc37 Protein Ttc37,7,24721.0,26443.0,25361.0,21198.0,16534.0,24390.0,33222.0,26465.0,45874.0,45254.0,18634.0,30730.0,34587.0,27116.0,20029.0,28901.0
O35071,Kif1c Kinesin-like protein KIF1C,3,34241.0,38323.0,56074.0,20050.0,19500.0,31574.0,51595.0,28893.0,61722.0,55075.0,24735.0,34611.0,49054.0,31247.0,24378.0,34171.0
Q8BFY9,Tnpo1 Transportin-1,3,4755.5,4341.5,3826.0,4662.5,3360.0,4749.5,5118.0,4329.5,8939.5,6648.0,4213.0,5393.5,4961.0,3853.5,2845.0,3951.5
F8VPT6,Evi5 Ecotropic viral integration site 5 protein,6,24612.0,23008.0,28053.0,24791.0,12322.0,22740.0,16464.0,14556.0,30175.0,27810.0,23031.0,33252.0,30975.0,22420.0,15393.0,16302.0
Q571I9,Aldh16a1 Aldehyde dehydrogenase family 16 member A1,4,9974.0,9887.5,7740.5,10560.0,6044.0,8515.5,7395.0,6733.5,10666.5,11030.5,6645.5,10126.5,12167.0,6209.5,4949.0,9553.0
Q8VC19,"Alas1 5-aminolevulinate synthase, nonspecific, mitochondrial",2,20836.0,28575.5,26761.0,38695.5,34632.5,86653.0,45351.5,32663.0,56460.0,53195.0,21226.5,21583.5,100878.0,62612.5,32993.5,38456.0
Q9D0D3,"Mtpap Poly(A) RNA polymerase, mitochondrial",3,12062.0,15818.0,21269.0,9455.0,8967.0,14479.0,14897.0,13123.0,21665.0,17736.0,11016.0,16512.0,17628.0,17536.0,8708.0,12198.0
O89023,Tpp1 Tripeptidyl-peptidase 1,2,20594.0,28093.5,28147.5,18351.0,21977.0,28047.0,29277.0,17774.0,31894.5,27204.0,10592.5,15410.5,36679.5,27580.5,18604.0,27110.0
O88522,Ikbkg NF-kappa-B essential modulator,2,41256.5,34486.5,31294.5,34951.0,27210.0,41960.5,39859.5,35582.5,66284.5,59240.5,39729.5,50432.5,46280.0,35999.0,27599.0,34628.0
Q8C3X8,Lmf2 Lipase maturation factor 2,3,53814.0,51430.0,67652.0,40229.0,37529.0,46033.0,47225.0,42265.0,68864.0,62974.0,43226.0,43525.0,34674.0,32997.0,27790.0,38593.0
Q91WQ3,"Yars Tyrosine--tRNA ligase, cytoplasmic",3,24309.0,28986.0,32038.0,20540.0,17261.5,27755.0,33149.0,26110.5,44250.0,39280.5,22437.5,28621.5,37077.5,28468.5,19899.0,26829.0
Q62219,Tgfb1i1 Transforming growth factor beta-1-induced transcript 1 protein,2,10649.0,9356.5,9221.5,13746.0,8925.0,13602.5,11257.0,10104.0,17580.5,13339.0,9709.0,13073.5,15140.0,11754.5,6426.5,11337.5
Q922Q9,Chid1 Chitinase domain-containing protein 1,3,62158.5,86367.5,70097.5,25960.5,20695.0,40405.5,29190.0,17300.5,86069.5,78803.0,4862.0,11356.0,10456.0,9096.5,6721.0,10082.5
Q5SS80,Dhrs13 Dehydrogenase/reductase SDR family member 13,2,16856.0,21790.0,32024.0,13881.0,20805.0,24384.0,20511.0,15648.0,31263.0,29590.0,19707.0,35795.0,28344.0,22591.0,15887.0,15204.0
Q9CR76,Tmem186 Transmembrane protein 186,2,24308.5,29099.5,37367.5,22954.5,18462.5,32485.5,30497.0,23573.0,50964.0,39053.0,30508.0,34638.5,34090.0,30152.5,19915.5,21898.0
P11881,"Itpr1 Inositol 1,4,5-trisphosphate receptor type 1",13,18340.0,19090.0,23637.0,15255.0,14812.0,21524.0,23570.0,17505.0,35838.0,32830.0,16440.0,23190.0,25427.0,21319.0,16262.0,16402.0
P82198,Tgfbi Transforming growth factor-beta-induced protein ig-h3,2,28386.0,23921.0,19110.0,14519.0,11540.0,20206.0,20371.0,61444.0,59621.0,78638.0,26631.0,50493.0,34097.0,16254.0,123329.0,37841.0
P12265,Gusb Beta-glucuronidase,2,60880.0,74369.5,85353.5,39509.0,38412.5,50448.0,35071.0,25925.0,76195.0,68611.0,12408.5,20863.0,24409.0,20681.5,9734.5,13813.0
Q5EG47,Prkaa1 5'-AMP-activated protein kinase catalytic subunit alpha-1,2,21689.0,15717.5,15626.5,10332.0,9416.5,15021.5,17598.5,14305.5,26938.5,23609.0,14142.5,17929.5,16161.5,13296.5,11392.5,13283.5
Q99LR1,Abhd12 Monoacylglycerol lipase ABHD12,2,58956.0,72457.5,75765.5,38002.0,41753.0,62622.5,70061.5,51532.5,107003.5,90453.0,35342.0,57481.5,66423.5,47693.0,39776.5,53145.5
Q8BG60,Txnip Thioredoxin-interacting protein,2,9743.5,16938.0,13951.5,10141.0,12138.5,26607.0,16719.0,10227.0,23732.0,21259.5,17262.0,14371.0,29781.5,12407.0,8606.0,9172.5
P18654,Rps6ka3 Ribosomal protein S6 kinase alpha-3,2,7975.5,8574.0,9239.5,7023.0,5074.5,7986.5,7723.0,8654.0,14375.5,13267.0,6565.5,10501.5,10196.0,7620.5,6445.0,6951.5
Q3UV17,"Krt76 Keratin, type II cytoskeletal 2 oral",2,9231.0,23445.0,36320.0,9285.0,8751.0,15742.0,6688.0,9399.0,21444.0,9450.0,6622.0,5565.0,59541.0,24621.0,6314.0,9707.0
O08966,Slc22a1 Solute carrier family 22 member 1,3,35326.0,65344.0,60864.0,30425.0,26265.0,37492.0,29557.0,23407.0,66396.0,42307.0,54681.0,78649.0,44195.0,45198.0,25656.0,22878.0
P25911,Lyn Tyrosine-protein kinase Lyn,2,10277.0,8657.0,8935.0,6897.0,3378.0,7111.0,16071.0,14216.0,32409.0,22082.0,7752.0,10039.0,8434.0,8579.0,9669.0,11966.0
P27808,"Mgat1 Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",3,29721.0,28316.0,26504.0,22235.0,14037.0,23562.0,19413.0,19740.0,31273.0,33337.0,12465.0,15670.0,17168.0,10385.0,14476.0,21771.0
L7N451,Gvin1 Interferon-induced very large GTPase 1,12,13994.0,13481.0,14209.0,9201.0,7481.0,13264.0,30718.0,19976.0,46401.0,44282.0,12540.0,18848.0,18067.0,14527.0,18370.0,19824.0
Q6PDI5,Ecm29 Proteasome-associated protein ECM29 homolog,7,19580.0,19713.0,18209.0,18337.0,10267.0,17239.0,19471.0,21320.0,35360.0,31763.0,20595.0,27771.0,21659.0,17162.0,14341.0,19359.0
Q80ZX0,"Sec24b Sec24 related gene family, member B (S. cerevisiae)",5,25152.0,25685.5,32185.5,22081.5,17426.0,30117.5,29854.0,25304.0,45867.5,45319.0,20926.0,27895.5,35212.5,22313.0,16317.5,26599.0
