,uniprot,annotation,ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,original_ratio_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,FP_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,TP_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,TPR_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,FPR_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,TPR-FPR_ctrl_turbo(+)_1/ctrl_turbo(-)_1_ratio,ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,original_ratio_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,FP_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,TP_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,TPR_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,FPR_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,TPR-FPR_ctrl_turbo(+)_1/ctrl_turbo(-)_2_ratio,ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,original_ratio_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,FP_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,TP_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,TPR_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,FPR_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,TPR-FPR_ctrl_turbo(+)_2/ctrl_turbo(-)_1_ratio,ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,original_ratio_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,FP_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,TP_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,TPR_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,FPR_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,TPR-FPR_ctrl_turbo(+)_2/ctrl_turbo(-)_2_ratio,ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,original_ratio_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,FP_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,TP_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,TPR_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,FPR_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,TPR-FPR_ctrl_turbo(+)_3/ctrl_turbo(-)_1_ratio,ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,original_ratio_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,FP_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,TP_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,TPR_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,FPR_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio,TPR-FPR_ctrl_turbo(+)_3/ctrl_turbo(-)_2_ratio
261,Q60605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8117727109769705,2.8979462837515504,45.0,28.0,0.125,0.06258692628650904,0.06241307371349096,,,,,,,
262,Q8K5B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8092047210454343,2.8927925420898846,45.0,28.0,0.125,0.06258692628650904,0.06241307371349096,,,,,,,
263,Q5RKN9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8058088391968592,2.885991361747209,45.0,28.0,0.125,0.06258692628650904,0.06241307371349096,,,,,,,
264,Q9JM76,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.804442552995043,2.8832595136942962,45.0,28.0,0.125,0.06258692628650904,0.06241307371349096,,,,,,,
265,P63330,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000753322420969,2.8745447187373534,46.0,28.0,0.125,0.06397774687065369,0.06102225312934631,,,,,,,
266,Q9WUN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7986697173566899,2.871745419479267,47.0,28.0,0.125,0.06536856745479833,0.059631432545201674,,,,,,,
267,Q9JHK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7962385222299959,2.8669100982120375,47.0,28.0,0.125,0.06536856745479833,0.059631432545201674,,,,,,,
268,F8VQG7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7956908432987784,2.8658219623131904,47.0,28.0,0.125,0.06536856745479833,0.059631432545201674,,,,,,,
269,P97434,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7887648043958702,2.8520967984367953,49.0,28.0,0.125,0.06815020862308763,0.05684979137691237,,,,,,,
270,P52019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7849318753404143,2.8445294502431673,51.0,28.0,0.125,0.07093184979137691,0.054068150208623086,1.1296483855583055,3.5139745278875716,25.0,19.0,0.08482142857142858,0.034818941504178275,0.0500024870672503
271,Q8BKH7,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7778026357183884,2.830507562301523,51.0,28.0,0.125,0.07093184979137691,0.054068150208623086,,,,,,,
272,Q8C854,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7749659175919642,2.8249475075822383,52.0,28.0,0.125,0.07232267037552156,0.052677329624478436,,,,,,,
273,Q9JKF1,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7745623512719113,2.824157393110058,53.0,28.0,0.125,0.0737134909596662,0.0512865090403338,,,,,,,
274,Q60598,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77415152578886,2.8233532934131738,54.0,28.0,0.125,0.07510431154381085,0.04989568845618915,,,,,,,
275,Q8CGF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7695676815258107,2.814396948990942,55.0,28.0,0.125,0.07649513212795549,0.04850486787204451,,,,,,,
276,E9PV24,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7693500047306148,2.8139723390242666,55.0,28.0,0.125,0.07649513212795549,0.04850486787204451,,,,,,,
277,Q9CQW2,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7647940020104206,2.805099886308267,55.0,29.0,0.12946428571428573,0.07649513212795549,0.05296915358633024,,,,,,,
278,Q9Z1K6,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7619379335447771,2.7995521910651457,56.0,29.0,0.12946428571428573,0.07788595271210014,0.05157833300218559,,,,,,,
279,P48962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7600212841518805,2.7958353991075855,57.0,29.0,0.12946428571428573,0.07927677329624479,0.05018751241804094,,,,,,,
280,Q8BGA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7583493745422316,2.7925972396486825,57.0,29.0,0.12946428571428573,0.07927677329624479,0.05018751241804094,,,,,,,
281,Q91Y74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7578168492301538,2.791566630791732,57.0,29.0,0.12946428571428573,0.07927677329624479,0.05018751241804094,,,,,,,
282,Q9Z2A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7564126784325516,2.7888509290892425,57.0,30.0,0.13392857142857142,0.07927677329624479,0.05465179813232664,,,,,,,
283,Q8BWY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.752052406516747,2.7804348808824195,57.0,30.0,0.13392857142857142,0.07927677329624479,0.05465179813232664,,,,,,,
284,P39061,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7494166703559837,2.7753597941736126,57.0,30.0,0.13392857142857142,0.07927677329624479,0.05465179813232664,,,,,,,
285,Q9QYC0,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7485900425867832,2.7737700386954116,57.0,32.0,0.14285714285714285,0.07927677329624479,0.06358036956089806,,,,,,,
286,E9Q555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7481294559872946,2.7728846420163413,58.0,32.0,0.14285714285714285,0.08066759388038942,0.062189548976753425,,,,,,,
287,E9QJX9,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7471458256435154,2.770994731949179,58.0,32.0,0.14285714285714285,0.08066759388038942,0.062189548976753425,,,,,,,
288,Q99KQ4,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435187637854914,2.764036958066809,60.0,32.0,0.14285714285714285,0.08344923504867872,0.059407907808464125,,,,,,,
289,Q501J6,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7344216441056681,2.746662763466042,60.0,33.0,0.14732142857142858,0.08344923504867872,0.06387219352274985,,,,,,,
290,P08752,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7334900455483273,2.7448897199439037,61.0,33.0,0.14732142857142858,0.08484005563282336,0.062481372938605215,1.2205065961579777,3.7423952720319833,21.0,17.0,0.07589285714285714,0.02924791086350975,0.046644946279347385
291,Q8K0E8,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7236142441405604,2.7261640613269713,62.0,33.0,0.14732142857142858,0.08623087621696801,0.061090552354460564,,,,,,,
292,F6XCP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7196648577169213,2.7187113762158095,62.0,34.0,0.15178571428571427,0.08623087621696801,0.06555483806874626,1.4507640233698553,4.389995227558679,15.0,14.0,0.0625,0.020891364902506964,0.04160863509749303
293,Q8BVF7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7194023760920046,2.7182167832167834,62.0,34.0,0.15178571428571427,0.08623087621696801,0.06555483806874626,,,,,,,
294,Q03141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7157916077136696,2.71142215310178,62.0,34.0,0.15178571428571427,0.08623087621696801,0.06555483806874626,,,,,,,
295,Q9R008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7150580214581608,2.7100437908343675,62.0,34.0,0.15178571428571427,0.08623087621696801,0.06555483806874626,,,,,,,
296,Q64FW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7126276499614397,2.705482280356579,62.0,34.0,0.15178571428571427,0.08623087621696801,0.06555483806874626,,,,,,,
297,Q5I012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7126011362898764,2.705432559793723,62.0,34.0,0.15178571428571427,0.08623087621696801,0.06555483806874626,,,,,,,
298,P01901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7110038376625873,2.7024388624176114,62.0,34.0,0.15178571428571427,0.08623087621696801,0.06555483806874626,,,,,,,
299,Q9ET30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7072862938139557,2.695484168637176,63.0,35.0,0.15625,0.08762169680111266,0.06862830319888734,,,,,,,
300,Q9JHU2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7068554230684929,2.6946792640477373,63.0,35.0,0.15625,0.08762169680111266,0.06862830319888734,,,,,,,
301,A2AQ25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.706014855195595,2.6931097008159566,63.0,35.0,0.15625,0.08762169680111266,0.06862830319888734,1.1682861047651563,3.609356014580802,24.0,18.0,0.08035714285714286,0.033426183844011144,0.04693095901313172
302,Q91WU2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7059858493649334,2.6930555555555555,63.0,35.0,0.15625,0.08762169680111266,0.06862830319888734,,,,,,,
303,O35682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7037687561297351,2.688920121808386,63.0,35.0,0.15625,0.08762169680111266,0.06862830319888734,,,,,,,
304,P21958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70072693467481,2.683256694617257,63.0,35.0,0.15625,0.08762169680111266,0.06862830319888734,,,,,,,
305,Q9JM52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6991857134422521,2.6803917204540397,63.0,35.0,0.15625,0.08762169680111266,0.06862830319888734,,,,,,,
306,Q9QUK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6975236763533476,2.677305589843061,63.0,35.0,0.15625,0.08762169680111266,0.06862830319888734,,,,,,,
307,Q4VBD2,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6971681894806887,2.6766459703694596,63.0,35.0,0.15625,0.08762169680111266,0.06862830319888734,,,,,,,
308,Q8R0L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6966333706861517,2.675653899817242,64.0,35.0,0.15625,0.0890125173852573,0.0672374826147427,,,,,,,
309,Q99L48,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6956792279083337,2.6738849107065827,64.0,35.0,0.15625,0.0890125173852573,0.0672374826147427,,,,,,,
310,P84096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6940168991295045,2.6708057318661824,65.0,35.0,0.15625,0.09040333796940195,0.06584666203059805,,,,,,,
311,Q99KC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.691965731412174,2.667011182227978,65.0,35.0,0.15625,0.09040333796940195,0.06584666203059805,,,,,,,
312,Q9WV60,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6887195571176015,2.6610169491525424,65.0,35.0,0.15625,0.09040333796940195,0.06584666203059805,,,,,,,
313,Q9CWI3,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6883813777681969,2.6603932584269665,66.0,35.0,0.15625,0.0917941585535466,0.0644558414464534,,,,,,,
314,Q8C5P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.687904349167771,2.6595137420718817,67.0,35.0,0.15625,0.09318497913769123,0.06306502086230877,,,,,,,
315,Q9DCE9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6830287455930363,2.650541056651814,67.0,36.0,0.16071428571428573,0.09318497913769123,0.06752930657659449,,,,,,,
316,O08917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6787256843674461,2.6426471859600587,67.0,36.0,0.16071428571428573,0.09318497913769123,0.06752930657659449,,,,,,,
317,Q9CY58,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6776741060894963,2.6407216661808053,67.0,36.0,0.16071428571428573,0.09318497913769123,0.06752930657659449,,,,,,,
318,Q9R1J0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6757412017941568,2.6371860302211547,68.0,36.0,0.16071428571428573,0.09457579972183588,0.06613848599244984,,,,,,,
319,Q00612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6755526733159157,2.6368414305858225,68.0,36.0,0.16071428571428573,0.09457579972183588,0.06613848599244984,,,,,,,
320,Q8C7D2,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6750089625425318,2.6358478671989913,68.0,36.0,0.16071428571428573,0.09457579972183588,0.06613848599244984,,,,,,,
321,Q9DC51,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6742851604448077,2.6345257903494175,69.0,36.0,0.16071428571428573,0.09596662030598054,0.06474766540830519,,,,,,,
322,Q91V61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6704133915222769,2.627464977246364,70.0,37.0,0.16517857142857142,0.09735744089012517,0.06782113053844625,,,,,,,
323,Q9QYK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6695647501670947,2.625919869174162,70.0,37.0,0.16517857142857142,0.09735744089012517,0.06782113053844625,,,,,,,
324,P09242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.664362936832209,2.6164688427299705,71.0,37.0,0.16517857142857142,0.09874826147426982,0.0664303099543016,,,,,,,
325,Q75N62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6632878503221173,2.6145197942829803,71.0,37.0,0.16517857142857142,0.09874826147426982,0.0664303099543016,,,,,,,
326,P19221,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6632786316334476,2.6145030877952506,71.0,37.0,0.16517857142857142,0.09874826147426982,0.0664303099543016,,,,,,,
327,Q9D666,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6632491695735625,2.614449696151249,71.0,38.0,0.16964285714285715,0.09874826147426982,0.07089459566858733,,,,,,,
328,E9QAZ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6621397164861563,2.6124399198742503,72.0,38.0,0.16964285714285715,0.10013908205841446,0.06950377508444269,,,,,,,
329,P18760,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6609434434383571,2.6102746000798667,72.0,38.0,0.16964285714285715,0.10013908205841446,0.06950377508444269,,,,,,,
330,O55142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6595317752225872,2.607721711649955,73.0,38.0,0.16964285714285715,0.10152990264255911,0.06811295450029804,,,,,,,
331,Q3TFQ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6565596783421702,2.602355072463768,73.0,38.0,0.16964285714285715,0.10152990264255911,0.06811295450029804,,,,,,,
332,O88829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6552795973414289,2.6000470671294935,73.0,38.0,0.16964285714285715,0.10152990264255911,0.06811295450029804,,,,,,,
333,Q3UMF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6535961629787714,2.5970149253731343,73.0,38.0,0.16964285714285715,0.10152990264255911,0.06811295450029804,,,,,,,
334,O88908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6504902788213989,2.591429995017439,73.0,38.0,0.16964285714285715,0.10152990264255911,0.06811295450029804,,,,,,,
335,Q3U0V1,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6502481957415122,2.5909951916071687,73.0,38.0,0.16964285714285715,0.10152990264255911,0.06811295450029804,,,,,,,
336,Q9WVK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6483289884492327,2.5875507001202536,74.0,38.0,0.16964285714285715,0.10292072322670376,0.06672213391615339,,,,,,,
337,Q9QZS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6479379020689395,2.5868493608488596,74.0,38.0,0.16964285714285715,0.10292072322670376,0.06672213391615339,,,,,,,
338,P19001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6471976038966665,2.585522296884545,74.0,38.0,0.16964285714285715,0.10292072322670376,0.06672213391615339,,,,,,,
339,P60867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6462307772090544,2.5837901813189412,74.0,38.0,0.16964285714285715,0.10292072322670376,0.06672213391615339,,,,,,,
340,O89017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6439756936118823,2.579754601226994,75.0,38.0,0.16964285714285715,0.1043115438108484,0.06533131333200876,,,,,,,
341,P07759,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6422144831039057,2.5766072148327286,75.0,38.0,0.16964285714285715,0.1043115438108484,0.06533131333200876,,,,,,,
342,Q9CQU3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6406902743693156,2.5738864642581416,75.0,39.0,0.17410714285714285,0.1043115438108484,0.06979559904629445,,,,,,,
343,Q80X19,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6381561627942355,2.5693693693693693,75.0,39.0,0.17410714285714285,0.1043115438108484,0.06979559904629445,,,,,,,
344,Q9Z2U1,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6363374152863933,2.5661323097764734,75.0,40.0,0.17857142857142858,0.1043115438108484,0.07425988476058018,,,,,,,
345,E9Q557,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6325606510939101,2.559423336837363,76.0,41.0,0.18303571428571427,0.10570236439499305,0.07733334989072123,,,,,,,
346,P31750,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6304018560564437,2.555596375214303,77.0,41.0,0.18303571428571427,0.1070931849791377,0.07594252930657658,,,,,,,
347,Q62167,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6300197117126599,2.5549195326795853,78.0,41.0,0.18303571428571427,0.10848400556328233,0.07455170872243194,,,,,,,
348,O35382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6271766877192821,2.549889678842854,79.0,41.0,0.18303571428571427,0.10987482614742698,0.07316088813828729,,,,,,,
349,Q8VCM7,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6245445937264223,2.545241828488723,79.0,41.0,0.18303571428571427,0.10987482614742698,0.07316088813828729,,,,,,,
350,E9PX59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623583593912332,2.543546971027217,79.0,42.0,0.1875,0.10987482614742698,0.07762517385257302,,,,,,,
351,Q9DC63,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6212345577707477,2.539408866995074,79.0,42.0,0.1875,0.10987482614742698,0.07762517385257302,,,,,,,
352,P61082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6207130166647714,2.5384910245468877,80.0,43.0,0.19196428571428573,0.11126564673157163,0.0806986389827141,,,,,,,
353,Q9Z1Q5,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6191262020092834,2.5357004830917873,80.0,43.0,0.19196428571428573,0.11126564673157163,0.0806986389827141,,,,,,,
354,Q3UDW8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6160113286335749,2.5302316450726345,81.0,43.0,0.19196428571428573,0.11265646731571627,0.07930781839856946,,,,,,,
355,Q9EPR2,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6133665328014943,2.5255973906261078,81.0,43.0,0.19196428571428573,0.11265646731571627,0.07930781839856946,,,,,,,
356,Q8BVR6,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6129270020156945,2.524828060522696,81.0,44.0,0.19642857142857142,0.11265646731571627,0.08377210411285516,,,,,,,
357,A2ADY9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6121435362608477,2.523457307003466,81.0,45.0,0.20089285714285715,0.11265646731571627,0.08823638982714088,,,,,,,
358,P08607,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6108208439078102,2.521144809910295,82.0,45.0,0.20089285714285715,0.11404728789986092,0.08684556924299623,,,,,,,
359,Q5U430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6088739350489673,2.5177448337825696,82.0,46.0,0.20535714285714285,0.11404728789986092,0.09130985495728193,,,,,,,
360,P47757,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6080695176976821,2.516341381881766,82.0,46.0,0.20535714285714285,0.11404728789986092,0.09130985495728193,,,,,,,
361,Q91XD6,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6078236702811566,2.515912612597272,84.0,46.0,0.20535714285714285,0.1168289290681502,0.08852821378899264,,,,,,,
362,Q7TNC4,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6071617304145305,2.514758521945041,85.0,46.0,0.20535714285714285,0.11821974965229486,0.087137393204848,,,,,,,
363,Q00724,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6005183367284622,2.5032050585602224,86.0,46.0,0.20535714285714285,0.11961057023643949,0.08574657262070336,,,,,,,
364,Q9D906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.598501972613442,2.4997089300267783,86.0,47.0,0.20982142857142858,0.11961057023643949,0.09021085833498908,,,,,,,
365,P35279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5983652328540453,2.499472016895459,86.0,47.0,0.20982142857142858,0.11961057023643949,0.09021085833498908,,,,,,,
366,Q9JK53,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5974345015919358,2.497860043164941,86.0,47.0,0.20982142857142858,0.11961057023643949,0.09021085833498908,,,,,,,
367,Q68FE6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5939184645487474,2.4917798427448177,86.0,48.0,0.21428571428571427,0.11961057023643949,0.09467514404927478,,,,,,,
368,P01899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5935966522538203,2.491224080135273,86.0,48.0,0.21428571428571427,0.11961057023643949,0.09467514404927478,,,,,,,
369,Q9R0P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5902394117859135,2.4854335878605127,86.0,48.0,0.21428571428571427,0.11961057023643949,0.09467514404927478,,,,,,,
370,Q8R2E9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5842635305264479,2.4751598037758287,86.0,48.0,0.21428571428571427,0.11961057023643949,0.09467514404927478,,,,,,,
371,Q8BFV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5820445636896694,2.4713557594291538,86.0,48.0,0.21428571428571427,0.11961057023643949,0.09467514404927478,,,,,,,
372,Q9JIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57882654086227,2.4658493870402802,86.0,48.0,0.21428571428571427,0.11961057023643949,0.09467514404927478,,,,,,,
373,Q7TPD0,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5774930013100578,2.4635711589278975,86.0,48.0,0.21428571428571427,0.11961057023643949,0.09467514404927478,,,,,,,
374,Q8BUR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5742436127152655,2.4580286904211013,87.0,48.0,0.21428571428571427,0.12100139082058414,0.09328432346513013,,,,,,,
375,B1ASP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5724327845099709,2.454945380851169,87.0,48.0,0.21428571428571427,0.12100139082058414,0.09328432346513013,,,,,,,
376,O88962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5713615571310666,2.453123215713144,87.0,48.0,0.21428571428571427,0.12100139082058414,0.09328432346513013,,,,,,,
377,P07758,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5691211349900323,2.4493166134099513,88.0,48.0,0.21428571428571427,0.12239221140472879,0.09189350288098548,,,,,,,
378,Q52KC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5681551340361898,2.4476771468793994,88.0,49.0,0.21875,0.12239221140472879,0.09635778859527121,,,,,,,
379,Q8R0G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5656269125283842,2.4433915211970074,88.0,49.0,0.21875,0.12239221140472879,0.09635778859527121,,,,,,,
380,A0A0J9YUD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.563275986118385,2.4394131641554324,88.0,49.0,0.21875,0.12239221140472879,0.09635778859527121,,,,,,,
381,Q8BG60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5610635389588554,2.435675065428234,88.0,49.0,0.21875,0.12239221140472879,0.09635778859527121,,,,,,,
382,Q8CG16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5606930158356971,2.435049598488427,88.0,49.0,0.21875,0.12239221140472879,0.09635778859527121,,,,,,,
383,P28230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5569968446377691,2.4288190089617587,88.0,49.0,0.21875,0.12239221140472879,0.09635778859527121,,,,,,,
384,Q9QXK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5510102810107049,2.4187613371339727,88.0,49.0,0.21875,0.12239221140472879,0.09635778859527121,,,,,,,
385,Q8VC81,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5466954679875159,2.4115381115593437,88.0,49.0,0.21875,0.12239221140472879,0.09635778859527121,,,,,,,
386,P56389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5458738354296402,2.410165101974749,88.0,50.0,0.22321428571428573,0.12239221140472879,0.10082207430955693,,,,,,,
387,Q3TYS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5441030952110874,2.407208719558183,88.0,50.0,0.22321428571428573,0.12239221140472879,0.10082207430955693,,,,,,,
