,fast_turbo(+)_1/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_1/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,uniprot,annotation,fast_turbo(+)_1/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_1/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,fast_turbo(+)_2/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_2/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,fast_turbo(+)_2/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_2/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,fast_turbo(+)_3/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_3/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,fast_turbo(+)_3/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_3/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,fast_turbo(+)_4/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_4/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,fast_turbo(+)_4/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_4/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio
356,,,,,,,,P82198,TP,0.36856004892897154,1.687469068593487,127.0,20.0,0.08968609865470852,0.17712691771269176,-0.08744081905798325,,,,,,,,,,,,,,,3.33911491609114,10.687088388214905,3.0,9.0,0.04017857142857143,0.004201680672268907,0.035976890756302525,3.092070257193468,6.103583094130457,2.0,12.0,0.05357142857142857,0.0028011204481792717,0.0507703081232493,1.254919248983129,3.279116117850953,27.0,22.0,0.09821428571428571,0.037815126050420166,0.06039915966386555,0.9724467195513733,1.8727605661684648,41.0,29.0,0.12946428571428573,0.057342657342657345,0.07212162837162839
357,,,,,,,,Q9D0I9,,0.3653616573222689,1.6837321675103543,127.0,21.0,0.09417040358744394,0.17712691771269176,-0.08295651412524782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,P50431,,0.36525335445406104,1.6836057747707707,127.0,21.0,0.09417040358744394,0.17712691771269176,-0.08295651412524782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,O70435,FP,0.36378617132658236,1.68189446205482,127.0,21.0,0.09417040358744394,0.17712691771269176,-0.08295651412524782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7116247093580097,4.500272776868521,8.0,13.0,0.05803571428571429,0.011204481792717087,0.0468312324929972,,,,,,,
360,,,,,,,,Q8R151,,0.36332819574189723,1.6813606386671294,128.0,21.0,0.09417040358744394,0.17852161785216178,-0.08435121426471784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,Q61124,,0.3626293777099339,1.6805464121132323,128.0,21.0,0.09417040358744394,0.17852161785216178,-0.08435121426471784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,O70228,,0.3618387680958647,1.6796257101481564,128.0,21.0,0.09417040358744394,0.17852161785216178,-0.08435121426471784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,Q9CQA3,,0.36115295228074706,1.6788274540421606,128.0,21.0,0.09417040358744394,0.17852161785216178,-0.08435121426471784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,Q9ET01,,0.360037134937195,1.6775295078316383,128.0,21.0,0.09417040358744394,0.17852161785216178,-0.08435121426471784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,P67778,FP,0.35796235787092573,1.6751187431494337,128.0,21.0,0.09417040358744394,0.17852161785216178,-0.08435121426471784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,Q925I1,,0.3573260173717717,1.6743800486789657,129.0,21.0,0.09417040358744394,0.1799163179916318,-0.08574591440418786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,O35387,FP,0.3572748834944717,1.6743207041714505,129.0,21.0,0.09417040358744394,0.1799163179916318,-0.08574591440418786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,E9QAZ2,,0.3560711923086324,1.6729243421506534,130.0,21.0,0.09417040358744394,0.18131101813110181,-0.08714061454365787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,P59999,FP,0.35449037413380663,1.6710922565270905,130.0,21.0,0.09417040358744394,0.18131101813110181,-0.08714061454365787,,,,,,,,,,,,,,,,,,,,,,1.0024283504777878,1.4339696755440332,38.0,31.0,0.13839285714285715,0.05322128851540616,0.08517156862745098,,,,,,,,,,,,,,
370,,,,,,,,Q9WUM4,FP,0.35416014647746735,1.6707097933513029,131.0,21.0,0.09417040358744394,0.18270571827057183,-0.08853531468312789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,Q78JE5,,0.3538811209764789,1.6703866997336272,132.0,21.0,0.09417040358744394,0.18410041841004185,-0.08993001482259791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,Q5F285,,0.35386661356388865,1.6703699027900518,132.0,21.0,0.09417040358744394,0.18410041841004185,-0.08993001482259791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,Q9DBB8,,0.3535027039730424,1.669948616965632,132.0,21.0,0.09417040358744394,0.18410041841004185,-0.08993001482259791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,Q80YQ1,TP,0.3533870859217551,1.669814792101067,132.0,21.0,0.09417040358744394,0.18410041841004185,-0.08993001482259791,,,,,,,,,,,,,,,,,,,,,,1.1783683248490227,1.6199558444744266,27.0,26.0,0.11607142857142858,0.037815126050420166,0.0782563025210084,,,,,,,,,,,,,,
375,,,,,,,,Q7TNC4,FP,0.35318115436750586,1.6695764582849175,132.0,22.0,0.09865470852017937,0.18410041841004185,-0.08544570988986248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,P97371,,0.3507588837896724,1.6667756080289784,133.0,22.0,0.09865470852017937,0.18549511854951187,-0.0868404100293325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0259274690974267,1.9434866683007872,34.0,26.0,0.11607142857142858,0.04755244755244755,0.06851898101898102
377,,,,,,,,Q8BZW8,,0.3507319963047086,1.6667445446474465,133.0,22.0,0.09865470852017937,0.18549511854951187,-0.0868404100293325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,P11276,TP,0.35066458537364525,1.6666666666666667,133.0,22.0,0.09865470852017937,0.18549511854951187,-0.0868404100293325,,,,,,,,,,,,,,,3.2272863424687954,9.889985303380223,3.0,12.0,0.05357142857142857,0.004201680672268907,0.04936974789915966,3.4098472894344103,7.607558139534884,2.0,9.0,0.04017857142857143,0.0028011204481792717,0.03737745098039216,1.8918540999319076,5.0990972076422425,7.0,9.0,0.04017857142857143,0.00980392156862745,0.03037464985994398,2.0389871763634386,3.9223191214470283,7.0,8.0,0.03571428571428571,0.009790209790209791,0.02592407592407592
379,,,,,,,,O55029,,0.348693894157215,1.6643915891072043,133.0,23.0,0.1031390134529148,0.18549511854951187,-0.08235610509659706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,Q8K0G8,FP,0.34820268748024796,1.6638249959787679,133.0,23.0,0.1031390134529148,0.18549511854951187,-0.08235610509659706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,Q9DCW4,,0.34818318946656057,1.6638025095471904,134.0,23.0,0.1031390134529148,0.18688981868898186,-0.08375080523606705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,Q91W92,FP,0.34811821325793463,1.663727576771055,134.0,23.0,0.1031390134529148,0.18688981868898186,-0.08375080523606705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,Q8CIM7,,0.34723362344276226,1.6627077733282132,135.0,23.0,0.1031390134529148,0.18828451882845187,-0.08514550537553707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,Q9DCS2,,0.3467596667246841,1.662161627354757,135.0,23.0,0.1031390134529148,0.18828451882845187,-0.08514550537553707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,B2RY56,FP,0.3461525681729251,1.6614623225122254,135.0,23.0,0.1031390134529148,0.18828451882845187,-0.08514550537553707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,Q8VC12,,0.3449982293426004,1.660133473832104,136.0,23.0,0.1031390134529148,0.1896792189679219,-0.08654020551500709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,E9PZ16,TP,0.3442924293324596,1.6593214965123653,136.0,23.0,0.1031390134529148,0.1896792189679219,-0.08654020551500709,,,,,,,,,,,,,,,3.6166865917893665,12.954385047706182,3.0,6.0,0.026785714285714284,0.004201680672268907,0.022584033613445378,3.4562481244743677,7.8562143310082435,2.0,8.0,0.03571428571428571,0.0028011204481792717,0.032913165266106444,1.404584777723906,3.6375637171611555,18.0,17.0,0.07589285714285714,0.025210084033613446,0.05068277310924369,1.2087184398748239,2.206008243500317,27.0,21.0,0.09375,0.03776223776223776,0.05598776223776224
388,,,,,,,,Q9DAW9,,0.343961508562255,1.6589409303074198,136.0,24.0,0.10762331838565023,0.1896792189679219,-0.08205590058227166,,,,,,,,,,,,,,,,,,,,,,1.085350162702623,1.5188046569021942,35.0,30.0,0.13392857142857142,0.049019607843137254,0.08490896358543418,,,,,,,,,,,,,,
389,,,,,,,,Q64433,,0.3437851298059037,1.6587381264962546,136.0,24.0,0.10762331838565023,0.1896792189679219,-0.08205590058227166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,E9QMC1,,0.34292540492212414,1.6577499525706696,136.0,24.0,0.10762331838565023,0.1896792189679219,-0.08205590058227166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,Q505D1,FP,0.3416295611796758,1.6562616127833518,136.0,24.0,0.10762331838565023,0.1896792189679219,-0.08205590058227166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,E9PYF4,FP,0.3407084297524338,1.6552044609665428,137.0,24.0,0.10762331838565023,0.1910739191073919,-0.08345060072174168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,Q9Z0E6,,0.3394511944232152,1.6537626628075253,138.0,24.0,0.10762331838565023,0.19246861924686193,-0.0848453008612117,,,,,,,,,,,,,,,,,,,,,,2.1477864836239267,3.1719557577010544,6.0,18.0,0.08035714285714286,0.008403361344537815,0.07195378151260505,1.6936225118068522,4.4444665012406945,10.0,14.0,0.0625,0.014005602240896359,0.04849439775910364,2.277885906875601,4.628695472400248,5.0,5.0,0.022321428571428572,0.006993006993006993,0.01532842157842158
394,,,,,,,,P62717,,0.33941341688295157,1.6537193589450665,138.0,24.0,0.10762331838565023,0.19246861924686193,-0.0848453008612117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,Q64339,TP,0.3391880991674365,1.6534611039694598,138.0,24.0,0.10762331838565023,0.19246861924686193,-0.0848453008612117,,,,,,,,,,,,,,,1.6597378213003056,3.3366950856033823,11.0,20.0,0.08928571428571429,0.015406162464985995,0.07387955182072829,2.3894655266762657,3.7504187604690116,4.0,15.0,0.06696428571428571,0.0056022408963585435,0.06136204481792717,1.714035087880586,4.507797878976918,8.0,12.0,0.05357142857142857,0.011204481792717087,0.04236694677871148,2.4083349227224624,5.06672899380624,5.0,3.0,0.013392857142857142,0.006993006993006993,0.006399850149850149
396,,,,,,,,Q9DBJ1,,0.33819791637526436,1.6523266528449665,138.0,25.0,0.11210762331838565,0.19246861924686193,-0.08036099592847627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,Q9QYR9,,0.3378580584457522,1.6519374575118966,138.0,25.0,0.11210762331838565,0.19246861924686193,-0.08036099592847627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,Q3UMR5,,0.3376568717270083,1.6517071075799872,138.0,25.0,0.11210762331838565,0.19246861924686193,-0.08036099592847627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,P14131,,0.33658616301148275,1.6504817335023194,138.0,25.0,0.11210762331838565,0.19246861924686193,-0.08036099592847627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,Q2TBE6,,0.3365117308221578,1.6503965832824894,138.0,25.0,0.11210762331838565,0.19246861924686193,-0.08036099592847627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,Q9D8U0,,0.33606497094766313,1.6498855835240274,138.0,25.0,0.11210762331838565,0.19246861924686193,-0.08036099592847627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,Q9CPQ3,,0.3354887599132282,1.6492267523599116,138.0,25.0,0.11210762331838565,0.19246861924686193,-0.08036099592847627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,P19783,,0.33490454744264436,1.6485590410609539,138.0,25.0,0.11210762331838565,0.19246861924686193,-0.08036099592847627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2331938131744746,3.230106100795756,27.0,23.0,0.10267857142857142,0.037815126050420166,0.06486344537815125,,,,,,,
404,,,,,,,,P05784,FP,0.3332838627676699,1.646708134147917,138.0,25.0,0.11210762331838565,0.19246861924686193,-0.08036099592847627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,Q9DBF1,FP,0.33151695074359483,1.6446925956474843,139.0,25.0,0.11210762331838565,0.19386331938633194,-0.08175569606794629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,Q99LH2,,0.3304686184479974,1.643497916225189,140.0,25.0,0.11210762331838565,0.19525801952580196,-0.08315039620741631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,Q922H4,,0.33018283120446146,1.6431723836574175,140.0,25.0,0.11210762331838565,0.19525801952580196,-0.08315039620741631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,O35841,FP,0.32895923656052856,1.6417793487503543,140.0,25.0,0.11210762331838565,0.19525801952580196,-0.08315039620741631,,,,,,,,,,,,,,,,,,,,,,1.1123935414469897,1.5475432249028795,33.0,28.0,0.125,0.046218487394957986,0.07878151260504201,,,,,,,,1.0005875205234815,1.9096486986678227,38.0,28.0,0.125,0.05314685314685315,0.07185314685314685
409,,,,,,,,Q9QYY9,,0.32839210706651406,1.6411340852130325,141.0,25.0,0.11210762331838565,0.19665271966527198,-0.08454509634688633,,,,,,,,,,,,,,,,,,,,,,1.0735401024590463,1.506422305764411,35.0,30.0,0.13392857142857142,0.049019607843137254,0.08490896358543418,,,,,,,,,,,,,,
410,,,,,,,,P51410,,0.32770522818688225,1.6403529138611563,141.0,25.0,0.11210762331838565,0.19665271966527198,-0.08454509634688633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,P84084,,0.327054476154642,1.6396131717468478,141.0,25.0,0.11210762331838565,0.19665271966527198,-0.08454509634688633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,P59017,,0.32440572829400344,1.636605649398073,141.0,25.0,0.11210762331838565,0.19665271966527198,-0.08454509634688633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,Q9D2G2,FP,0.3225669791986859,1.6345210853220007,141.0,25.0,0.11210762331838565,0.19665271966527198,-0.08454509634688633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,Q91YP0,,0.3221401911412482,1.6340376214674155,142.0,25.0,0.11210762331838565,0.19804741980474197,-0.08593979648635632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,P84091,,0.3220798201595871,1.6339692449994219,142.0,25.0,0.11210762331838565,0.19804741980474197,-0.08593979648635632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,Q91V55,,0.32201829993421055,1.6338995698358354,142.0,25.0,0.11210762331838565,0.19804741980474197,-0.08593979648635632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,Q9ES74,FP,0.3209921040074478,1.6327377824487652,142.0,25.0,0.11210762331838565,0.19804741980474197,-0.08593979648635632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,O89016,,0.3202948590901822,1.6319488817891374,143.0,25.0,0.11210762331838565,0.199442119944212,-0.08733449662582633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,Q91VA6,FP,0.31978808024804395,1.6313757239833095,143.0,25.0,0.11210762331838565,0.199442119944212,-0.08733449662582633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,Q9R0P5,,0.3196824954135361,1.6312563347651914,144.0,25.0,0.11210762331838565,0.200836820083682,-0.08872919676529635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,Q64282,,0.31958987802321503,1.6311516155758077,144.0,25.0,0.11210762331838565,0.200836820083682,-0.08872919676529635,,,,,,,,,,,,,,,2.5854128724679937,6.338295435956159,3.0,14.0,0.0625,0.004201680672268907,0.058298319327731093,3.1650355383364586,6.420215410107705,2.0,11.0,0.049107142857142856,0.0028011204481792717,0.04630602240896359,2.2870021671794913,6.705709144446262,3.0,6.0,0.026785714285714284,0.004201680672268907,0.022584033613445378,2.8311969625138724,6.792377796188898,3.0,3.0,0.013392857142857142,0.004195804195804196,0.009197052947052947
422,,,,,,,,P56395,,0.3191704897030927,1.6306775122518062,144.0,25.0,0.11210762331838565,0.200836820083682,-0.08872919676529635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,P97819,,0.3180558255869322,1.6294180945285985,144.0,25.0,0.11210762331838565,0.200836820083682,-0.08872919676529635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,Q78JT3,,0.31796517214831793,1.6293157113441554,144.0,25.0,0.11210762331838565,0.200836820083682,-0.08872919676529635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,Q501J6,FP,0.31723848688871187,1.6284952319379344,144.0,25.0,0.11210762331838565,0.200836820083682,-0.08872919676529635,,,,,,,,,,,,,,,,,,,,,,0.9846809750932839,1.4164376919347017,39.0,32.0,0.14285714285714285,0.0546218487394958,0.08823529411764705,,,,,,,,,,,,,,
426,,,,,,,,Q6PHZ2,,0.315912214730858,1.6269988412514484,145.0,25.0,0.11210762331838565,0.20223152022315202,-0.09012389690476637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,Q9QXD6,,0.3154293551898072,1.626454387685807,145.0,25.0,0.11210762331838565,0.20223152022315202,-0.09012389690476637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,B1B1A8,,0.3152512744879787,1.6262536368303953,145.0,25.0,0.11210762331838565,0.20223152022315202,-0.09012389690476637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,G3X8U3,,0.3144806701736779,1.6253852180726038,145.0,25.0,0.11210762331838565,0.20223152022315202,-0.09012389690476637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,Q8BUY5,,0.3138756385188738,1.6247037134579931,145.0,25.0,0.11210762331838565,0.20223152022315202,-0.09012389690476637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,Q8BGA9,,0.3130968962877246,1.6238269626916915,145.0,25.0,0.11210762331838565,0.20223152022315202,-0.09012389690476637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,Q5YD48,FP,0.31267120475943017,1.6233478958137477,145.0,25.0,0.11210762331838565,0.20223152022315202,-0.09012389690476637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,Q9JKX3,,0.31185641917564294,1.6224313424236605,146.0,25.0,0.11210762331838565,0.20362622036262204,-0.09151859704423639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,Q99K30,,0.3111371822145594,1.6216227018385292,146.0,25.0,0.11210762331838565,0.20362622036262204,-0.09151859704423639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,Q04207,FP,0.3110472086627957,1.6215215726321164,146.0,25.0,0.11210762331838565,0.20362622036262204,-0.09151859704423639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,P51660,,0.3107667131859237,1.6212063395151237,147.0,25.0,0.11210762331838565,0.20502092050209206,-0.0929132971837064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,O35129,FP,0.3105423711964779,1.6209542582586811,147.0,25.0,0.11210762331838565,0.20502092050209206,-0.0929132971837064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,Q922Q2,,0.3086117582068576,1.6187865497076024,148.0,25.0,0.11210762331838565,0.20641562064156208,-0.09430799732317642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,P47856,,0.30681627379154536,1.6167731663762128,148.0,25.0,0.11210762331838565,0.20641562064156208,-0.09430799732317642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,Q68FH0,FP,0.3049374866893739,1.6146690518783542,148.0,25.0,0.11210762331838565,0.20641562064156208,-0.09430799732317642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,Q8CD15,FP,0.30248287470747226,1.6119241777825781,149.0,25.0,0.11210762331838565,0.20781032078103207,-0.09570269746264641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,P49429,,0.3021789301057342,1.6115846160369758,150.0,25.0,0.11210762331838565,0.20920502092050208,-0.09709739760211643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,P28740,FP,0.30030593437768627,1.609493715002672,150.0,25.0,0.11210762331838565,0.20920502092050208,-0.09709739760211643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,Q8BMA6,FP,0.299573542744763,1.6086768545155228,151.0,25.0,0.11210762331838565,0.2105997210599721,-0.09849209774158645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,Q9R013,,0.29872762246431234,1.6077338877338878,152.0,25.0,0.11210762331838565,0.21199442119944212,-0.09988679788105646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,Q9CYR6,,0.2981989550340679,1.6071448506837844,152.0,25.0,0.11210762331838565,0.21199442119944212,-0.09988679788105646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,A2ADY9,,0.29782055220993786,1.6067233697853383,152.0,25.0,0.11210762331838565,0.21199442119944212,-0.09988679788105646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,Q9D379,,0.29675166681517806,1.6055333975152433,152.0,25.0,0.11210762331838565,0.21199442119944212,-0.09988679788105646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,Q07076,,0.2966341486990974,1.6054026203444722,152.0,25.0,0.11210762331838565,0.21199442119944212,-0.09988679788105646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,Q9CZR3,,0.296579112157662,1.6053413779335433,152.0,25.0,0.11210762331838565,0.21199442119944212,-0.09988679788105646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
