,fast_turbo(+)_1/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_1/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_1/fast_turbo(-)_1_ratio,uniprot,annotation,fast_turbo(+)_1/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_1/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_1/fast_turbo(-)_2_ratio,fast_turbo(+)_2/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_2/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_2/fast_turbo(-)_1_ratio,fast_turbo(+)_2/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_2/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_2/fast_turbo(-)_2_ratio,fast_turbo(+)_3/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_3/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_3/fast_turbo(-)_1_ratio,fast_turbo(+)_3/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_3/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_3/fast_turbo(-)_2_ratio,fast_turbo(+)_4/fast_turbo(-)_1_ratio,original_ratio_fast_turbo(+)_4/fast_turbo(-)_1_ratio,FP_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TP_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,FPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,TPR-FPR_fast_turbo(+)_4/fast_turbo(-)_1_ratio,fast_turbo(+)_4/fast_turbo(-)_2_ratio,original_ratio_fast_turbo(+)_4/fast_turbo(-)_2_ratio,FP_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TP_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio,FPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio,TPR-FPR_fast_turbo(+)_4/fast_turbo(-)_2_ratio
78,,,,,,,,O54904,,0.8810154897592152,2.4071340713407134,28.0,3.0,0.013452914798206279,0.03905160390516039,-0.02559868910695411,,,,,,,,,,,,,,,2.3153037631264963,5.25607476635514,3.0,16.0,0.07142857142857142,0.004201680672268907,0.06722689075630252,1.6877206713648245,2.305863058630586,16.0,22.0,0.09821428571428571,0.022408963585434174,0.07580532212885153,2.36943128322001,7.1,3.0,6.0,0.026785714285714284,0.004201680672268907,0.022584033613445378,1.7064203209242552,3.1148011480114803,11.0,13.0,0.05803571428571429,0.015384615384615385,0.0426510989010989
79,,,,,,,,Q71KT5,,0.8757969673752743,2.3984427048634243,28.0,3.0,0.013452914798206279,0.03905160390516039,-0.02559868910695411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,P09242,,0.8668038570836698,2.3835383962664403,28.0,3.0,0.013452914798206279,0.03905160390516039,-0.02559868910695411,,,,,,,,,,,,,,,,,,,,,,1.1531219043536824,1.5918540517607127,30.0,28.0,0.125,0.04201680672268908,0.08298319327731092,,,,,,,,,,,,,,
81,,,,,,,,Q91YI6,FP,0.8644473657216771,2.3796483136350535,28.0,3.0,0.013452914798206279,0.03905160390516039,-0.02559868910695411,,,,,,,,,,,,,,,,,,,,,,1.3021326775559663,1.765061977515134,24.0,25.0,0.11160714285714286,0.03361344537815126,0.0779936974789916,,,,,,,,,,,,,,
82,,,,,,,,P83882,,0.8561009028804054,2.3659210162938416,29.0,3.0,0.013452914798206279,0.040446304044630406,-0.026993389246424127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,P05367,TP,0.8501391870295198,2.356164383561644,29.0,3.0,0.013452914798206279,0.040446304044630406,-0.026993389246424127,,,,,,,,,,,,,,,,,,,,,,1.0883042827101856,1.521917808219178,35.0,29.0,0.12946428571428573,0.049019607843137254,0.08044467787114848,,,,,,,,1.0057078512119837,1.9164383561643836,38.0,27.0,0.12053571428571429,0.05314685314685315,0.06738886113886114
84,,,,,,,,G3X925,,0.8494346134171323,2.3550139769282254,29.0,4.0,0.017937219730941704,0.040446304044630406,-0.022509084313688702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,O55201,FP,0.8462413933250709,2.349807220469681,29.0,4.0,0.017937219730941704,0.040446304044630406,-0.022509084313688702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,P48036,,0.8440040839841262,2.346165999578681,30.0,4.0,0.017937219730941704,0.04184100418410042,-0.023903784453158713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.642784355760246,4.29057825407457,10.0,14.0,0.0625,0.014005602240896359,0.04849439775910364,1.0846129713984307,2.0241731619970507,32.0,23.0,0.10267857142857142,0.044755244755244755,0.05792332667332667
87,,,,,,,,Q6EDY6,FP,0.8425771607922315,2.3438466295609155,30.0,4.0,0.017937219730941704,0.04184100418410042,-0.023903784453158713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4232428275712388,2.559678416821274,17.0,17.0,0.07589285714285714,0.023776223776223775,0.05211663336663336
88,,,,,,,,F8VPN4,,0.8373444084204295,2.3353607382550337,31.0,4.0,0.017937219730941704,0.043235704323570434,-0.02529848459262873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,P21981,TP,0.8325335931306977,2.3275862068965516,31.0,4.0,0.017937219730941704,0.043235704323570434,-0.02529848459262873,,,,,,,,,,,,,,,3.710559856778186,13.825328846742122,3.0,5.0,0.022321428571428572,0.004201680672268907,0.018119747899159665,4.043914273805429,11.806426332288401,2.0,4.0,0.017857142857142856,0.0028011204481792717,0.015056022408963584,1.5083530211299372,3.9088406240440503,14.0,14.0,0.0625,0.0196078431372549,0.0428921568627451,1.806279567623097,3.3380355276907,10.0,10.0,0.044642857142857144,0.013986013986013986,0.03065684315684316
90,,,,,,,,Q61001,TP,0.8289180830202346,2.321760391198044,31.0,5.0,0.02242152466367713,0.043235704323570434,-0.020814179659893305,,,,,,,,,,,,,,,3.281117852620997,10.265983112183353,3.0,10.0,0.044642857142857144,0.004201680672268907,0.04044117647058824,3.539556886033639,8.323227383863081,2.0,7.0,0.03125,0.0028011204481792717,0.028448879551820728,,,,,,,,,,,,,,
91,,,,,,,,Q9QX47,FP,0.8271232697641644,2.318873755293579,31.0,6.0,0.026905829596412557,0.043235704323570434,-0.016329874727157877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,Q60668,FP,0.8215914518003766,2.3099993738651308,32.0,6.0,0.026905829596412557,0.044630404463040445,-0.017724574866627887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,Q91VD9,,0.8151979517233011,2.299784946236559,33.0,6.0,0.026905829596412557,0.04602510460251046,-0.019119275006097905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,P17742,TP,0.814748254181151,2.2990681998413955,33.0,6.0,0.026905829596412557,0.04602510460251046,-0.019119275006097905,,,,,,,,,,,,,,,,,,,,,,0.99648101775868,1.428070479777954,39.0,31.0,0.13839285714285715,0.0546218487394958,0.08377100840336135,1.3637793207286124,3.5361195783906862,23.0,19.0,0.08482142857142858,0.03221288515406162,0.052608543417366954,1.321951138747567,2.3861270816812055,22.0,19.0,0.08482142857142858,0.03076923076923077,0.054052197802197804
95,,,,,,,,Q08189,,0.8129121329516003,2.296144031755033,33.0,7.0,0.03139013452914798,0.04602510460251046,-0.01463497007336248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.179197558162869,2.1613269067195917,28.0,23.0,0.10267857142857142,0.039160839160839164,0.06351773226773226
96,,,,,,,,Q60953,FP,0.8118261341662505,2.2944162436548226,33.0,7.0,0.03139013452914798,0.04602510460251046,-0.01463497007336248,,,,,,,,,,,,,,,1.7028986195084979,3.438026474127557,10.0,20.0,0.08928571428571429,0.014005602240896359,0.07528011204481792,2.340647336568469,3.6256345177664975,4.0,16.0,0.07142857142857142,0.0056022408963585435,0.06582633053221289,,,,,,,,1.6558997821438552,3.0076142131979697,12.0,16.0,0.07142857142857142,0.016783216783216783,0.05464535464535464
97,,,,,,,,A0A140T8V3,,0.811630482180046,2.2941051060654516,34.0,7.0,0.03139013452914798,0.04741980474198047,-0.01602967021283249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,Q91YE3,FP,0.8074996118955439,2.2875457875457874,34.0,7.0,0.03139013452914798,0.04741980474198047,-0.01602967021283249,,,,,,,,,,,,,,,,,,,,,,1.4503526258561747,1.956043956043956,19.0,24.0,0.10714285714285714,0.02661064425770308,0.08053221288515405,,,,,,,,,,,,,,
99,,,,,,,,P62242,,0.801730349366779,2.2784162771514986,35.0,7.0,0.03139013452914798,0.04881450488145049,-0.017424370352302508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,Q02788,TP,0.8007317505607295,2.2768397578846766,35.0,7.0,0.03139013452914798,0.04881450488145049,-0.017424370352302508,,,,,,,,,,,,,,,4.721512218371285,27.861369193154033,3.0,2.0,0.008928571428571428,0.004201680672268907,0.004726890756302521,4.079441401643128,12.10077519379845,2.0,3.0,0.013392857142857142,0.0028011204481792717,0.01059173669467787,2.457364558822683,7.546210268948656,3.0,5.0,0.022321428571428572,0.004201680672268907,0.018119747899159665,1.779865871560442,3.2774769034724436,10.0,11.0,0.049107142857142856,0.013986013986013986,0.03512112887112887
101,,,,,,,,Q9WUK2,,0.7986847498165819,2.2736115026783197,35.0,8.0,0.03587443946188341,0.04881450488145049,-0.012940065419567083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,Q8BH95,,0.7927301208334533,2.264246660278451,35.0,8.0,0.03587443946188341,0.04881450488145049,-0.012940065419567083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,Q920E5,,0.7890227556941845,2.2584355828220857,35.0,8.0,0.03587443946188341,0.04881450488145049,-0.012940065419567083,,,,,,,,,,,,,,,,,,,,,,1.0838770308300967,1.5172546012269938,35.0,30.0,0.13392857142857142,0.049019607843137254,0.08490896358543418,,,,,,,,,,,,,,
104,,,,,,,,Q9D2Y4,FP,0.7790710105839228,2.242910447761194,35.0,8.0,0.03587443946188341,0.04881450488145049,-0.012940065419567083,,,,,,,,,,,,,,,,,,,,,,1.8469862673843294,2.575,13.0,21.0,0.09375,0.018207282913165267,0.07554271708683473,1.375307281369486,3.564488392089424,19.0,18.0,0.08035714285714286,0.02661064425770308,0.05374649859943978,1.696593376709489,3.0936567164179105,11.0,13.0,0.05803571428571429,0.015384615384615385,0.0426510989010989
105,,,,,,,,Q61171,,0.7776849480082179,2.240756616748445,36.0,8.0,0.03587443946188341,0.0502092050209205,-0.014334765559037094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,Q8BFZ9,,0.7678557140297325,2.225541993077063,36.0,8.0,0.03587443946188341,0.0502092050209205,-0.014334765559037094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3602711861714007,2.4503552559664783,19.0,19.0,0.08482142857142858,0.026573426573426574,0.058248001998002
107,,,,,,,,Q8R010,FP,0.7664458307371542,2.2233681297949945,36.0,8.0,0.03587443946188341,0.0502092050209205,-0.014334765559037094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,Z4YJD9,,0.7636684208641759,2.219091921640569,37.0,8.0,0.03587443946188341,0.05160390516039052,-0.01572946569850711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.276774102974431,3.3291683905668186,27.0,22.0,0.09821428571428571,0.037815126050420166,0.06039915966386555,1.4656210181145126,2.6359824411976676,17.0,17.0,0.07589285714285714,0.023776223776223775,0.05211663336663336
109,,,,,,,,Q3U108,FP,0.7566654268686639,2.2083463164923214,37.0,8.0,0.03587443946188341,0.05160390516039052,-0.01572946569850711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4733392590121608,2.6501224126418874,16.0,16.0,0.07142857142857142,0.022377622377622378,0.04905094905094905
110,,,,,,,,Q9CWL8,FP,0.7481306069387053,2.195320558058737,38.0,8.0,0.03587443946188341,0.05299860529986053,-0.017124165837977122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.239457317294248,2.253515010042886,24.0,21.0,0.09375,0.033566433566433566,0.060183566433566434
111,,,,,,,,Q99JY9,FP,0.7468534512087868,2.1933779953620203,39.0,8.0,0.03587443946188341,0.05439330543933055,-0.01851886597744714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,P99028,,0.7407492845331458,2.1841172299692744,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,P10649,,0.7402960273779831,2.1834311450798416,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.129931259478897,3.0069877714000497,29.0,24.0,0.10714285714285714,0.04061624649859944,0.06652661064425769,,,,,,,
114,,,,,,,,P61514,,0.7297984717842975,2.167601394799995,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,Q8R0Y6,,0.7286902042013257,2.1659368989646848,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,P99027,,0.7282449631147343,2.1652685558453877,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,Q8JZK9,,0.7245487011739536,2.1597281223449447,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,1.7241625758328731,2.36485010316786,14.0,22.0,0.09821428571428571,0.0196078431372549,0.07860644257703081,,,,,,,,1.9033401919218578,3.5703362058502246,8.0,9.0,0.04017857142857143,0.011188811188811189,0.028989760239760243
118,,,,,,,,P56654,,0.723697076422543,2.158453608247423,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,P81122,,0.7233618126831175,2.157952069716776,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,Q9CPY7,,0.7220107018980579,2.1559320534371404,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,P52760,FP,0.719895884190149,2.15277403111231,40.0,8.0,0.03587443946188341,0.05578800557880056,-0.01991356611691715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,O35215,,0.7093312910131535,2.137067237924124,41.0,8.0,0.03587443946188341,0.05718270571827057,-0.02130826625638716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,Q60605,,0.7052305813877598,2.13100147275405,41.0,8.0,0.03587443946188341,0.05718270571827057,-0.02130826625638716,,,,,,,,,,,,,,,,,,,,,,1.4785442886268216,1.9946428571428572,19.0,24.0,0.10714285714285714,0.02661064425770308,0.08053221288515405,,,,,,,,,,,,,,
124,,,,,,,,Q9CXS4,FP,0.7011878950881199,2.1250383889790725,41.0,8.0,0.03587443946188341,0.05718270571827057,-0.02130826625638716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0079394748020027,1.9194050805071732,37.0,27.0,0.12053571428571429,0.05174825174825175,0.06878746253746254
125,,,,,,,,Q3V460,,0.6986105368899782,2.1212454212454213,42.0,8.0,0.03587443946188341,0.058577405857740586,-0.02270296639585718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,Q8BTV2,FP,0.6957108017653856,2.116986120290813,42.0,8.0,0.03587443946188341,0.058577405857740586,-0.02270296639585718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,P41105,,0.6942542281101688,2.1148498475215796,43.0,8.0,0.03587443946188341,0.0599721059972106,-0.02409766653532719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,P97434,FP,0.6872107598675945,2.104549975136748,43.0,8.0,0.03587443946188341,0.0599721059972106,-0.02409766653532719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,Q02257,FP,0.6818928331756987,2.096806661176686,44.0,8.0,0.03587443946188341,0.061366806136680614,-0.025492366674797207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,Q8C7E4,TP,0.6794389594806952,2.093243243243243,45.0,8.0,0.03587443946188341,0.06276150627615062,-0.026887066814267217,,,,,,,,,,,,,,,inf,inf,3.0,1.0,0.004464285714285714,0.004201680672268907,0.00026260504201680666,1.8020005255545992,2.495945945945946,14.0,21.0,0.09375,0.0196078431372549,0.0741421568627451,inf,inf,1.0,0.0,0.0,0.0014005602240896359,-0.0014005602240896359,2.1330202260878663,4.186486486486486,7.0,7.0,0.03125,0.009790209790209791,0.02145979020979021
131,,,,,,,,O08785,FP,0.6761442436112287,2.088468309859155,45.0,9.0,0.04035874439461883,0.06276150627615062,-0.022402761881531792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,Q6PAM1,,0.6754947135884651,2.087528251489624,46.0,9.0,0.04035874439461883,0.06415620641562064,-0.02379746202100181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,P43883,,0.6754252677334943,2.0874277682336406,46.0,9.0,0.04035874439461883,0.06415620641562064,-0.02379746202100181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,Q06180,FP,0.6709398748586805,2.0809479553903345,46.0,9.0,0.04035874439461883,0.06415620641562064,-0.02379746202100181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0142267419655397,1.9277881040892193,36.0,27.0,0.12053571428571429,0.05034965034965035,0.07018606393606394
135,,,,,,,,P35505,,0.6699640802100685,2.0795409419426574,47.0,9.0,0.04035874439461883,0.06555090655509066,-0.025192162160471827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,Q99K41,TP,0.6648102583114364,2.0721253325450784,47.0,9.0,0.04035874439461883,0.06555090655509066,-0.025192162160471827,,,,,,,,,,,,,,,3.5370661218277784,12.258819538670284,3.0,7.0,0.03125,0.004201680672268907,0.027048319327731093,3.8995953388748625,10.682530298551582,2.0,5.0,0.022321428571428572,0.0028011204481792717,0.0195203081232493,1.8843352672122573,5.0725915875169605,7.0,10.0,0.044642857142857144,0.00980392156862745,0.03483893557422969,2.211436613725258,4.420336979012711,5.0,6.0,0.026785714285714284,0.006993006993006993,0.019792707292707292
137,,,,,,,,P10605,TP,0.662083160910022,2.068212135414789,47.0,10.0,0.04484304932735426,0.06555090655509066,-0.020707857227736402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,Q9DBM2,,0.6588393656807072,2.063567134268537,47.0,11.0,0.04932735426008968,0.06555090655509066,-0.016223552295000977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,Q9EST4,FP,0.6511896620882731,2.052654294346137,47.0,11.0,0.04932735426008968,0.06555090655509066,-0.016223552295000977,,,,,,,,,,,,,,,,,,,,,,1.5197022637259134,2.0523665659617323,18.0,24.0,0.10714285714285714,0.025210084033613446,0.08193277310924368,,,,,,,,1.2879816208879813,2.3305999136814846,23.0,20.0,0.08928571428571429,0.032167832167832165,0.05711788211788212
140,,,,,,,,Q60676,FP,0.6457517425533609,2.044931831653823,48.0,11.0,0.04932735426008968,0.06694560669456066,-0.01761825243447098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,P05366,TP,0.6444503161739892,2.043087971274686,49.0,11.0,0.04932735426008968,0.06834030683403068,-0.019012952573941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.821463197660282,4.856277755349213,7.0,11.0,0.049107142857142856,0.00980392156862745,0.039303221288515405,1.6926209107209282,3.085150038471403,12.0,13.0,0.05803571428571429,0.016783216783216783,0.0412524975024975
142,,,,,,,,S4R1W1,,0.6444495139643781,2.043086835217304,49.0,12.0,0.053811659192825115,0.06834030683403068,-0.014528647641205567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,Q8K1R3,,0.6371310228397559,2.032748924909031,49.0,12.0,0.053811659192825115,0.06834030683403068,-0.014528647641205567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,Q8R4R6,FP,0.632491623241273,2.026222537207654,49.0,12.0,0.053811659192825115,0.06834030683403068,-0.014528647641205567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,Q80YR4,,0.6288778839603507,2.0211534984632076,50.0,12.0,0.053811659192825115,0.0697350069735007,-0.015923347780675584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,Q91WU2,,0.6281835013767644,2.0201809324982603,50.0,12.0,0.053811659192825115,0.0697350069735007,-0.015923347780675584,,,,,,,,,,,,,,,,,,,,,,1.6073589531037171,2.1809324982602645,17.0,22.0,0.09821428571428571,0.023809523809523808,0.0744047619047619,,,,,,,,0.9793153476394578,1.88169798190675,40.0,29.0,0.12946428571428573,0.055944055944055944,0.07352022977022979
147,,,,,,,,Q9D6Z1,FP,0.625615722535144,2.016588514092674,50.0,12.0,0.053811659192825115,0.0697350069735007,-0.015923347780675584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,Q9Z2U1,FP,0.625494721440794,2.0164193867457962,51.0,12.0,0.053811659192825115,0.07112970711297072,-0.0173180479201456,,,,,,,,,,,,,,,1.7082880059177987,3.4508937151643284,8.0,20.0,0.08928571428571429,0.011204481792717087,0.0780812324929972,,,,,,,,2.1200903094151733,5.973092446665385,4.0,7.0,0.03125,0.0056022408963585435,0.025647759103641456,,,,,,,
149,,,,,,,,P63101,,0.6207370621320617,2.0097806757557795,52.0,12.0,0.053811659192825115,0.07252440725244072,-0.018712748059615605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,O08997,,0.6206964115598893,2.009724047306176,52.0,12.0,0.053811659192825115,0.07252440725244072,-0.018712748059615605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,Q9CRB9,FP,0.6198466333215296,2.0085406254188927,52.0,12.0,0.053811659192825115,0.07252440725244072,-0.018712748059615605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,Q9CWX9,FP,0.6165275443068746,2.003925053691772,53.0,12.0,0.053811659192825115,0.07391910739191074,-0.020107448199085623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,Q642K5,,0.612721394841718,1.9986452227334308,54.0,12.0,0.053811659192825115,0.07531380753138076,-0.02150214833855564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,B2RRE7,FP,0.6124536456155384,1.9982743293416305,54.0,12.0,0.053811659192825115,0.07531380753138076,-0.02150214833855564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,E9PWQ3,TP,0.6100661960937357,1.9949702119347592,55.0,12.0,0.053811659192825115,0.07670850767085077,-0.022896848478025658,,,,,,,,,,,,,,,4.5667579267768215,25.027459741226846,3.0,3.0,0.013392857142857142,0.004201680672268907,0.009191176470588234,4.197175900744483,13.129700166031839,2.0,2.0,0.008928571428571428,0.0028011204481792717,0.006127450980392156,2.085391669918199,5.8311458624220425,5.0,7.0,0.03125,0.0070028011204481795,0.02424719887955182,1.6803817733517772,3.0590878015431193,12.0,15.0,0.06696428571428571,0.016783216783216783,0.050181068931068926
156,,,,,,,,Q9CXN7,,0.609628786590085,1.9943654502668124,55.0,13.0,0.05829596412556054,0.07670850767085077,-0.018412543545290233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,Q3ULD5,,0.6068497755722141,1.9905274742551686,55.0,13.0,0.05829596412556054,0.07670850767085077,-0.018412543545290233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,Q60930,,0.6008946652370154,1.9823279732266754,55.0,13.0,0.05829596412556054,0.07670850767085077,-0.018412543545290233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,P70694,,0.5976676053843745,1.9778988031156988,55.0,13.0,0.05829596412556054,0.07670850767085077,-0.018412543545290233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,Q8CI94,,0.5960434513722636,1.9756733815034886,55.0,13.0,0.05829596412556054,0.07670850767085077,-0.018412543545290233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
