uniprot_id,description,pep_num,annotation,ctrl_turbo(-)_1,ctrl_turbo(-)_2,ctrl_turbo(+)_1,ctrl_turbo(+)_2,ctrl_turbo(+)_3,fast_turbo(-)_1,fast_turbo(-)_2,fast_turbo(+)_1,fast_turbo(+)_2,fast_turbo(+)_3,LPS_turbo(-)_1,LPS_turbo(-)_2,LPS_turbo(+)_1,LPS_turbo(+)_2,LPS_turbo(+)_3,LPS_turbo(+)_4
Q3SXB8,Colec11 Collectin-11,4,TP,417220.0,204507.0,237009.0,146119.0,97536.0,76304.0,111584.0,85016.0,103376.0,90891.0,183327.0,61482.0,114031.0,169930.0,135013.0,122819.0
Q8CIZ8,Vwf von Willebrand factor,40,TP,2138008.0,935021.0,1325201.0,628319.0,1161581.0,439502.0,1550084.0,1912456.0,2977447.0,2880203.0,2334960.0,1394425.0,9202752.0,2957169.0,4717485.0,4038763.0
F6TQW2,Ighg2c Protein Ighg2c,3,,252716.0,538846.0,499837.0,327072.0,122566.0,137424.0,194105.0,196623.0,136559.0,143307.0,114811.0,89222.0,306469.0,157251.0,100343.0,249210.0
P05366,Saa1 Serum amyloid A-1 protein,2,TP,4552.0,6558.0,22274.0,15766.0,17959.0,3896.0,3532.0,13066.0,12050.0,15008.0,21579.0,0.0,689426.0,250692.0,211888.0,239124.0
A0A0N4SVB3,"C1s2 MCG134312, isoform CRA_a",1,,2768.0,5639.0,35916.0,24851.0,24337.0,2251.0,3243.0,16767.0,12118.0,10812.0,3242.0,2067.0,24533.0,37957.0,30744.0,26076.0
P70375,F7 Coagulation factor VII,7,TP,19143.0,30293.0,307125.0,255532.0,311240.0,17328.0,26173.0,253043.0,176462.0,159211.0,19130.0,14569.0,292041.0,374704.0,344581.0,302398.0
Q60590,Orm1 Alpha-1-acid glycoprotein 1,2,TP,35111.0,56093.0,193240.0,135498.0,122477.0,29292.0,26323.0,89233.0,81071.0,72528.0,50588.0,16976.0,532189.0,391523.0,439804.0,351425.0
Q06770,Serpina6 Corticosteroid-binding globulin,6,TP,98887.0,371003.0,1072600.0,692107.0,639522.0,30639.0,46571.0,219769.0,287689.0,205650.0,31462.0,26223.0,189541.0,204946.0,285589.0,321506.0
P46412,Gpx3 Glutathione peroxidase 3,2,TP,67537.0,130285.0,515445.0,282283.0,298793.0,40443.0,47786.0,285392.0,301682.0,371870.0,33590.0,32954.0,339397.0,379740.0,148792.0,148511.0
P12246,Apcs Serum amyloid P-component,3,TP,28369.0,58859.0,354430.0,174655.0,188720.0,19676.0,26047.0,147869.0,106773.0,152096.0,413377.0,363416.0,3507609.0,3327789.0,1735795.0,1514355.0
