,User Input,Mapped Gene Symbol,Num of Expt. (found/total),Ave SC,Max SC,found,contaminant,Key
2109,P58304,VSX2, / 716,0.0,,,False,P58304
2110,P0CG36,CFC1B, / 716,0.0,,,False,"P0CG37, P0CG36"
2111,Q86UF2,CTAGE6,1 / 716,1.0,1.0,1,False,"Q96RT6, Q86UF2, P0CG41, Q96PC5"
2112,P51668,UBE2D1,4 / 716,1.3,2.0,4,False,P51668
2113,Q13217,DNAJC3,21 / 716,2.0,5.0,21,False,Q13217
2114,P61204,ARF3,261 / 716,6.4,32.0,261,True,P61204
2115,Q9UMR7,CLEC4A, / 716,0.0,,,False,Q9UMR7
2116,Q6SPF0,SAMD1,8 / 716,2.9,11.0,8,False,Q6SPF0
2117,P10747,CD28, / 716,0.0,,,False,P10747
2118,Q86VI4,LAPTM4B, / 716,0.0,,,False,Q86VI4
2119,Q15008,PSMD6,187 / 716,3.8,16.0,187,False,Q15008
2120,Q9Y2W7,KCNIP3, / 716,0.0,,,False,Q9Y2W7
2121,Q2TAA5,ALG11, / 716,0.0,,,False,Q2TAA5
2122,P28562,DUSP1, / 716,0.0,,,False,P28562
2123,Q9NQR9,G6PC2, / 716,0.0,,,False,Q9NQR9
2124,Q99808,SLC29A1,19 / 716,1.3,3.0,19,False,Q99808
2125,O43699,SIGLEC6, / 716,0.0,,,False,"P20138, O43699"
2126,P81408,FAM189B, / 716,0.0,,,False,P81408
2127,P13798,APEH,35 / 716,1.9,7.0,35,False,P13798
2128,Q8IZ41,RASEF, / 716,0.0,,,False,Q8IZ41
2129,Q63HQ0,AP1AR, / 716,0.0,,,False,Q63HQ0
2130,Q7Z6G3,NECAB2,1 / 716,1.0,1.0,1,False,Q7Z6G3
2131,O43747,AP1G1,21 / 716,1.7,11.0,21,False,O43747
2132,O60931,CTNS, / 716,0.0,,,False,O60931
2133,P0C7X2,ZNF688, / 716,0.0,,,False,P0C7X2
2134,Q9Y644,RFNG,1 / 716,1.0,1.0,1,False,Q9Y644
2135,Q9UEE9,CFDP1,86 / 716,2.8,9.0,86,False,Q9UEE9
2136,O43829,ZBTB14,11 / 716,1.0,1.0,11,False,O43829
2137,Q9GZW8,MS4A7, / 716,0.0,,,False,Q9GZW8
2138,Q9H2J4,PDCL3,9 / 716,1.1,2.0,9,False,Q9H2J4
2139,Q969Z4,RELT, / 716,0.0,,,False,Q969Z4
2140,Q6IQ49,SDE2,85 / 716,1.6,9.0,85,False,Q6IQ49
2141,Q96MM3,ZFP42,33 / 716,1.3,3.0,33,False,Q96MM3
2142,Q8TDN1,KCNG4,1 / 716,1.0,1.0,1,False,Q8TDN1
2143,Q5I0X4,C6ORF226, / 716,0.0,,,False,Q5I0X4
2144,Q9UPR6,ZFR2, / 716,0.0,,,False,Q9UPR6
2145,P48165,GJA8,2 / 716,1.0,1.0,2,False,P48165
2146,Q8IVF1,NUTM2A,2 / 716,1.0,1.0,2,False,"Q8IVF1, A6NNL0, Q5VT03, B1AL46, A1L443, Q5VZR2"
2147,Q9HBG4,ATP6V0A4,1 / 716,1.0,1.0,1,False,Q9HBG4
2148,O00512,BCL9,1 / 716,1.0,1.0,1,False,O00512
2149,P04075,ALDOA,301 / 716,11.2,77.0,301,True,P04075
2150,Q9Y689,ARL5A, / 716,0.0,,,False,Q9Y689
2151,Q9NYG2,ZDHHC3, / 716,0.0,,,False,Q9NYG2
2152,Q9H7B2,RPF2,53 / 716,2.7,13.0,53,False,Q9H7B2
2153,Q9Y2D0,CA5B,1 / 716,2.0,2.0,1,False,Q9Y2D0
2154,P63098,PPP3R1,1 / 716,1.0,1.0,1,False,P63098
2155,Q96D71,REPS1,69 / 716,2.8,9.0,69,False,Q96D71
2156,P35712,SOX6, / 716,0.0,,,False,P35712
2157,Q5T4T6,SYCP2L, / 716,0.0,,,False,Q5T4T6
2158,O60565,GREM1, / 716,0.0,,,False,O60565
2159,Q92551,IP6K1, / 716,0.0,,,False,Q92551
2160,Q96DD0,LRRC39,1 / 716,1.0,1.0,1,False,Q96DD0
2161,P42568,MLLT3,4 / 716,1.0,1.0,4,False,P42568
2162,Q96R45,OR2A7, / 716,0.0,,,False,"O95047, Q96R45"
2163,O94913,PCF11,80 / 716,4.5,31.0,80,False,O94913
2164,Q9NQ79,CRTAC1, / 716,0.0,,,False,Q9NQ79
2165,Q9NQZ2,UTP3,72 / 716,4.3,30.0,72,False,Q9NQZ2
2166,Q8N3T6,TMEM132C,1 / 716,1.0,1.0,1,False,Q8N3T6
2167,Q96CS7,PLEKHB2, / 716,0.0,,,False,Q96CS7
2168,O60299,LZTS3,2 / 716,1.0,1.0,2,False,O60299
2169,Q9UGI8,TES,61 / 716,2.1,9.0,61,False,Q9UGI8
2170,Q9NRA0,SPHK2, / 716,0.0,,,False,Q9NRA0
2171,Q9NZ72,STMN3,12 / 716,1.6,5.0,12,False,Q9NZ72
2172,P12318,FCGR2A, / 716,0.0,,,False,P12318
2173,P56746,CLDN15, / 716,0.0,,,False,P56746
2174,Q16649,NFIL3, / 716,0.0,,,False,Q16649
2175,Q9Y3T9,NOC2L,86 / 716,2.7,17.0,86,False,Q9Y3T9
2176,P55285,CDH6,1 / 716,1.0,1.0,1,False,P55285
2177,Q8WYQ5,DGCR8,69 / 716,3.0,12.0,69,False,Q8WYQ5
2178,P47898,HTR5A, / 716,0.0,,,False,P47898
2179,Q96PZ2,FAM111A,4 / 716,1.5,2.0,4,False,Q96PZ2
2180,P51965,UBE2E1,30 / 716,1.3,2.0,30,False,P51965
2181,Q92187,ST8SIA4, / 716,0.0,,,False,Q92187
2182,Q9ULI4,KIF26A,3 / 716,1.0,1.0,3,False,Q9ULI4
2183,Q0P5P2,C17ORF67, / 716,0.0,,,False,Q0P5P2
2184,Q96PP4,TSGA13, / 716,0.0,,,False,Q96PP4
2185,Q9Y5G0,PCDHGB5, / 716,0.0,,,False,Q9Y5G0
2186,Q9H2A7,CXCL16, / 716,0.0,,,False,Q9H2A7
2187,O75800,ZMYND10, / 716,0.0,,,False,O75800
2188,P04439,HLA-A,114 / 716,2.5,15.0,114,False,"P04439, P01889, P10321, P13747, P30511, P17693, P01893"
2189,Q8WUH1,CHURC1, / 716,0.0,,,False,Q8WUH1
2190,Q9BTC8,MTA3,166 / 716,3.6,33.0,166,False,Q9BTC8
2191,Q92953,KCNB2,3 / 716,1.0,1.0,3,False,Q92953
2192,Q9Y2P5,SLC27A5, / 716,0.0,,,False,Q9Y2P5
2193,U3KPV4,A3GALT2, / 716,0.0,,,False,U3KPV4
2194,Q86SQ7,SDCCAG8,1 / 716,1.0,1.0,1,False,Q86SQ7
2195,O60641,SNAP91,36 / 716,1.1,5.0,36,False,O60641
2196,Q9HCE7,SMURF1, / 716,0.0,,,False,Q9HCE7
2197,Q5T7R7,C1ORF185, / 716,0.0,,,False,Q5T7R7
2198,O94991,SLITRK5,4 / 716,1.0,1.0,4,False,O94991
2199,Q9BSA4,TTYH2, / 716,0.0,,,False,Q9BSA4
2200,Q14093,CYLC2, / 716,0.0,,,False,Q14093
2201,Q96KK3,KCNS1, / 716,0.0,,,False,Q96KK3
2202,Q14134,TRIM29,3 / 716,1.3,2.0,3,False,Q14134
2203,O43559,FRS3, / 716,0.0,,,False,O43559
2204,Q96K62,ZBTB45, / 716,0.0,,,False,Q96K62
2205,Q8TBE3,FNDC9, / 716,0.0,,,False,Q8TBE3
2206,P12829,MYL4,3 / 716,1.3,2.0,3,False,P12829
2207,Q7Z569,BRAP,93 / 716,6.6,21.0,93,False,Q7Z569
2208,P22083,FUT4,1 / 716,1.0,1.0,1,False,P22083
2209,Q02577,NHLH2, / 716,0.0,,,False,Q02577
2210,Q12934,BFSP1, / 716,0.0,,,False,Q12934
2211,Q14500,KCNJ12,2 / 716,1.0,1.0,2,False,"Q14500, B7U540"
2212,Q9H714,RUBCNL, / 716,0.0,,,False,Q9H714
2213,Q9BXF9,TEKT3, / 716,0.0,,,False,Q9BXF9
2214,Q9C0I9,LRRC27,1 / 716,1.0,1.0,1,False,Q9C0I9
2215,Q96I82,KAZALD1, / 716,0.0,,,False,Q96I82
2216,Q9NW97,TMEM51, / 716,0.0,,,False,Q9NW97
2217,Q8N6N2,TTC9B, / 716,0.0,,,False,Q8N6N2
2218,P19440,GGT1, / 716,0.0,,,False,"P19440, P36268, A6NGU5, Q9BX51, Q14390, B5MD39"
2219,Q14558,PRPSAP1,88 / 716,6.5,50.0,88,False,Q14558
2220,Q8IYT4,KATNAL2,132 / 716,1.7,6.0,132,False,Q8IYT4
2221,O00634,NTN3,1 / 716,1.0,1.0,1,False,O00634
2222,Q9UNN4,GTF2A1L, / 716,0.0,,,False,Q9UNN4
2223,P09603,CSF1, / 716,0.0,,,False,P09603
2224,P23526,AHCY,232 / 716,9.3,56.0,232,True,P23526
2225,Q9Y2K2,SIK3,2 / 716,1.0,1.0,2,False,Q9Y2K2
2226,P13671,C6,19 / 716,1.5,4.0,19,False,P13671
2227,P46013,MKI67,246 / 716,75.6,612.0,246,True,P46013
2228,P22532,SPRR2D,27 / 716,3.3,13.0,27,False,"P35326, P35325, P22532, P22531, Q96RM1"
2229,P13535,MYH8,19 / 716,3.0,35.0,19,False,P13535
2230,Q9H0V9,LMAN2L,4 / 716,1.0,1.0,4,False,Q9H0V9
2231,Q5VTL7,FNDC7, / 716,0.0,,,False,Q5VTL7
2232,O60285,NUAK1,1 / 716,1.0,1.0,1,False,O60285
2233,Q12894,IFRD2, / 716,0.0,,,False,Q12894
2234,Q9BU79,TMEM243, / 716,0.0,,,False,Q9BU79
2235,Q53GQ0,HSD17B12,97 / 716,2.6,9.0,97,False,Q53GQ0
2236,Q99807,COQ7,1 / 716,1.0,1.0,1,False,Q99807
2237,P0DN78,OPN1MW3, / 716,0.0,,,False,"P04000, P04001, P0DN78"
2238,O43314,PPIP5K2,20 / 716,1.1,2.0,20,False,O43314
2239,P15391,CD19, / 716,0.0,,,False,P15391
2240,Q9UNU6,CYP8B1, / 716,0.0,,,False,Q9UNU6
2241,P05164,MPO,3 / 716,5.0,7.0,3,False,P05164
2242,Q7L523,RRAGA,4 / 716,1.0,1.0,4,False,Q7L523
2243,Q9UIX4,KCNG1, / 716,0.0,,,False,Q9UIX4
2244,P78357,CNTNAP1, / 716,0.0,,,False,P78357
2245,P49765,VEGFB, / 716,0.0,,,False,P49765
2246,A0A0B4J1Y9,IGHV3-72, / 716,0.0,,,False,"A0A0B4J1V0, A0A0A0MS15, A0A0B4J1Y9, A0A0B4J1V6"
2247,Q2KHN1,RNF151, / 716,0.0,,,False,Q2KHN1
2248,Q15744,CEBPE, / 716,0.0,,,False,Q15744
2249,Q96QS3,ARX, / 716,0.0,,,False,Q96QS3
2250,P25929,NPY1R, / 716,0.0,,,False,P25929
2251,O43790,KRT86,132 / 716,6.1,155.0,132,False,O43790
2252,P06732,CKM,39 / 716,1.5,9.0,39,False,P06732
2253,P22033,MUT,18 / 716,1.8,4.0,18,False,P22033
2254,Q9UK28,TMEM59L, / 716,0.0,,,False,Q9UK28
2255,Q5VUJ5,AGAP7P, / 716,0.0,,,False,"Q9UPQ3, Q8TF27, A6NIR3, Q5VUJ5, Q5VTM2"
2256,Q8IUX7,AEBP1,4 / 716,7.3,13.0,4,False,Q8IUX7
2257,Q8N2Q7,NLGN1,1 / 716,1.0,1.0,1,False,Q8N2Q7
2258,P01733,TRBV12-3,1 / 716,1.0,1.0,1,False,"P01733, A0A0B4J2E0"
2259,Q9BXJ9,NAA15,68 / 716,2.8,14.0,68,False,Q9BXJ9
2260,P98171,ARHGAP4,2 / 716,1.0,1.0,2,False,P98171
2261,Q8TBY0,RBM46,1 / 716,1.0,1.0,1,False,Q8TBY0
2262,Q9BZG8,DPH1, / 716,0.0,,,False,Q9BZG8
2263,Q86U38,NOP9,13 / 716,1.7,6.0,13,False,Q86U38
2264,O75676,RPS6KA4,2 / 716,1.5,2.0,2,False,O75676
2265,Q9BQ66,KRTAP4-12, / 716,0.0,,,False,"Q9BYQ6, Q9BQ66, Q9BYR3, Q9BYR2, Q9BYQ5"
2266,Q8IUB3,WFDC10B, / 716,0.0,,,False,"Q9H1F0, Q8IUB3"
2267,Q5TGS1,HES3, / 716,0.0,,,False,Q5TGS1
2268,Q9NQX5,NPDC1,1 / 716,1.0,1.0,1,False,Q9NQX5
2269,A0JLT2,MED19,31 / 716,2.8,8.0,31,False,A0JLT2
2270,Q9P2X0,DPM3,11 / 716,1.2,2.0,11,False,Q9P2X0
2271,Q8NB15,ZNF511, / 716,0.0,,,False,Q8NB15
2272,P38159,RBMX,377 / 716,7.5,71.0,377,True,P38159
2273,Q6UXI9,NPNT, / 716,0.0,,,False,Q6UXI9
2274,Q8TE67,EPS8L3, / 716,0.0,,,False,Q8TE67
2275,Q9UJA9,ENPP5, / 716,0.0,,,False,Q9UJA9
2276,Q14565,DMC1,1 / 716,4.0,4.0,1,False,Q14565
2277,O75446,SAP30,2 / 716,1.0,1.0,2,False,O75446
2278,P51679,CCR4, / 716,0.0,,,False,P51679
2279,Q01344,IL5RA, / 716,0.0,,,False,Q01344
2280,Q86W26,NLRP10,1 / 716,1.0,1.0,1,False,Q86W26
2281,Q86TG7,PEG10,69 / 716,1.3,3.0,69,False,Q86TG7
2282,Q3ZCT8,KBTBD12,1 / 716,1.0,1.0,1,False,Q3ZCT8
2283,Q16513,PKN2,65 / 716,3.9,10.0,65,False,Q16513
2284,P31275,HOXC12, / 716,0.0,,,False,P31275
2285,Q9Y6X2,PIAS3,1 / 716,1.0,1.0,1,False,Q9Y6X2
2286,Q7Z4N8,P4HA3, / 716,0.0,,,False,Q7Z4N8
2287,P51812,RPS6KA3,19 / 716,1.4,4.0,19,False,P51812
2288,P15428,HPGD,1 / 716,1.0,1.0,1,False,P15428
2289,P50990,CCT8,451 / 716,36.7,267.0,451,True,P50990
2290,Q9NY33,DPP3,24 / 716,1.8,6.0,24,False,Q9NY33
2291,D6RJB6,USP17L20,11 / 716,1.0,1.0,11,False,"Q7RTZ2, C9JJH3, C9JVI0, C9JPN9, C9JLJ4, C9J2P7, D6RBQ6, D6R9N7, D6RCP7, Q6R6M4, D6RJB6, D6R901, D6RA61, D6RBM5, Q0WX57, A6NCW0, A6NCW7, A8MUK1, Q6QN14, P0C7H9, P0C7I0"
2292,P16104,H2AFX,484 / 716,6.9,135.0,484,True,P16104
2293,P38405,GNAL,147 / 716,1.5,8.0,147,False,P38405
2294,Q9HCU0,CD248,2 / 716,3.0,3.0,2,False,Q9HCU0
2295,Q9H461,FZD8, / 716,0.0,,,False,Q9H461
2296,Q05066,SRY, / 716,0.0,,,False,Q05066
2297,Q6P1X5,TAF2,56 / 716,3.6,22.0,56,False,Q6P1X5
2298,Q8N726,CDKN2A,81 / 716,1.6,6.0,81,False,"P42771, Q8N726"
2299,Q9UGI6,KCNN3, / 716,0.0,,,False,Q9UGI6
2300,O96004,HAND1, / 716,0.0,,,False,O96004
2301,Q8IY95,TMEM192, / 716,0.0,,,False,Q8IY95
2302,Q96HR9,REEP6,1 / 716,1.0,1.0,1,False,Q96HR9
2303,Q9Y3B3,TMED7,4 / 716,1.3,2.0,4,False,Q9Y3B3
2304,P04275,VWF,1 / 716,2.0,2.0,1,False,P04275
2305,Q6ZMQ8,AATK, / 716,0.0,,,False,Q6ZMQ8
2306,Q8N141,ZFP82,6 / 716,1.2,2.0,6,False,Q8N141
2307,O15530,PDPK1, / 716,0.0,,,False,"O15530, Q6A1A2"
2308,Q6Q6R5,CRIP3, / 716,0.0,,,False,Q6Q6R5
2309,Q96N67,DOCK7,103 / 716,2.6,21.0,103,False,Q96N67
2310,O94806,PRKD3,2 / 716,1.0,1.0,2,False,O94806
2311,Q8N0Z6,TTC5,1 / 716,2.0,2.0,1,False,Q8N0Z6
2312,Q8NG75,OR5T1, / 716,0.0,,,False,Q8NG75
2313,P22466,GAL, / 716,0.0,,,False,P22466
2314,P0C7N5,OR8U9, / 716,0.0,,,False,"Q8NH10, P0C7N5"
2315,Q99700,ATXN2,116 / 716,3.1,15.0,116,False,Q99700
2316,P08621,SNRNP70,266 / 716,6.8,48.0,266,True,P08621
2317,O14641,DVL2,130 / 716,11.9,59.0,130,False,O14641
2318,O94823,ATP10B,3 / 716,1.0,1.0,3,False,O94823
2319,O14960,LECT2, / 716,0.0,,,False,O14960
2320,A6NFA1,TRABD2B, / 716,0.0,,,False,A6NFA1
2321,P67936,TPM4,311 / 716,4.0,32.0,311,True,P67936
2322,Q9NQG1,MANBAL, / 716,0.0,,,False,Q9NQG1
2323,P05141,SLC25A5,525 / 716,11.5,71.0,525,True,P05141
2324,O14494,PLPP1, / 716,0.0,,,False,O14494
2325,Q8N755,PQLC3,1 / 716,1.0,1.0,1,False,Q8N755
2326,Q9BQ90,KLHDC3,18 / 716,1.5,3.0,18,False,Q9BQ90
2327,Q9Y2I8,WDR37, / 716,0.0,,,False,Q9Y2I8
2328,Q9H6K1,C6ORF106, / 716,0.0,,,False,Q9H6K1
2329,Q2TAM9,TUSC1, / 716,0.0,,,False,Q2TAM9
2330,O75928,PIAS2,29 / 716,1.1,2.0,29,False,O75928
2331,Q99437,ATP6V0B, / 716,0.0,,,False,Q99437
2332,A6NNL0,NUTM2B,2 / 716,1.0,1.0,2,False,"Q8IVF1, A6NNL0, Q5VT03, B1AL46, A1L443, Q5VZR2"
2333,Q9NQ88,TIGAR,66 / 716,1.4,3.0,66,False,Q9NQ88
2334,Q13136,PPFIA1,14 / 716,1.1,2.0,14,False,Q13136
2335,P58505,C21ORF58, / 716,0.0,,,False,P58505
2336,A7MBM2,DISP2,1 / 716,1.0,1.0,1,False,A7MBM2
2337,Q96FZ2,HMCES,4 / 716,1.0,1.0,4,False,Q96FZ2
2338,P35527,KRT9,577 / 716,40.6,688.0,577,True,P35527
2339,Q53T94,TAF1B,2 / 716,4.5,5.0,2,False,Q53T94
2340,P20800,EDN2, / 716,0.0,,,False,P20800
2341,Q16720,ATP2B3,46 / 716,1.2,3.0,46,False,Q16720
2342,Q96MS3,GLT1D1, / 716,0.0,,,False,Q96MS3
2343,A0A0J9YX57,MAGEB6P1, / 716,0.0,,,False,"Q8N7X4, A0A0J9YX57"
2344,Q53F19,NCBP3,81 / 716,2.3,18.0,81,False,Q53F19
2345,Q9UN19,DAPP1, / 716,0.0,,,False,Q9UN19
2346,P09960,LTA4H,66 / 716,6.5,20.0,66,False,P09960
2347,Q96DR4,STARD4, / 716,0.0,,,False,Q96DR4
2348,Q96G21,IMP4,7 / 716,2.0,5.0,7,False,Q96G21
2349,Q13075,NAIP, / 716,0.0,,,False,Q13075
2350,Q8NCR3,C11ORF65, / 716,0.0,,,False,Q8NCR3
2351,Q13002,GRIK2,2 / 716,1.0,1.0,2,False,Q13002
2352,O14727,APAF1, / 716,0.0,,,False,O14727
2353,Q9BWV1,BOC, / 716,0.0,,,False,Q9BWV1
2354,Q9NRW1,RAB6B,137 / 716,1.9,8.0,137,False,Q9NRW1
2355,Q9UNQ2,DIMT1,51 / 716,2.3,9.0,51,False,Q9UNQ2
2356,O15014,ZNF609,70 / 716,2.3,13.0,70,False,O15014
2357,O60831,PRAF2,22 / 716,1.3,4.0,22,False,O60831
2358,O43315,AQP9, / 716,0.0,,,False,O43315
2359,C9JE40,PATL2, / 716,0.0,,,False,C9JE40
2360,Q9UGQ2,CACFD1, / 716,0.0,,,False,Q9UGQ2
2361,O75445,USH2A, / 716,0.0,,,False,O75445
2362,Q7RTX9,SLC16A14, / 716,0.0,,,False,Q7RTX9
2363,Q6UXZ4,UNC5D, / 716,0.0,,,False,Q6UXZ4
2364,A6NKW6,FAM159B, / 716,0.0,,,False,A6NKW6
2365,P40425,PBX2,2 / 716,1.0,1.0,2,False,P40425
2366,Q5T764,IFIT1B,13 / 716,1.2,3.0,13,False,"P09914, Q5T764"
2367,A6NCF5,KLHL33, / 716,0.0,,,False,A6NCF5
2368,O00222,GRM8,4 / 716,1.3,2.0,4,False,O00222
2369,Q96L12,CALR3, / 716,0.0,,,False,Q96L12
2370,O75578,ITGA10, / 716,0.0,,,False,O75578
2371,Q8N954,GPATCH11,34 / 716,1.3,3.0,34,False,Q8N954
2372,Q9HB75,PIDD1, / 716,0.0,,,False,Q9HB75
2373,P23919,DTYMK,15 / 716,2.1,4.0,15,False,P23919
2374,Q8TBZ2,MYCBPAP, / 716,0.0,,,False,Q8TBZ2
2375,P31358,CD52, / 716,0.0,,,False,P31358
2376,Q96N16,JAKMIP1, / 716,0.0,,,False,Q96N16
2377,P12532,CKMT1B,71 / 716,3.2,13.0,71,False,P12532
2378,Q8N0X7,SPG20,103 / 716,3.8,16.0,103,False,Q8N0X7
2379,P60900,PSMA6,193 / 716,4.4,14.0,193,False,P60900
2380,Q5VT03,NUTM2D,2 / 716,1.0,1.0,2,False,"Q8IVF1, A6NNL0, Q5VT03, B1AL46, A1L443, Q5VZR2"
2381,Q8N5S9,CAMKK1,1 / 716,1.0,1.0,1,False,Q8N5S9
2382,Q9BRP7,FDXACB1, / 716,0.0,,,False,Q9BRP7
2383,Q9NWT1,PAK1IP1,23 / 716,3.0,8.0,23,False,Q9NWT1
2384,Q96A72,MAGOHB,83 / 716,3.6,19.0,83,False,Q96A72
2385,P12755,SKI,6 / 716,1.8,3.0,6,False,P12755
2386,Q8IYP9,ZDHHC23, / 716,0.0,,,False,Q8IYP9
2387,Q2NL98,VMAC, / 716,0.0,,,False,Q2NL98
2388,P22102,GART,336 / 716,9.7,51.0,336,True,P22102
2389,P17509,HOXB6,3 / 716,1.0,1.0,3,False,P17509
2390,Q8WTR4,GDPD5, / 716,0.0,,,False,Q8WTR4
2391,Q8NEU8,APPL2,2 / 716,1.5,2.0,2,False,Q8NEU8
2392,Q4U2R8,SLC22A6, / 716,0.0,,,False,Q4U2R8
2393,Q96PD6,MOGAT1, / 716,0.0,,,False,Q96PD6
2394,Q9Y5H5,PCDHA9, / 716,0.0,,,False,Q9Y5H5
2395,Q9H3U5,MFSD1, / 716,0.0,,,False,Q9H3U5
2396,Q13822,ENPP2,3 / 716,1.3,2.0,3,False,Q13822
2397,Q8N7X0,ADGB, / 716,0.0,,,False,Q8N7X0
2398,Q96NK8,NEUROD6,1 / 716,1.0,1.0,1,False,Q96NK8
2399,Q7Z404,TMC4,1 / 716,1.0,1.0,1,False,Q7Z404
2400,O75925,PIAS1,37 / 716,1.2,3.0,37,False,O75925
2401,Q01167,FOXK2,35 / 716,1.4,7.0,35,False,Q01167
2402,P00491,PNP,78 / 716,3.7,14.0,78,False,P00491
2403,O75356,ENTPD5, / 716,0.0,,,False,O75356
2404,O75496,GMNN,4 / 716,7.8,28.0,4,False,O75496
2405,A6NI72,NCF1B, / 716,0.0,,,False,"P14598, A6NI72, A8MVU1"
2406,O75474,FRAT2, / 716,0.0,,,False,O75474
2407,Q96Q40,CDK15,157 / 716,1.2,3.0,157,False,Q96Q40
2408,Q96HA8,WDYHV1, / 716,0.0,,,False,Q96HA8
2409,Q9NUQ9,FAM49B,9 / 716,1.2,3.0,9,False,Q9NUQ9
2410,P05412,JUN,21 / 716,3.4,11.0,21,False,P05412
2411,Q8TEC5,SH3RF2, / 716,0.0,,,False,Q8TEC5
2412,Q3LI76,KRTAP15-1, / 716,0.0,,,False,Q3LI76
2413,P31350,RRM2,64 / 716,2.2,16.0,64,False,"Q96LS8, P31350"
2414,Q15545,TAF7,103 / 716,3.9,20.0,103,False,Q15545
2415,Q6ZU15,SEPT14,94 / 716,1.6,4.0,94,False,Q6ZU15
2416,O14512,SOCS7, / 716,0.0,,,False,O14512
2417,P20645,M6PR,4 / 716,1.5,3.0,4,False,P20645
2418,P02144,MB,5 / 716,1.4,3.0,5,False,P02144
2419,Q96B42,TMEM18, / 716,0.0,,,False,Q96B42
2420,O00198,HRK, / 716,0.0,,,False,O00198
2421,Q86YI8,PHF13, / 716,0.0,,,False,Q86YI8
2422,Q9NPI6,DCP1A,79 / 716,3.0,10.0,79,False,Q9NPI6
2423,A0A075B6N2,TRBV20-1, / 716,0.0,,,False,A0A075B6N2
2424,Q96M94,KLHL15,3 / 716,2.3,3.0,3,False,Q96M94
2425,O76075,DFFB,1 / 716,1.0,1.0,1,False,O76075
2426,P31949,S100A11,89 / 716,1.8,9.0,89,False,P31949
2427,P17858,PFKL,178 / 716,3.1,30.0,178,False,P17858
2428,Q8N8Y5,ZFP41,1 / 716,1.0,1.0,1,False,Q8N8Y5
2429,Q5T2D2,TREML2, / 716,0.0,,,False,Q5T2D2
2430,Q7Z418,KCNK18, / 716,0.0,,,False,Q7Z418
2431,Q9BPY8,HOPX, / 716,0.0,,,False,Q9BPY8
2432,Q96GE6,CALML4,1 / 716,1.0,1.0,1,False,Q96GE6
2433,Q92618,ZNF516,15 / 716,1.5,3.0,15,False,Q92618
2434,Q9H2D6,TRIOBP,9 / 716,1.8,5.0,9,False,Q9H2D6
2435,Q969M1,TOMM40L, / 716,0.0,,,False,Q969M1
2436,Q9Y5I1,PCDHA11, / 716,0.0,,,False,Q9Y5I1
2437,Q8N4C9,C17ORF78,1 / 716,1.0,1.0,1,False,Q8N4C9
2438,Q99865,SPIN2A,72 / 716,5.0,15.0,72,False,"Q99865, Q9BPZ2"
2439,Q9C0D4,ZNF518B, / 716,0.0,,,False,Q9C0D4
2440,Q9UL42,PNMA2,24 / 716,2.0,6.0,24,False,Q9UL42
2441,Q9GZU0,C6ORF62, / 716,0.0,,,False,Q9GZU0
2442,Q13416,ORC2,127 / 716,13.3,54.0,127,False,Q13416
2443,Q9NPD8,UBE2T,2 / 716,2.0,2.0,2,False,Q9NPD8
2444,Q15465,SHH,1 / 716,1.0,1.0,1,False,Q15465
2445,Q04837,SSBP1,169 / 716,3.4,18.0,169,False,Q04837
2446,Q9Y619,SLC25A15,2 / 716,2.0,2.0,2,False,Q9Y619
2447,P41227,NAA10,80 / 716,1.7,5.0,80,False,P41227
2448,Q99571,P2RX4,1 / 716,13.0,13.0,1,False,Q99571
2449,Q14258,TRIM25,136 / 716,2.9,10.0,136,False,Q14258
2450,Q17R55,FAM187B,1 / 716,1.0,1.0,1,False,Q17R55
2451,P22234,PAICS,322 / 716,6.5,52.0,322,True,P22234
2452,Q70EK9,USP51, / 716,0.0,,,False,Q70EK9
2453,Q4G0N4,NADK2,17 / 716,1.8,4.0,17,False,Q4G0N4
2454,Q9HB96,FANCE, / 716,0.0,,,False,Q9HB96
2455,Q9BZA7,PCDH11X, / 716,0.0,,,False,"Q9BZA7, Q9BZA8"
2456,O43566,RGS14, / 716,0.0,,,False,O43566
2457,P17036,ZNF3, / 716,0.0,,,False,P17036
2458,Q9P2F9,ZNF319,20 / 716,1.1,2.0,20,False,Q9P2F9
2459,P60484,PTEN, / 716,0.0,,,False,P60484
2460,P49450,CENPA, / 716,0.0,,,False,P49450
2461,Q99638,RAD9A, / 716,0.0,,,False,Q99638
2462,Q8N806,UBR7,6 / 716,1.0,1.0,6,False,Q8N806
2463,Q32P44,EML3, / 716,0.0,,,False,Q32P44
2464,P14867,GABRA1, / 716,0.0,,,False,P14867
2465,O43318,MAP3K7,23 / 716,1.7,5.0,23,False,O43318
2466,Q92754,TFAP2C,14 / 716,1.6,5.0,14,False,Q92754
2467,Q9H0F7,ARL6, / 716,0.0,,,False,Q9H0F7
2468,Q9GZM5,YIPF3, / 716,0.0,,,False,Q9GZM5
2469,P37198,NUP62,118 / 716,1.8,7.0,118,False,P37198
2470,P54886,ALDH18A1,292 / 716,11.2,57.0,292,True,P54886
2471,Q8WXI9,GATAD2B,178 / 716,6.9,58.0,178,False,Q8WXI9
2472,Q9BYQ7,KRTAP4-1, / 716,0.0,,,False,"Q9BYQ7, Q9BYR4"
2473,Q2M2I8,AAK1,70 / 716,2.3,10.0,70,False,Q2M2I8
