,User Input,Mapped Gene Symbol,Num of Expt. (found/total),Ave SC,Max SC,found,contaminant,Key
374,Q8IUY3,GRAMD2A, / 716,0.0,,,False,Q8IUY3
375,A6NF83,NUPR2, / 716,0.0,,,False,A6NF83
376,Q9GZT3,SLIRP,113 / 716,3.1,11.0,113,False,Q9GZT3
377,Q9UQ10,DHDH,3 / 716,1.0,1.0,3,False,Q9UQ10
378,O75159,SOCS5, / 716,0.0,,,False,O75159
379,O95571,ETHE1,4 / 716,1.3,2.0,4,False,O95571
380,Q8WYA1,ARNTL2, / 716,0.0,,,False,Q8WYA1
381,Q0VF49,KIAA2012,1 / 716,1.0,1.0,1,False,Q0VF49
382,P02765,AHSG,12 / 716,1.9,6.0,12,False,P02765
383,P35240,NF2,8 / 716,2.3,4.0,8,False,P35240
384,Q8NE28,STKLD1, / 716,0.0,,,False,Q8NE28
385,O95406,CNIH1, / 716,0.0,,,False,O95406
386,Q14994,NR1I3,1 / 716,1.0,1.0,1,False,Q14994
387,P51575,P2RX1, / 716,0.0,,,False,P51575
388,P09769,FGR,157 / 716,1.2,3.0,157,False,P09769
389,Q96HD9,ACY3, / 716,0.0,,,False,Q96HD9
390,Q96QU8,XPO6, / 716,0.0,,,False,Q96QU8
391,Q06124,PTPN11,158 / 716,5.6,36.0,158,False,Q06124
392,Q05209,PTPN12,67 / 716,2.6,18.0,67,False,Q05209
393,Q5SQS7,SH2D4B, / 716,0.0,,,False,Q5SQS7
394,Q96DE5,ANAPC16,9 / 716,1.6,3.0,9,False,Q96DE5
395,O95758,PTBP3,182 / 716,2.4,10.0,182,False,O95758
396,Q8IZ52,CHPF,2 / 716,1.0,1.0,2,False,Q8IZ52
397,P78504,JAG1,2 / 716,1.0,1.0,2,False,P78504
398,Q9NR34,MAN1C1, / 716,0.0,,,False,Q9NR34
399,Q5SWA1,PPP1R15B,3 / 716,1.3,2.0,3,False,Q5SWA1
400,Q16566,CAMK4,10 / 716,1.0,1.0,10,False,Q16566
401,O75347,TBCA,68 / 716,3.6,11.0,68,False,O75347
402,Q8TE73,DNAH5,1 / 716,1.0,1.0,1,False,Q8TE73
403,P55290,CDH13,1 / 716,4.0,4.0,1,False,P55290
404,P20742,PZP,43 / 716,1.5,4.0,43,False,P20742
405,Q8NEA9,GMCL1P1, / 716,0.0,,,False,"Q96IK5, Q8NEA9"
406,Q9HB09,BCL2L12,1 / 716,1.0,1.0,1,False,Q9HB09
407,P16949,STMN1,276 / 716,4.3,25.0,276,True,P16949
408,Q0ZGT2,NEXN,46 / 716,5.1,21.0,46,False,Q0ZGT2
409,A0A0B4J245,TRAV12-1, / 716,0.0,,,False,"A0A0B4J245, A0A075B6T6, A0A0B4J271"
410,Q9Y4P3,TBL2,47 / 716,1.6,7.0,47,False,Q9Y4P3
411,Q9NR97,TLR8, / 716,0.0,,,False,Q9NR97
412,Q5VZL5,ZMYM4,93 / 716,6.0,20.0,93,False,Q5VZL5
413,Q7RTY5,PRSS48,1 / 716,1.0,1.0,1,False,Q7RTY5
414,Q53HV7,SMUG1, / 716,0.0,,,False,Q53HV7
415,Q12906,ILF3,379 / 716,10.1,99.0,379,True,Q12906
416,P08174,CD55,1 / 716,2.0,2.0,1,False,P08174
417,P78329,CYP4F2, / 716,0.0,,,False,"P78329, Q08477"
418,Q7Z309,FAM122B,9 / 716,1.1,2.0,9,False,Q7Z309
419,Q9NUK0,MBNL3,2 / 716,2.0,3.0,2,False,Q9NUK0
420,Q5T9C2,FAM102A, / 716,0.0,,,False,Q5T9C2
421,Q96IG2,FBXL20, / 716,0.0,,,False,Q96IG2
422,Q9NQ40,SLC52A3, / 716,0.0,,,False,Q9NQ40
423,Q96BR5,COA7,6 / 716,1.3,3.0,6,False,Q96BR5
424,Q5T089,MORN1, / 716,0.0,,,False,Q5T089
425,P10826,RARB, / 716,0.0,,,False,P10826
426,P14866,HNRNPL,460 / 716,12.4,212.0,460,True,P14866
427,O75409,HYPM, / 716,0.0,,,False,O75409
428,Q9UDW1,UQCR10,8 / 716,1.0,1.0,8,False,Q9UDW1
429,Q96DX5,ASB9, / 716,0.0,,,False,Q96DX5
430,Q9UK59,DBR1,18 / 716,3.2,14.0,18,False,Q9UK59
431,Q8IZ02,LRRC34, / 716,0.0,,,False,Q8IZ02
432,Q8TC84,FANK1, / 716,0.0,,,False,Q8TC84
433,Q9BUP3,HTATIP2,5 / 716,1.0,1.0,5,False,Q9BUP3
434,Q9NWQ9,C14ORF119, / 716,0.0,,,False,Q9NWQ9
435,Q9Y5H6,PCDHA8, / 716,0.0,,,False,"Q9UN73, Q9Y5H6"
436,Q8WY91,THAP4, / 716,0.0,,,False,Q8WY91
437,Q9BSU3,NAA11,16 / 716,1.1,2.0,16,False,Q9BSU3
438,Q9BWF2,TRAIP, / 716,0.0,,,False,Q9BWF2
439,Q14863,POU6F1, / 716,0.0,,,False,Q14863
440,Q9Y210,TRPC6, / 716,0.0,,,False,Q9Y210
441,P35462,DRD3, / 716,0.0,,,False,P35462
442,O14730,RIOK3,1 / 716,1.0,1.0,1,False,O14730
443,Q99798,ACO2,89 / 716,4.7,39.0,89,False,Q99798
444,Q9UHL0,DDX25,5 / 716,1.0,1.0,5,False,Q9UHL0
445,P41180,CASR,1 / 716,1.0,1.0,1,False,P41180
446,Q99757,TXN2,6 / 716,1.2,2.0,6,False,Q99757
447,P49641,MAN2A2, / 716,0.0,,,False,P49641
448,P04279,SEMG1,8 / 716,1.1,2.0,8,False,"P04279, Q02383"
449,Q6EMB2,TTLL5,1 / 716,1.0,1.0,1,False,Q6EMB2
450,Q4KMP7,TBC1D10B,60 / 716,1.3,5.0,60,False,Q4KMP7
451,Q9BQP9,BPIFA3, / 716,0.0,,,False,Q9BQP9
452,P78330,PSPH,8 / 716,1.3,2.0,8,False,P78330
453,Q9UKR0,KLK12, / 716,0.0,,,False,Q9UKR0
454,Q9UHA7,IL36A,1 / 716,2.0,2.0,1,False,Q9UHA7
455,Q6N021,TET2,16 / 716,4.7,13.0,16,False,Q6N021
456,Q8NAA4,ATG16L2, / 716,0.0,,,False,Q8NAA4
457,Q6PL24,TMED8, / 716,0.0,,,False,Q6PL24
458,Q9Y4D2,DAGLA,1 / 716,1.0,1.0,1,False,Q9Y4D2
459,A8MWK0,FADS2P1, / 716,0.0,,,False,A8MWK0
460,Q9Y519,TMEM184B, / 716,0.0,,,False,Q9Y519
461,Q5TC79,ZBTB37, / 716,0.0,,,False,Q5TC79
462,Q96KP1,EXOC2,5 / 716,1.4,3.0,5,False,Q96KP1
463,Q7RTV0,PHF5A,133 / 716,2.1,6.0,133,False,Q7RTV0
465,Q8TEX9,IPO4,77 / 716,2.4,21.0,77,False,Q8TEX9
466,Q8WWM9,CYGB, / 716,0.0,,,False,Q8WWM9
467,Q13349,ITGAD,2 / 716,1.0,1.0,2,False,Q13349
468,P34910,EVI2B, / 716,0.0,,,False,P34910
469,Q6P2D8,XRRA1, / 716,0.0,,,False,Q6P2D8
470,P42226,STAT6,1 / 716,1.0,1.0,1,False,P42226
471,P53673,CRYBA4, / 716,0.0,,,False,P53673
472,A7E2U8,C4ORF47, / 716,0.0,,,False,A7E2U8
473,P45877,PPIC,6 / 716,1.2,2.0,6,False,P45877
474,Q9BQD1,PMCHL2, / 716,0.0,,,False,"P20382, Q9BQD1"
475,P68371,TUBB4B,678 / 716,40.0,317.0,678,True,P68371
476,Q6ZUA9,MROH5,1 / 716,1.0,1.0,1,False,Q6ZUA9
477,Q9Y345,SLC6A5, / 716,0.0,,,False,Q9Y345
478,Q9UNH7,SNX6,42 / 716,1.3,3.0,42,False,Q9UNH7
479,Q96KC8,DNAJC1,1 / 716,1.0,1.0,1,False,Q96KC8
480,P80217,IFI35, / 716,0.0,,,False,P80217
481,Q96BD8,SKA1,53 / 716,1.4,3.0,53,False,Q96BD8
482,P41212,ETV6,2 / 716,1.0,1.0,2,False,P41212
483,O43824,GTPBP6,4 / 716,1.3,2.0,4,False,O43824
484,Q86X51,CXORF67,3 / 716,4.7,11.0,3,False,Q86X51
485,P09430,TNP1, / 716,0.0,,,False,P09430
486,Q9NVM1,EVA1B, / 716,0.0,,,False,Q9NVM1
487,Q8IXU6,SLC35F2, / 716,0.0,,,False,Q8IXU6
488,Q9HB58,SP110,4 / 716,1.0,1.0,4,False,Q9HB58
489,Q96A47,ISL2,6 / 716,2.3,5.0,6,False,Q96A47
490,Q9UIW0,VAX2, / 716,0.0,,,False,Q9UIW0
491,Q9H061,TMEM126A,3 / 716,1.0,1.0,3,False,Q9H061
492,Q96M34,C3ORF30, / 716,0.0,,,False,Q96M34
493,Q9BTV5,FSD1,3 / 716,1.0,1.0,3,False,Q9BTV5
494,Q969M2,GJA10, / 716,0.0,,,False,Q969M2
495,P49407,ARRB1, / 716,0.0,,,False,P49407
496,P35575,G6PC, / 716,0.0,,,False,P35575
497,Q9Y5S2,CDC42BPB,15 / 716,1.4,3.0,15,False,Q9Y5S2
498,A7E2Y1,MYH7B,18 / 716,1.4,7.0,18,False,A7E2Y1
499,Q5TCY1,TTBK1, / 716,0.0,,,False,Q5TCY1
500,P51681,CCR5, / 716,0.0,,,False,P51681
501,P04217,A1BG, / 716,0.0,,,False,P04217
502,Q5T1Q4,SLC35F1, / 716,0.0,,,False,Q5T1Q4
503,P24928,POLR2A,175 / 716,4.5,84.0,175,False,P24928
504,Q01973,ROR1, / 716,0.0,,,False,Q01973
505,Q8IUE0,TGIF2LY, / 716,0.0,,,False,"Q8IUE1, Q8IUE0"
506,P61925,PKIA, / 716,0.0,,,False,P61925
507,Q9GZQ3,COMMD5, / 716,0.0,,,False,Q9GZQ3
508,Q8N697,SLC15A4, / 716,0.0,,,False,Q8N697
509,Q96CM4,NXNL1, / 716,0.0,,,False,Q96CM4
510,P20155,SPINK2, / 716,0.0,,,False,P20155
511,Q9UBW8,COPS7A,44 / 716,1.4,6.0,44,False,Q9UBW8
512,Q14494,NFE2L1, / 716,0.0,,,False,Q14494
513,Q63HM9,PLCXD3, / 716,0.0,,,False,Q63HM9
514,Q9BRQ3,NUDT22, / 716,0.0,,,False,Q9BRQ3
515,P28676,GCA,1 / 716,1.0,1.0,1,False,P28676
516,Q92686,NRGN,6 / 716,1.3,2.0,6,False,Q92686
517,P53701,HCCS,29 / 716,2.5,6.0,29,False,P53701
518,Q9NQ34,TMEM9B,3 / 716,1.3,2.0,3,False,Q9NQ34
519,Q9BRK5,SDF4,45 / 716,1.7,4.0,45,False,Q9BRK5
520,Q9NYJ8,TAB2,43 / 716,1.2,4.0,43,False,Q9NYJ8
521,O75688,PPM1B,159 / 716,28.0,171.0,159,False,O75688
522,P10071,GLI3,2 / 716,1.0,1.0,2,False,P10071
523,P40939,HADHA,154 / 716,7.4,39.0,154,False,P40939
524,P15170,GSPT1,180 / 716,2.8,16.0,180,False,P15170
525,Q9ULJ8,PPP1R9A,13 / 716,3.8,29.0,13,False,Q9ULJ8
526,O15156,ZBTB7B, / 716,0.0,,,False,O15156
527,Q96RG2,PASK,48 / 716,1.9,4.0,48,False,Q96RG2
528,Q16602,CALCRL, / 716,0.0,,,False,Q16602
529,P18077,RPL35A,220 / 716,4.2,23.0,220,True,P18077
530,O60941,DTNB,20 / 716,1.1,2.0,20,False,O60941
531,Q6UXU4,GSG1L, / 716,0.0,,,False,Q6UXU4
532,O14559,ARHGAP33, / 716,0.0,,,False,O14559
533,Q8IYD1,GSPT2,124 / 716,1.9,11.0,124,False,Q8IYD1
534,P03952,KLKB1, / 716,0.0,,,False,P03952
535,Q9UJ78,ZMYM5,8 / 716,1.0,1.0,8,False,Q9UJ78
536,Q6UXV0,GFRAL, / 716,0.0,,,False,Q6UXV0
537,P04001,OPN1MW, / 716,0.0,,,False,"P04000, P04001, P0DN78"
538,O43734,TRAF3IP2, / 716,0.0,,,False,O43734
539,Q9UFD9,RIMBP3,1 / 716,2.0,2.0,1,False,"Q9UFD9, A6NNM3, A6NJZ7"
540,P34972,CNR2, / 716,0.0,,,False,P34972
541,Q9H4I3,TRABD,13 / 716,1.2,3.0,13,False,Q9H4I3
542,Q96DP5,MTFMT, / 716,0.0,,,False,Q96DP5
543,Q7RTZ1,OVCH2, / 716,0.0,,,False,Q7RTZ1
544,Q9BRR0,ZKSCAN3,8 / 716,1.1,2.0,8,False,"Q9BRR0, Q969J2"
545,P02748,C9,4 / 716,1.5,2.0,4,False,P02748
546,Q6ZMH5,SLC39A5, / 716,0.0,,,False,Q6ZMH5
547,Q9Y673,ALG5,13 / 716,1.3,4.0,13,False,Q9Y673
548,P55822,SH3BGR,1 / 716,1.0,1.0,1,False,P55822
549,Q9BUQ8,DDX23,144 / 716,6.7,179.0,144,False,Q9BUQ8
550,Q8IWY8,ZSCAN29,12 / 716,1.0,1.0,12,False,Q8IWY8
551,P51451,BLK,158 / 716,1.2,3.0,158,False,P51451
552,P46060,RANGAP1,283 / 716,14.5,65.0,283,True,P46060
553,P37058,HSD17B3, / 716,0.0,,,False,P37058
554,Q9NPR9,GPR108,1 / 716,1.0,1.0,1,False,Q9NPR9
555,O14939,PLD2,4 / 716,1.0,1.0,4,False,O14939
556,Q6PIY7,PAPD4,2 / 716,1.0,1.0,2,False,Q6PIY7
557,Q15633,TARBP2, / 716,0.0,,,False,Q15633
558,Q9BW72,HIGD2A,10 / 716,1.1,2.0,10,False,"Q9BW72, Q4VC39"
559,P17041,ZNF32, / 716,0.0,,,False,P17041
560,A6NFH5,FABP12,4 / 716,1.3,2.0,4,False,A6NFH5
561,P78411,IRX5, / 716,0.0,,,False,P78411
562,Q9UJJ7,RPUSD1,1 / 716,1.0,1.0,1,False,Q9UJJ7
563,Q12765,SCRN1,15 / 716,1.2,2.0,15,False,Q12765
564,Q8NHX9,TPCN2, / 716,0.0,,,False,Q8NHX9
565,Q9UKF2,ADAM30, / 716,0.0,,,False,Q9UKF2
566,Q9Y375,NDUFAF1, / 716,0.0,,,False,Q9Y375
567,O15321,TM9SF1, / 716,0.0,,,False,O15321
568,Q9BRB3,PIGQ, / 716,0.0,,,False,Q9BRB3
569,Q9C0D3,ZYG11B,4 / 716,1.8,2.0,4,False,Q9C0D3
570,P00480,OTC, / 716,0.0,,,False,P00480
571,P98177,FOXO4,2 / 716,1.0,1.0,2,False,P98177
572,P61923,COPZ1,111 / 716,1.7,10.0,111,False,P61923
573,Q9BSJ1,TRIM51,1 / 716,1.0,1.0,1,False,"Q96BQ3, A6NCK2, P0CI25, A6NDI0, P0CI26, C9J1S8, Q9BSJ1, A0A3B3IT33, A6NGJ6, A6NI03, A6NLI5, I1YAP6"
574,Q13258,PTGDR, / 716,0.0,,,False,Q13258
575,P55060,CSE1L,318 / 716,7.9,59.0,318,True,P55060
576,P48788,TNNI2, / 716,0.0,,,False,P48788
577,P01599,IGKV1-17, / 716,0.0,,,False,"P0DP09, P04430, P01599, P01602, A0A0C4DH72, A0A0C4DH69, A0A0B4J2D9, A0A075B6S4, P01593"
578,Q9UKI8,TLK1,11 / 716,1.5,3.0,11,False,Q9UKI8
579,P00387,CYB5R3,64 / 716,3.1,15.0,64,False,P00387
580,P09914,IFIT1,17 / 716,1.2,3.0,17,False,"P09914, Q5T764"
581,P19235,EPOR, / 716,0.0,,,False,P19235
582,Q9BXY5,CAPS2, / 716,0.0,,,False,Q9BXY5
583,Q9HBJ7,USP29, / 716,0.0,,,False,Q9HBJ7
584,Q9BVV6,KIAA0586,16 / 716,1.2,2.0,16,False,Q9BVV6
585,Q9UKJ1,PILRA, / 716,0.0,,,False,"Q9UKJ1, Q9UKJ0"
586,O43529,CHST10, / 716,0.0,,,False,O43529
587,P51513,NOVA1, / 716,0.0,,,False,P51513
588,Q712K3,UBE2R2, / 716,0.0,,,False,Q712K3
589,P47775,GPR12, / 716,0.0,,,False,P47775
590,P09093,CELA3A, / 716,0.0,,,False,"P09093, P08861"
591,Q9BXA9,SALL3,5 / 716,1.0,1.0,5,False,Q9BXA9
592,Q9UPS8,ANKRD26,16 / 716,1.8,6.0,16,False,Q9UPS8
593,Q9BT56,SPX, / 716,0.0,,,False,Q9BT56
594,P49759,CLK1,16 / 716,2.1,6.0,16,False,P49759
595,Q8N129,CNPY4, / 716,0.0,,,False,Q8N129
596,Q9Y6H1,CHCHD2,69 / 716,5.2,177.0,69,False,Q9Y6H1
597,Q8TDW4,ST7L,2 / 716,1.0,1.0,2,False,Q8TDW4
598,Q9HBI5,C3ORF14, / 716,0.0,,,False,Q9HBI5
599,A9UHW6,MIF4GD, / 716,0.0,,,False,A9UHW6
600,Q14244,MAP7,109 / 716,2.6,11.0,109,False,Q14244
601,P33121,ACSL1,7 / 716,1.6,4.0,7,False,P33121
602,Q702N8,XIRP1,2 / 716,1.5,2.0,2,False,Q702N8
603,Q71U36,TUBA1A,694 / 716,41.7,261.0,694,True,Q71U36
604,Q9BZH6,WDR11,43 / 716,2.5,11.0,43,False,Q9BZH6
605,Q96T37,RBM15,127 / 716,4.2,39.0,127,False,Q96T37
606,O95455,TGDS, / 716,0.0,,,False,O95455
607,Q92623,TTC9,1 / 716,2.0,2.0,1,False,Q92623
608,Q9Y283,INVS, / 716,0.0,,,False,Q9Y283
609,P27987,ITPKB,1 / 716,1.0,1.0,1,False,P27987
610,Q3ZAQ7,VMA21,4 / 716,1.5,2.0,4,False,Q3ZAQ7
611,Q68DH5,LMBRD2, / 716,0.0,,,False,Q68DH5
612,Q8N7Q3,ZNF676,18 / 716,1.1,2.0,18,False,"Q14588, O75437, P17035, O94892, Q6ZR52, Q8IYB9, Q8N823, Q8N8J6, Q8N7Q3, A6NNF4, P0DKX0, B4DXR9, P35789"
613,Q6UXS9,CASP12, / 716,0.0,,,False,Q6UXS9
614,Q9NW61,PLEKHJ1,1 / 716,1.0,1.0,1,False,Q9NW61
615,A6NL99,AQP7P3, / 716,0.0,,,False,"O14520, A6NL99"
616,Q9NZH5,PTTG2,3 / 716,1.0,1.0,3,False,"O95997, Q9NZH5, Q9NZH4"
617,P81534,DEFB103B, / 716,0.0,,,False,P81534
618,Q15399,TLR1, / 716,0.0,,,False,Q15399
619,O43237,DYNC1LI2,109 / 716,2.2,10.0,109,False,O43237
620,Q8IVT2,MISP,32 / 716,13.1,42.0,32,False,Q8IVT2
621,O15056,SYNJ2,45 / 716,2.4,20.0,45,False,O15056
622,Q6ZN68,DPY19L2P2, / 716,0.0,,,False,"Q6NUT2, Q6NXN4, Q6ZN68"
623,Q14344,GNA13,146 / 716,1.5,12.0,146,False,Q14344
624,P37235,HPCAL1, / 716,0.0,,,False,P37235
625,Q9H6S0,YTHDC2,133 / 716,5.7,19.0,133,False,Q9H6S0
626,Q9NR56,MBNL1,8 / 716,1.8,6.0,8,False,Q9NR56
627,P48664,SLC1A6, / 716,0.0,,,False,P48664
628,Q96D46,NMD3,10 / 716,1.2,2.0,10,False,Q96D46
629,P80294,MT1H,3 / 716,2.7,4.0,3,False,"P04731, P07438, P04732, P04733, P13640, P80294, P80297, P02795"
630,Q15293,RCN1,107 / 716,4.7,53.0,107,False,Q15293
631,Q7Z3V4,UBE3B,1 / 716,1.0,1.0,1,False,Q7Z3V4
632,Q5HY64,FAM47C, / 716,0.0,,,False,"Q5JRC9, Q8NA70, Q5HY64, A6NHR8"
633,P51692,STAT5B,16 / 716,1.2,2.0,16,False,P51692
634,Q8NHS0,DNAJB8,43 / 716,1.2,5.0,43,False,Q8NHS0
635,O75366,AVIL, / 716,0.0,,,False,O75366
636,Q8WZA1,POMGNT1, / 716,0.0,,,False,Q8WZA1
637,Q8NEN9,PDZD8,18 / 716,1.2,2.0,18,False,Q8NEN9
638,Q9H0C8,ILKAP,32 / 716,1.7,16.0,32,False,Q9H0C8
639,O75385,ULK1, / 716,0.0,,,False,O75385
640,Q7L8L6,FASTKD5,14 / 716,1.1,3.0,14,False,Q7L8L6
641,Q14831,GRM7, / 716,0.0,,,False,Q14831
642,A0A0A0MS14,IGHV1-45,43 / 716,2.8,9.0,43,False,"A0A0C4DH31, A0A0C4DH33, A0A0C4DH29, P0DTW3, A0A0A0MS14, A0A0C4DH39, P01742, A0A0G2JMI3, A0A0B4J2H0"
643,P37023,ACVRL1, / 716,0.0,,,False,P37023
644,P19474,TRIM21,248 / 716,22.7,465.0,248,True,P19474
645,P57078,RIPK4, / 716,0.0,,,False,P57078
646,Q14957,GRIN2C, / 716,0.0,,,False,Q14957
647,O00453,LST1, / 716,0.0,,,False,O00453
648,Q9BZC7,ABCA2,1 / 716,1.0,1.0,1,False,Q9BZC7
649,Q6MZM0,HEPHL1,1 / 716,1.0,1.0,1,False,Q6MZM0
650,P61009,SPCS3,20 / 716,1.2,2.0,20,False,P61009
651,Q15036,SNX17,6 / 716,1.0,1.0,6,False,Q15036
652,Q6NZ67,MZT2B,15 / 716,1.0,1.0,15,False,"Q6P582, Q6NZ67"
653,Q86YL5,TDRP,4 / 716,6.3,18.0,4,False,Q86YL5
654,Q9BTX7,TTPAL, / 716,0.0,,,False,Q9BTX7
655,Q96BN6,FAM149B1, / 716,0.0,,,False,Q96BN6
656,O75197,LRP5,2 / 716,1.0,1.0,2,False,"O75197, A4QPB2"
657,Q9NU39,FOXD4L1,3 / 716,1.0,1.0,3,False,"Q12950, Q9NU39, Q6VB84, Q8WXT5, Q5VV16, Q3SYB3"
658,Q53FT3,HIKESHI,1 / 716,1.0,1.0,1,False,Q53FT3
659,O60238,BNIP3L, / 716,0.0,,,False,O60238
660,Q8NA58,PNLDC1, / 716,0.0,,,False,Q8NA58
661,Q9Y2M5,KLHL20,8 / 716,2.6,11.0,8,False,Q9Y2M5
662,Q9P299,COPZ2,1 / 716,1.0,1.0,1,False,Q9P299
663,Q9H1Y3,OPN3, / 716,0.0,,,False,Q9H1Y3
664,P41567,EIF1,93 / 716,2.3,10.0,93,False,P41567
665,Q9UL51,HCN2, / 716,0.0,,,False,Q9UL51
666,Q9Y6X5,ENPP4, / 716,0.0,,,False,Q9Y6X5
667,Q6ZVX7,NCCRP1,21 / 716,1.9,5.0,21,False,Q6ZVX7
668,A0A1B0GVZ9,TMEM269, / 716,0.0,,,False,A0A1B0GVZ9
669,Q96IY4,CPB2,1 / 716,3.0,3.0,1,False,Q96IY4
670,O43889,CREB3, / 716,0.0,,,False,O43889
671,P22626,HNRNPA2B1,536 / 716,16.8,102.0,536,True,P22626
672,P51116,FXR2,139 / 716,3.7,47.0,139,False,P51116
673,O95260,ATE1,1 / 716,1.0,1.0,1,False,O95260
674,Q4L235,AASDH,1 / 716,1.0,1.0,1,False,Q4L235
675,Q96NT0,CCDC115,1 / 716,3.0,3.0,1,False,Q96NT0
676,P78552,IL13RA1, / 716,0.0,,,False,P78552
677,P03950,ANG, / 716,0.0,,,False,P03950
678,P51684,CCR6, / 716,0.0,,,False,P51684
679,Q8NAG6,ANKLE1, / 716,0.0,,,False,Q8NAG6
680,Q14767,LTBP2, / 716,0.0,,,False,Q14767
681,Q9BPY3,FAM118B, / 716,0.0,,,False,Q9BPY3
682,Q5T3J3,LRIF1,19 / 716,3.1,9.0,19,False,Q5T3J3
683,Q96Q83,ALKBH3, / 716,0.0,,,False,Q96Q83
684,Q7Z4H8,KDELC2,26 / 716,2.4,7.0,26,False,Q7Z4H8
685,Q96LU7,MYRFL, / 716,0.0,,,False,Q96LU7
686,Q6UDR6,SPINT4, / 716,0.0,,,False,Q6UDR6
687,Q9Y6N9,USH1C,1 / 716,1.0,1.0,1,False,Q9Y6N9
688,Q6P387,C16ORF46,1 / 716,1.0,1.0,1,False,Q6P387
689,Q14508,WFDC2, / 716,0.0,,,False,Q14508
690,Q8WU76,SCFD2,2 / 716,1.0,1.0,2,False,Q8WU76
691,Q8NFF5,FLAD1,13 / 716,1.2,2.0,13,False,Q8NFF5
692,P14174,MIF,211 / 716,4.1,141.0,211,True,P14174
693,Q9Y334,VWA7, / 716,0.0,,,False,Q9Y334
694,Q8N142,ADSSL1,6 / 716,1.2,2.0,6,False,Q8N142
695,O60294,LCMT2,24 / 716,1.1,2.0,24,False,O60294
696,P25800,LMO1, / 716,0.0,,,False,P25800
697,P07900,HSP90AA1,565 / 716,33.7,343.0,565,True,P07900
698,Q96J02,ITCH,7 / 716,2.3,7.0,7,False,Q96J02
699,F7VJQ1,PRNP,1 / 716,1.0,1.0,1,False,"P04156, F7VJQ1"
700,Q8N423,LILRB2, / 716,0.0,,,False,"Q8N6C8, Q8NHL6, Q8N423, O75022, O75023"
701,Q6XZF7,DNMBP,36 / 716,2.2,15.0,36,False,Q6XZF7
702,Q9Y399,MRPS2,65 / 716,2.3,13.0,65,False,Q9Y399
703,Q05D60,DEUP1, / 716,0.0,,,False,Q05D60
704,Q92979,EMG1,84 / 716,2.5,10.0,84,False,Q92979
705,O43903,GAS2,1 / 716,1.0,1.0,1,False,O43903
706,Q14938,NFIX,52 / 716,2.3,15.0,52,False,Q14938
707,Q9H0W9,C11ORF54,1 / 716,1.0,1.0,1,False,Q9H0W9
708,O00291,HIP1,2 / 716,1.0,1.0,2,False,O00291
709,Q96B26,EXOSC8,93 / 716,1.8,5.0,93,False,Q96B26
710,Q8TE54,SLC26A7, / 716,0.0,,,False,Q8TE54
711,P54277,PMS1,70 / 716,3.2,23.0,70,False,P54277
712,P04733,MT1F,12 / 716,1.1,2.0,12,False,"P04731, P07438, P04732, P04733, P13640, P80294, P80297, P02795"
713,Q8WWM7,ATXN2L,305 / 716,17.3,103.0,305,True,Q8WWM7
714,Q96EK7,FAM120B,9 / 716,1.1,2.0,9,False,Q96EK7
715,Q8TBY8,PMFBP1,4 / 716,1.0,1.0,4,False,Q8TBY8
716,Q53H47,SETMAR,5 / 716,2.0,5.0,5,False,Q53H47
717,Q1MX18,INSC, / 716,0.0,,,False,Q1MX18
718,O43309,ZSCAN12,18 / 716,1.1,2.0,18,False,O43309
719,Q9UNA3,A4GNT, / 716,0.0,,,False,Q9UNA3
720,P04201,MAS1, / 716,0.0,,,False,P04201
721,Q6VN20,RANBP10,16 / 716,1.5,6.0,16,False,Q6VN20
722,Q5T5N4,C6ORF118, / 716,0.0,,,False,Q5T5N4
723,Q4KMZ1,IQCC, / 716,0.0,,,False,Q4KMZ1
724,P43304,GPD2,47 / 716,2.4,17.0,47,False,P43304
725,P19835,CEL, / 716,0.0,,,False,P19835
726,P08572,COL4A2,3 / 716,1.3,2.0,3,False,P08572
727,Q8IVD9,NUDCD3,21 / 716,1.3,3.0,21,False,Q8IVD9
728,O60346,PHLPP1, / 716,0.0,,,False,O60346
729,P46939,UTRN,83 / 716,25.4,234.0,83,False,P46939
730,O14894,TM4SF5, / 716,0.0,,,False,O14894
731,P49335,POU3F4, / 716,0.0,,,False,P49335
732,Q8NCV1,ADAD2, / 716,0.0,,,False,Q8NCV1
733,P52179,MYOM1,2 / 716,1.0,1.0,2,False,P52179
734,Q9BX84,TRPM6,1 / 716,1.0,1.0,1,False,Q9BX84
735,O75394,MRPL33,27 / 716,1.8,6.0,27,False,O75394
736,A0A0G2JMD5,PRAMEF33, / 716,0.0,,,False,"O95521, O60809, O60813, O95522, P0DUQ1, Q5VTA0, Q5SWL8, O60811, Q5VT98, A6NGN4, H0Y7S4, A3QJZ7, A0A0G2JMD5, O60810, Q5TYX0, Q5VXH4, Q5VXH5, Q5VWM4, P0DUQ2"
737,Q49AA0,ZFP69,2 / 716,1.5,2.0,2,False,Q49AA0
738,P16410,CTLA4, / 716,0.0,,,False,P16410
739,Q5JRX3,PITRM1,63 / 716,4.0,14.0,63,False,Q5JRX3
740,P10600,TGFB3, / 716,0.0,,,False,P10600
741,P46091,GPR1,2 / 716,1.0,1.0,2,False,P46091
742,Q13188,STK3,29 / 716,1.1,2.0,29,False,Q13188
743,Q96RS6,NUDCD1,7 / 716,1.4,3.0,7,False,Q96RS6
